year	month	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	
		PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	gCarbonPerYr	gCarbonPerYr	gCarbonPerYr	gCarbonPerYr	gCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
		total	total	total	total	total	Arctic	Arctic	Arctic	Arctic	Arctic	N_Atl	N_Atl	N_Atl	N_Atl	N_Atl	N_Pac	N_Pac	N_Pac	N_Pac	N_Pac	Equ_N	Equ_N	Equ_N	Equ_N	Equ_N	Equ	Equ	Equ	Equ	Equ	Equ_S	Equ_S	Equ_S	Equ_S	Equ_S	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Ind	SO_Ind	SO_Ind	SO_Ind	SO_Ind	
		min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	
1794	0	5.6191e-16	1.0227e-14	1.8009e-14	2.6774e-14	4.2936e-14	1.3757e-16	1.7512e-16	2.1934e-16	3.3561e-16	6.6132e-16	4.1463e-16	1.6583e-15	3.8379e-15	6.4391e-15	9.2497e-15	4.8283e-09	1.5463e-08	2.6995e-08	4.0411e-08	5.1469e-08	2.6368e-15	9.4418e-15	1.1029e-14	1.2654e-14	1.8130e-14	5.3752e-15	2.2688e-14	2.8951e-14	3.5690e-14	4.8380e-14	2.4907e-15	1.2943e-14	2.0604e-14	3.1314e-14	5.0299e-14	6.2620e-16	1.0065e-14	1.7203e-14	2.1574e-14	2.6262e-14	1.0386e-15	1.1905e-14	1.7126e-14	2.1195e-14	3.1184e-14	5.3264e-15	1.6452e-14	2.0014e-14	2.2337e-14	2.7738e-14	
1794	1	6.8711e-16	1.1132e-14	1.8147e-14	2.7893e-14	4.2814e-14	1.2564e-16	1.5488e-16	2.0358e-16	3.6035e-16	7.6389e-16	4.2276e-16	1.9770e-15	5.9749e-15	9.2809e-15	1.5072e-14	6.8477e-09	2.9212e-08	3.9400e-08	4.8939e-08	6.4181e-08	2.6638e-15	1.0172e-14	1.3039e-14	1.5940e-14	2.3933e-14	5.2215e-15	2.2649e-14	2.9654e-14	3.5616e-14	4.7886e-14	2.6567e-15	1.4100e-14	2.3719e-14	3.3928e-14	4.7644e-14	5.1927e-15	1.3234e-14	1.6943e-14	2.1498e-14	2.8383e-14	4.3861e-15	1.0931e-14	1.5644e-14	1.9807e-14	3.3012e-14	5.5114e-15	1.0514e-14	1.5955e-14	1.9746e-14	2.2635e-14	
1794	2	7.9374e-16	9.3722e-15	1.6388e-14	2.7804e-14	4.1702e-14	1.2108e-16	1.4764e-16	2.0754e-16	3.3949e-16	1.4623e-15	6.9432e-16	6.5017e-15	1.5333e-14	2.1184e-14	4.4801e-14	1.1315e-08	4.4346e-08	5.9921e-08	7.4108e-08	9.7258e-08	2.9465e-15	1.2147e-14	1.5452e-14	2.0603e-14	2.8495e-14	5.0117e-15	2.2887e-14	2.9283e-14	3.6461e-14	4.6835e-14	2.8351e-15	1.5115e-14	2.3837e-14	3.2590e-14	4.3106e-14	2.9211e-15	3.7469e-15	7.7052e-15	1.2108e-14	1.4969e-14	4.0930e-15	5.3403e-15	9.6062e-15	1.2564e-14	1.6673e-14	3.8596e-15	6.4946e-15	1.2537e-14	1.5116e-14	1.7997e-14	
1794	3	8.5802e-16	6.6660e-15	1.6587e-14	2.7076e-14	4.1471e-14	1.0378e-16	1.3022e-16	1.8397e-16	3.1449e-16	1.6180e-14	2.2071e-15	1.6542e-14	2.1481e-14	2.6134e-14	5.8262e-14	1.6453e-08	5.5205e-08	6.7254e-08	7.9198e-08	9.6540e-08	3.4931e-15	1.3505e-14	1.6254e-14	2.2092e-14	3.5990e-14	5.0812e-15	2.1771e-14	2.8412e-14	3.7286e-14	4.7419e-14	2.9214e-15	1.3673e-14	2.0925e-14	2.7971e-14	3.6737e-14	1.0107e-15	1.2051e-15	2.1734e-15	9.0883e-15	1.1335e-14	1.1231e-15	1.3886e-15	3.5960e-15	8.4618e-15	1.4025e-14	1.6890e-15	3.4796e-15	7.9027e-15	1.0283e-14	1.1935e-14	
1794	4	6.7602e-16	5.5037e-15	1.6119e-14	2.5368e-14	4.1226e-14	9.9411e-17	1.2482e-16	1.9386e-16	8.5210e-16	4.1582e-14	4.5787e-15	1.5931e-14	2.3265e-14	2.8774e-14	7.0042e-14	1.6613e-08	6.1767e-08	8.1517e-08	9.8273e-08	1.2825e-07	3.6806e-15	1.4075e-14	1.8552e-14	2.4913e-14	3.9753e-14	5.0752e-15	2.0190e-14	2.7266e-14	3.5608e-14	4.5957e-14	2.6748e-15	1.2147e-14	1.7009e-14	2.2022e-14	3.0009e-14	6.2949e-16	8.0568e-16	1.1630e-15	6.2188e-15	8.4385e-15	6.1861e-16	9.1099e-16	1.7366e-15	6.6146e-15	1.8955e-14	8.6574e-16	1.8577e-15	4.8459e-15	7.7884e-15	9.7037e-15	
1794	5	5.8395e-16	4.5635e-15	1.4774e-14	2.4371e-14	4.1248e-14	1.6082e-16	2.2503e-16	1.1729e-15	1.0481e-14	5.7876e-14	6.4413e-15	2.0659e-14	2.5999e-14	3.2353e-14	8.3951e-14	1.4363e-08	5.1303e-08	7.6883e-08	9.5221e-08	1.3136e-07	3.2678e-15	1.4725e-14	1.9283e-14	2.6663e-14	4.2494e-14	4.9016e-15	1.8348e-14	2.5962e-14	3.4249e-14	4.5182e-14	2.5171e-15	1.0789e-14	1.4260e-14	1.8535e-14	2.7522e-14	4.8923e-16	7.1579e-16	9.0708e-16	4.1379e-15	7.0554e-15	4.5158e-16	6.9022e-16	1.0011e-15	4.7879e-15	1.9333e-14	6.0516e-16	9.7258e-16	2.8978e-15	6.2572e-15	7.8542e-15	
1794	6	5.2277e-16	5.5277e-15	1.5853e-14	2.5815e-14	4.1830e-14	9.3562e-16	6.2499e-15	2.1970e-14	3.9855e-14	5.8635e-14	7.1332e-15	2.1941e-14	2.8614e-14	3.5919e-14	4.4803e-14	1.0943e-08	3.7788e-08	5.7415e-08	8.6676e-08	1.2200e-07	3.0112e-15	1.5223e-14	2.2179e-14	2.8488e-14	4.2810e-14	4.9875e-15	1.8936e-14	2.5578e-14	3.3768e-14	4.3782e-14	2.4128e-15	1.0646e-14	1.4026e-14	1.8142e-14	2.7491e-14	4.2808e-16	5.7215e-16	7.6684e-16	3.0242e-15	7.9456e-15	3.5906e-16	5.1807e-16	7.5454e-16	4.3347e-15	2.1707e-14	4.8339e-16	7.0319e-16	2.0767e-15	5.2842e-15	8.7281e-15	
1794	7	4.5280e-16	8.4131e-15	1.7407e-14	2.6890e-14	4.2571e-14	3.5691e-15	1.4586e-14	2.5113e-14	3.3466e-14	5.7000e-14	5.0909e-15	1.9778e-14	2.9053e-14	3.6134e-14	4.3204e-14	9.8585e-09	3.3696e-08	5.9370e-08	9.4608e-08	1.1982e-07	3.5433e-15	1.4999e-14	2.2109e-14	2.8852e-14	3.9263e-14	5.2300e-15	2.0242e-14	2.6998e-14	3.5670e-14	4.7540e-14	2.5024e-15	1.2175e-14	1.6064e-14	2.0334e-14	2.9642e-14	3.8091e-16	4.9187e-16	7.0444e-16	4.5038e-15	1.3133e-14	3.2230e-16	4.6510e-16	6.7093e-16	7.4726e-15	2.6100e-14	4.2064e-16	5.7811e-16	2.5122e-15	8.2632e-15	1.1538e-14	
1794	8	4.2170e-16	9.4049e-15	1.7777e-14	2.6277e-14	4.2245e-14	1.5310e-15	2.1965e-15	6.7823e-15	1.3463e-14	3.3786e-14	4.2388e-15	1.9145e-14	2.4201e-14	2.9394e-14	3.5855e-14	9.9887e-09	4.5423e-08	7.0860e-08	9.1627e-08	1.1551e-07	3.9714e-15	1.4021e-14	2.0022e-14	2.5075e-14	3.4003e-14	5.5822e-15	2.1986e-14	2.9104e-14	3.7540e-14	5.0091e-14	2.8116e-15	1.3706e-14	1.8984e-14	2.3896e-14	3.3463e-14	3.5576e-16	4.5986e-16	6.6844e-16	8.4934e-15	1.8685e-14	3.0039e-16	4.3442e-16	6.5498e-16	1.5130e-14	2.2135e-14	3.8340e-16	5.6617e-16	5.4949e-15	1.4398e-14	1.7930e-14	
1794	9	4.0662e-16	8.3320e-15	1.7691e-14	2.7449e-14	4.3840e-14	7.0522e-16	9.8621e-16	1.8416e-15	4.5949e-15	1.2762e-14	3.4284e-15	1.3262e-14	1.6377e-14	2.0560e-14	2.7931e-14	1.0616e-08	4.3441e-08	6.1777e-08	7.4898e-08	9.1043e-08	3.8634e-15	1.2140e-14	1.5519e-14	1.8877e-14	2.5456e-14	5.7508e-15	2.3359e-14	3.1719e-14	3.9612e-14	5.3178e-14	3.1492e-15	1.6546e-14	2.2602e-14	2.9721e-14	4.1618e-14	3.3617e-16	4.2720e-16	6.5143e-16	1.2307e-14	1.8623e-14	2.8400e-16	3.9947e-16	7.5804e-16	1.6069e-14	2.2953e-14	3.7596e-16	6.5033e-16	8.6203e-15	1.6597e-14	2.0649e-14	
1794	10	4.0067e-16	7.8879e-15	1.7290e-14	2.7486e-14	4.5477e-14	3.1659e-16	4.1827e-16	5.3011e-16	7.2621e-16	2.2239e-15	2.1788e-15	6.5341e-15	9.1486e-15	1.1495e-14	1.5068e-14	9.7376e-09	2.6670e-08	3.7882e-08	4.7171e-08	5.9902e-08	3.4691e-15	1.0077e-14	1.1996e-14	1.4122e-14	1.9342e-14	5.7917e-15	2.4488e-14	3.2583e-14	4.0356e-14	5.0945e-14	3.2645e-15	1.7907e-14	2.2681e-14	3.2673e-14	5.0591e-14	3.2677e-16	4.2055e-16	6.3085e-16	1.8295e-14	2.2456e-14	2.6464e-16	3.9251e-16	4.8423e-15	1.7282e-14	2.2489e-14	4.4297e-16	3.8665e-15	1.5423e-14	2.0545e-14	2.5005e-14	
1794	11	3.8363e-16	8.2844e-15	1.7839e-14	2.7261e-14	4.3784e-14	2.0263e-16	2.3955e-16	3.0368e-16	4.3373e-16	8.3593e-16	9.7702e-16	3.1836e-15	5.9281e-15	7.9940e-15	1.1755e-14	7.0043e-09	1.8858e-08	2.5930e-08	3.5859e-08	4.7198e-08	2.9079e-15	8.6581e-15	1.0176e-14	1.2071e-14	1.6271e-14	5.7051e-15	2.3810e-14	3.0624e-14	3.6917e-14	4.8663e-14	2.8878e-15	1.5333e-14	2.0930e-14	3.2755e-14	5.4221e-14	2.7582e-16	3.9361e-16	1.8768e-15	2.0226e-14	2.3636e-14	2.3408e-16	4.8589e-16	1.6841e-14	2.2392e-14	2.7459e-14	7.3292e-16	1.4289e-14	1.9912e-14	2.2493e-14	2.5789e-14	
1792	0	5.6184e-16	1.0207e-14	1.7895e-14	2.6781e-14	4.2724e-14	1.3784e-16	1.7431e-16	2.1808e-16	3.3344e-16	6.6404e-16	4.1148e-16	1.6595e-15	3.8659e-15	6.4961e-15	9.2705e-15	4.4113e-09	1.5497e-08	2.6705e-08	4.0793e-08	5.1261e-08	2.6471e-15	9.4254e-15	1.0984e-14	1.2779e-14	1.8048e-14	5.3814e-15	2.2572e-14	2.8801e-14	3.5368e-14	4.8400e-14	2.4580e-15	1.2776e-14	2.0472e-14	3.1544e-14	5.0003e-14	6.3065e-16	9.8927e-15	1.7202e-14	2.1562e-14	2.6284e-14	1.0362e-15	1.1858e-14	1.7068e-14	2.1195e-14	3.1261e-14	5.4039e-15	1.6380e-14	1.9947e-14	2.2399e-14	2.7797e-14	
1792	1	6.8013e-16	1.1107e-14	1.8112e-14	2.7818e-14	4.2802e-14	1.2555e-16	1.5400e-16	2.0390e-16	3.6244e-16	7.5684e-16	4.1958e-16	1.9580e-15	5.9194e-15	9.3323e-15	1.5095e-14	6.7084e-09	2.8918e-08	3.9119e-08	4.8500e-08	6.5220e-08	2.6655e-15	1.0152e-14	1.3052e-14	1.5995e-14	2.4048e-14	5.2237e-15	2.2513e-14	2.9492e-14	3.5638e-14	4.7582e-14	2.6065e-15	1.4255e-14	2.3754e-14	3.3932e-14	4.8288e-14	5.1898e-15	1.3222e-14	1.6954e-14	2.1555e-14	2.8407e-14	4.3830e-15	1.0994e-14	1.5670e-14	1.9762e-14	3.3076e-14	5.4935e-15	1.0676e-14	1.5963e-14	1.9622e-14	2.2601e-14	
1792	2	7.8919e-16	9.3684e-15	1.6344e-14	2.7594e-14	4.1641e-14	1.2157e-16	1.4853e-16	2.0578e-16	3.4377e-16	1.4423e-15	6.6743e-16	6.4976e-15	1.5294e-14	2.0961e-14	4.4330e-14	1.1453e-08	4.4319e-08	6.0035e-08	7.3955e-08	9.8066e-08	2.9537e-15	1.2127e-14	1.5352e-14	2.0555e-14	2.8321e-14	5.0166e-15	2.2578e-14	2.9195e-14	3.6155e-14	4.6860e-14	2.7940e-15	1.5135e-14	2.3569e-14	3.2345e-14	4.3357e-14	2.9131e-15	3.7479e-15	7.6702e-15	1.2105e-14	1.4926e-14	4.1095e-15	5.3476e-15	9.6179e-15	1.2549e-14	1.6688e-14	3.8909e-15	6.5678e-15	1.2519e-14	1.4846e-14	1.7802e-14	
1792	3	8.5780e-16	6.6500e-15	1.6421e-14	2.6991e-14	4.1174e-14	1.0383e-16	1.3114e-16	1.8513e-16	3.1536e-16	1.5290e-14	2.0479e-15	1.6287e-14	2.1453e-14	2.5709e-14	6.2711e-14	1.6635e-08	5.5071e-08	6.7243e-08	7.9320e-08	9.5671e-08	3.4928e-15	1.3357e-14	1.6132e-14	2.1968e-14	3.5500e-14	5.0776e-15	2.1628e-14	2.8219e-14	3.7140e-14	4.7280e-14	2.9031e-15	1.3734e-14	2.0859e-14	2.8159e-14	3.6866e-14	1.0109e-15	1.2011e-15	2.1692e-15	9.0759e-15	1.1356e-14	1.1239e-15	1.3863e-15	3.5929e-15	8.4521e-15	1.3921e-14	1.6991e-15	3.4891e-15	7.8054e-15	1.0250e-14	1.1818e-14	
1792	4	6.7536e-16	5.4885e-15	1.5973e-14	2.5256e-14	4.1073e-14	1.0004e-16	1.2569e-16	1.9191e-16	8.4537e-16	4.0732e-14	4.5026e-15	1.5833e-14	2.2933e-14	2.8469e-14	6.6877e-14	1.6926e-08	6.1798e-08	8.0980e-08	9.7976e-08	1.2978e-07	3.6782e-15	1.3995e-14	1.8185e-14	2.4456e-14	3.8847e-14	5.0853e-15	2.0005e-14	2.7098e-14	3.5444e-14	4.5810e-14	2.6662e-15	1.1978e-14	1.7057e-14	2.1973e-14	3.0548e-14	6.2965e-16	8.0201e-16	1.1606e-15	6.2028e-15	8.4312e-15	6.1873e-16	9.0843e-16	1.7392e-15	6.5840e-15	1.9234e-14	8.6827e-16	1.8607e-15	4.8886e-15	7.7997e-15	9.7346e-15	
1792	5	5.8370e-16	4.5489e-15	1.4643e-14	2.4281e-14	4.1068e-14	1.6219e-16	2.2178e-16	1.1833e-15	1.0801e-14	5.9332e-14	6.4213e-15	2.0528e-14	2.5608e-14	3.1994e-14	7.1193e-14	1.4241e-08	5.0789e-08	7.6537e-08	9.5567e-08	1.3586e-07	3.1845e-15	1.4529e-14	1.9135e-14	2.6325e-14	4.1374e-14	4.9331e-15	1.8222e-14	2.5782e-14	3.4180e-14	4.4969e-14	2.4911e-15	1.0750e-14	1.4104e-14	1.8165e-14	2.7926e-14	4.8908e-16	7.1336e-16	9.0901e-16	4.1237e-15	7.0209e-15	4.5117e-16	6.8840e-16	1.0039e-15	4.7830e-15	1.9342e-14	6.0484e-16	9.6682e-16	2.8931e-15	6.2298e-15	7.8059e-15	
1792	6	5.2287e-16	5.4908e-15	1.5930e-14	2.5836e-14	4.1879e-14	9.2813e-16	6.3236e-15	2.1967e-14	3.9616e-14	5.7590e-14	6.9300e-15	2.1541e-14	2.8289e-14	3.6175e-14	4.3135e-14	1.0826e-08	3.8478e-08	5.7321e-08	8.5550e-08	1.2066e-07	2.9772e-15	1.5348e-14	2.2028e-14	2.8351e-14	4.2682e-14	5.0181e-15	1.8856e-14	2.5488e-14	3.3674e-14	4.4091e-14	2.3902e-15	1.0556e-14	1.4051e-14	1.8298e-14	2.7775e-14	4.2847e-16	5.7129e-16	7.6284e-16	3.0112e-15	7.9449e-15	3.5865e-16	5.1666e-16	7.5140e-16	4.3172e-15	2.1647e-14	4.8420e-16	7.0631e-16	2.0802e-15	5.2491e-15	8.8184e-15	
1792	7	4.5334e-16	8.3556e-15	1.7180e-14	2.6785e-14	4.2632e-14	3.5148e-15	1.4067e-14	2.4823e-14	3.3637e-14	5.7638e-14	4.8929e-15	1.9960e-14	2.9181e-14	3.6214e-14	4.3000e-14	9.8862e-09	3.3775e-08	5.9269e-08	9.2899e-08	1.1996e-07	3.5411e-15	1.4828e-14	2.2313e-14	2.8911e-14	3.9410e-14	5.2566e-15	2.0091e-14	2.6920e-14	3.5671e-14	4.7606e-14	2.4849e-15	1.1980e-14	1.5664e-14	2.0070e-14	2.9268e-14	3.8126e-16	4.9166e-16	7.0382e-16	4.5348e-15	1.3163e-14	3.2222e-16	4.6391e-16	6.7313e-16	7.4655e-15	2.6272e-14	4.2091e-16	5.7821e-16	2.5675e-15	8.1949e-15	1.1984e-14	
1792	8	4.2233e-16	9.4104e-15	1.7689e-14	2.6244e-14	4.2201e-14	1.4939e-15	2.1596e-15	6.8304e-15	1.3379e-14	3.2946e-14	4.0952e-15	1.9277e-14	2.4258e-14	2.9036e-14	3.5423e-14	1.0190e-08	4.4748e-08	7.0406e-08	9.1288e-08	1.1505e-07	3.9648e-15	1.3936e-14	1.9931e-14	2.4928e-14	3.3898e-14	5.5862e-15	2.1849e-14	2.8976e-14	3.7384e-14	5.0161e-14	2.7480e-15	1.3400e-14	1.8792e-14	2.3936e-14	3.2792e-14	3.5636e-16	4.5837e-16	6.6768e-16	8.5427e-15	1.8800e-14	3.0069e-16	4.3401e-16	6.5607e-16	1.5111e-14	2.2317e-14	3.8387e-16	5.6593e-16	5.2579e-15	1.4426e-14	1.8047e-14	
1792	9	4.0749e-16	8.2754e-15	1.7535e-14	2.7281e-14	4.3545e-14	7.0476e-16	9.6666e-16	1.8539e-15	4.5922e-15	1.2448e-14	3.4293e-15	1.3407e-14	1.6602e-14	2.0909e-14	2.7513e-14	1.0997e-08	4.1406e-08	6.1669e-08	7.4191e-08	9.1908e-08	3.8632e-15	1.2120e-14	1.5455e-14	1.8776e-14	2.5188e-14	5.7521e-15	2.3199e-14	3.1564e-14	3.9275e-14	5.3252e-14	3.0810e-15	1.6294e-14	2.2372e-14	2.9895e-14	4.1107e-14	3.3721e-16	4.2669e-16	6.5084e-16	1.2286e-14	1.8704e-14	2.8447e-16	3.9852e-16	7.4984e-16	1.6081e-14	2.3054e-14	3.7717e-16	6.5007e-16	8.9493e-15	1.6657e-14	2.0445e-14	
1792	10	4.0173e-16	7.8615e-15	1.7301e-14	2.7382e-14	4.5446e-14	3.1595e-16	4.2925e-16	5.2719e-16	7.0312e-16	2.1518e-15	2.0822e-15	6.3963e-15	9.2029e-15	1.1601e-14	1.5043e-14	1.0014e-08	2.7327e-08	3.8639e-08	4.7799e-08	6.0922e-08	3.4718e-15	1.0076e-14	1.1966e-14	1.4098e-14	1.8835e-14	5.8214e-15	2.4365e-14	3.2398e-14	4.0155e-14	5.1176e-14	3.2408e-15	1.7984e-14	2.2681e-14	3.2840e-14	5.0481e-14	3.2731e-16	4.1956e-16	6.3022e-16	1.8337e-14	2.2420e-14	2.6484e-16	3.9219e-16	4.7583e-15	1.7270e-14	2.2476e-14	4.4395e-16	3.8398e-15	1.5459e-14	2.0389e-14	2.4895e-14	
1792	11	3.8427e-16	8.3416e-15	1.7821e-14	2.7188e-14	4.3857e-14	2.0116e-16	2.4295e-16	3.0949e-16	4.3469e-16	8.1290e-16	9.6058e-16	3.1118e-15	5.9946e-15	8.0790e-15	1.1564e-14	6.9968e-09	1.8456e-08	2.5608e-08	3.5270e-08	4.7603e-08	2.9048e-15	8.6469e-15	1.0182e-14	1.2047e-14	1.6214e-14	5.7327e-15	2.3665e-14	3.0546e-14	3.6973e-14	4.8801e-14	2.9388e-15	1.5544e-14	2.0811e-14	3.2595e-14	5.4257e-14	2.7670e-16	3.9265e-16	1.8944e-15	2.0250e-14	2.3669e-14	2.3435e-16	4.8399e-16	1.6751e-14	2.2322e-14	2.7448e-14	7.3625e-16	1.4422e-14	2.0041e-14	2.2505e-14	2.5866e-14	
1793	0	5.6105e-16	1.0150e-14	1.7924e-14	2.6790e-14	4.2977e-14	1.3796e-16	1.7637e-16	2.2114e-16	3.3147e-16	6.6147e-16	4.1082e-16	1.6607e-15	3.8373e-15	6.4323e-15	9.2786e-15	4.5437e-09	1.5354e-08	2.7547e-08	4.1059e-08	5.1628e-08	2.6409e-15	9.4144e-15	1.0944e-14	1.2585e-14	1.7736e-14	5.3838e-15	2.2622e-14	2.8843e-14	3.5663e-14	4.8118e-14	2.4907e-15	1.2721e-14	2.0702e-14	3.1267e-14	5.2281e-14	6.2827e-16	9.9962e-15	1.7194e-14	2.1551e-14	2.6285e-14	1.0374e-15	1.1882e-14	1.7098e-14	2.1190e-14	3.1148e-14	5.3535e-15	1.6495e-14	2.0013e-14	2.2341e-14	2.7652e-14	
1793	1	6.8249e-16	1.1132e-14	1.8033e-14	2.7750e-14	4.2645e-14	1.2536e-16	1.5688e-16	2.0376e-16	3.6212e-16	7.5752e-16	4.2049e-16	1.9599e-15	5.9409e-15	9.2558e-15	1.5036e-14	6.7767e-09	2.8931e-08	3.8959e-08	4.8455e-08	6.4388e-08	2.6671e-15	1.0192e-14	1.3051e-14	1.6079e-14	2.4061e-14	5.2334e-15	2.2563e-14	2.9572e-14	3.5864e-14	4.7587e-14	2.6228e-15	1.4054e-14	2.3181e-14	3.3969e-14	4.7643e-14	5.1894e-15	1.3281e-14	1.6978e-14	2.1513e-14	2.8342e-14	4.3804e-15	1.1014e-14	1.5636e-14	1.9818e-14	3.3070e-14	5.4794e-15	1.0598e-14	1.5993e-14	1.9682e-14	2.2748e-14	
1793	2	7.8949e-16	9.3673e-15	1.6374e-14	2.7597e-14	4.1506e-14	1.2151e-16	1.4995e-16	2.0789e-16	3.3749e-16	1.4514e-15	6.7417e-16	6.4423e-15	1.5271e-14	2.1056e-14	4.4520e-14	1.1572e-08	4.4609e-08	5.9962e-08	7.4011e-08	9.7235e-08	2.9524e-15	1.2126e-14	1.5397e-14	2.0431e-14	2.7792e-14	5.0183e-15	2.2718e-14	2.9239e-14	3.6339e-14	4.6907e-14	2.8042e-15	1.5138e-14	2.3447e-14	3.2236e-14	4.3392e-14	2.9134e-15	3.7505e-15	7.6829e-15	1.2130e-14	1.4931e-14	4.1069e-15	5.3355e-15	9.6211e-15	1.2539e-14	1.6699e-14	3.8642e-15	6.5092e-15	1.2546e-14	1.5030e-14	1.7829e-14	
1793	3	8.5844e-16	6.6547e-15	1.6523e-14	2.6964e-14	4.1335e-14	1.0362e-16	1.3194e-16	1.8476e-16	3.1409e-16	1.5650e-14	2.0832e-15	1.6161e-14	2.1459e-14	2.6068e-14	6.0118e-14	1.6632e-08	5.5043e-08	6.6754e-08	7.9271e-08	9.6321e-08	3.4926e-15	1.3361e-14	1.6146e-14	2.1747e-14	3.5166e-14	5.0679e-15	2.1725e-14	2.8339e-14	3.7175e-14	4.7215e-14	2.9061e-15	1.3464e-14	2.0853e-14	2.7990e-14	3.7237e-14	1.0133e-15	1.2023e-15	2.1730e-15	9.0942e-15	1.1351e-14	1.1252e-15	1.3915e-15	3.5991e-15	8.4426e-15	1.3777e-14	1.6957e-15	3.5127e-15	7.8672e-15	1.0242e-14	1.1806e-14	
1793	4	6.7558e-16	5.4897e-15	1.6007e-14	2.5274e-14	4.1112e-14	1.0001e-16	1.2547e-16	1.9237e-16	8.4016e-16	4.1023e-14	4.5280e-15	1.5935e-14	2.3103e-14	2.8883e-14	6.8098e-14	1.6765e-08	6.1630e-08	8.1001e-08	9.7760e-08	1.2799e-07	3.6622e-15	1.3980e-14	1.8193e-14	2.4186e-14	3.8108e-14	5.0733e-15	2.0094e-14	2.7195e-14	3.5514e-14	4.5369e-14	2.6599e-15	1.1932e-14	1.7001e-14	2.2023e-14	3.0580e-14	6.2993e-16	8.0447e-16	1.1644e-15	6.2185e-15	8.4567e-15	6.1958e-16	9.1002e-16	1.7382e-15	6.5955e-15	1.8889e-14	8.6891e-16	1.8653e-15	4.8985e-15	7.7542e-15	9.7279e-15	
1793	5	5.8375e-16	4.5588e-15	1.4713e-14	2.4326e-14	4.0940e-14	1.6028e-16	2.2413e-16	1.1804e-15	1.0621e-14	5.7840e-14	6.4201e-15	2.0757e-14	2.5899e-14	3.2534e-14	7.6229e-14	1.4303e-08	5.1076e-08	7.6850e-08	9.5165e-08	1.3225e-07	3.2360e-15	1.4586e-14	1.9105e-14	2.6221e-14	4.0194e-14	4.9157e-15	1.8315e-14	2.5900e-14	3.4250e-14	4.4722e-14	2.4767e-15	1.0754e-14	1.4282e-14	1.8455e-14	2.7743e-14	4.8941e-16	7.1480e-16	9.0823e-16	4.1358e-15	7.0462e-15	4.5096e-16	6.8893e-16	1.0017e-15	4.7868e-15	1.9451e-14	6.0512e-16	9.7459e-16	2.9194e-15	6.2034e-15	7.7860e-15	
1793	6	5.2263e-16	5.4888e-15	1.5944e-14	2.5855e-14	4.1790e-14	9.2615e-16	6.1056e-15	2.1993e-14	3.9858e-14	5.8449e-14	7.0229e-15	2.1726e-14	2.8625e-14	3.6142e-14	4.2899e-14	1.0884e-08	3.7882e-08	5.7317e-08	8.5998e-08	1.2061e-07	2.9708e-15	1.5274e-14	2.2112e-14	2.8439e-14	4.2954e-14	5.0006e-15	1.8936e-14	2.5599e-14	3.3643e-14	4.3866e-14	2.3985e-15	1.0468e-14	1.4002e-14	1.8426e-14	2.7842e-14	4.2840e-16	5.7121e-16	7.6559e-16	3.0190e-15	7.9471e-15	3.5854e-16	5.1763e-16	7.4847e-16	4.3190e-15	2.1675e-14	4.8301e-16	7.0444e-16	2.0740e-15	5.2880e-15	8.6942e-15	
