year	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	
	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	gCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1892	7.5047e+00	8.9482e-02	1.7436e-01	7.6218e+05	9.8466e-01	2.8353e+00	2.3459e+00	1.0785e-01	2.1416e-01	1.5505e-01	
1893	7.5176e+00	8.9667e-02	1.7569e-01	7.6076e+05	9.8393e-01	2.8434e+00	2.3515e+00	1.0778e-01	2.1421e-01	1.5499e-01	
1894	7.5114e+00	8.9447e-02	1.7514e-01	7.6160e+05	9.8499e-01	2.8485e+00	2.3387e+00	1.0741e-01	2.1437e-01	1.5468e-01	
1909	7.5230e+00	9.0341e-02	1.7935e-01	7.6090e+05	9.8003e-01	2.8538e+00	2.3452e+00	1.0745e-01	2.1416e-01	1.5320e-01	
1910	7.5121e+00	9.0498e-02	1.7864e-01	7.5984e+05	9.8335e-01	2.8528e+00	2.3314e+00	1.0770e-01	2.1399e-01	1.5322e-01	
1911	7.5098e+00	9.0522e-02	1.8005e-01	7.6010e+05	9.7897e-01	2.8490e+00	2.3388e+00	1.0724e-01	2.1411e-01	1.5309e-01	
1912	7.5126e+00	9.0475e-02	1.7928e-01	7.5924e+05	9.8257e-01	2.8491e+00	2.3385e+00	1.0725e-01	2.1407e-01	1.5276e-01	
1913	7.4956e+00	9.0445e-02	1.8034e-01	7.5754e+05	9.7815e-01	2.8457e+00	2.3272e+00	1.0785e-01	2.1372e-01	1.5264e-01	
1914	7.5159e+00	9.0339e-02	1.7942e-01	7.5678e+05	9.7957e-01	2.8498e+00	2.3431e+00	1.0772e-01	2.1343e-01	1.5287e-01	
1915	7.5102e+00	9.0333e-02	1.8073e-01	7.5379e+05	9.7889e-01	2.8517e+00	2.3364e+00	1.0756e-01	2.1341e-01	1.5280e-01	
1916	7.5166e+00	9.0555e-02	1.7992e-01	7.5440e+05	9.7868e-01	2.8550e+00	2.3411e+00	1.0762e-01	2.1356e-01	1.5248e-01	
1917	7.5144e+00	9.0649e-02	1.8123e-01	7.5288e+05	9.7712e-01	2.8556e+00	2.3398e+00	1.0731e-01	2.1367e-01	1.5223e-01	
1918	7.5179e+00	9.0781e-02	1.8032e-01	7.5341e+05	9.8074e-01	2.8507e+00	2.3422e+00	1.0760e-01	2.1355e-01	1.5243e-01	
1919	7.5143e+00	9.0959e-02	1.8156e-01	7.5348e+05	9.7671e-01	2.8455e+00	2.3471e+00	1.0772e-01	2.1366e-01	1.5250e-01	
1920	7.5058e+00	9.0729e-02	1.8064e-01	7.5293e+05	9.7995e-01	2.8448e+00	2.3384e+00	1.0748e-01	2.1364e-01	1.5220e-01	
1921	7.5179e+00	9.0933e-02	1.8191e-01	7.5314e+05	9.7764e-01	2.8476e+00	2.3500e+00	1.0761e-01	2.1346e-01	1.5182e-01	
1922	7.5080e+00	9.0705e-02	1.8110e-01	7.5258e+05	9.7799e-01	2.8503e+00	2.3381e+00	1.0774e-01	2.1307e-01	1.5183e-01	
1923	7.5096e+00	9.0991e-02	1.8239e-01	7.5250e+05	9.7627e-01	2.8527e+00	2.3348e+00	1.0743e-01	2.1310e-01	1.5200e-01	
1924	7.5037e+00	9.0662e-02	1.8143e-01	7.5228e+05	9.7827e-01	2.8539e+00	2.3277e+00	1.0756e-01	2.1329e-01	1.5182e-01	
1925	7.5045e+00	9.0851e-02	1.8270e-01	7.5200e+05	9.7478e-01	2.8540e+00	2.3309e+00	1.0756e-01	2.1361e-01	1.5146e-01	
1926	7.5091e+00	9.0760e-02	1.8181e-01	7.5200e+05	9.7770e-01	2.8503e+00	2.3388e+00	1.0747e-01	2.1336e-01	1.5121e-01	
1927	7.4996e+00	9.1073e-02	1.8310e-01	7.5182e+05	9.7467e-01	2.8486e+00	2.3336e+00	1.0719e-01	2.1308e-01	1.5141e-01	
1928	7.5045e+00	9.0997e-02	1.8216e-01	7.5151e+05	9.7577e-01	2.8500e+00	2.3332e+00	1.0756e-01	2.1294e-01	1.5150e-01	
1929	7.5100e+00	9.1107e-02	1.8326e-01	7.5117e+05	9.7463e-01	2.8525e+00	2.3378e+00	1.0777e-01	2.1309e-01	1.5132e-01	
1930	7.4950e+00	9.0946e-02	1.8229e-01	7.5072e+05	9.7466e-01	2.8549e+00	2.3224e+00	1.0739e-01	2.1306e-01	1.5088e-01	
1931	7.4969e+00	9.1204e-02	1.8364e-01	7.5080e+05	9.7298e-01	2.8522e+00	2.3284e+00	1.0766e-01	2.1290e-01	1.5056e-01	
1932	7.4935e+00	9.1055e-02	1.8278e-01	7.5052e+05	9.7541e-01	2.8514e+00	2.3237e+00	1.0763e-01	2.1285e-01	1.5075e-01	
1933	7.5094e+00	9.1066e-02	1.8421e-01	7.5021e+05	9.7274e-01	2.8491e+00	2.3415e+00	1.0740e-01	2.1304e-01	1.5082e-01	
1934	7.4938e+00	9.1012e-02	1.8311e-01	7.5004e+05	9.7433e-01	2.8451e+00	2.3302e+00	1.0763e-01	2.1318e-01	1.5053e-01	
1935	7.5006e+00	9.1248e-02	1.8440e-01	7.4971e+05	9.7177e-01	2.8435e+00	2.3407e+00	1.0777e-01	2.1280e-01	1.5005e-01	
1937	7.4920e+00	9.1385e-02	1.8482e-01	7.4923e+05	9.7160e-01	2.8481e+00	2.3284e+00	1.0771e-01	2.1254e-01	1.5031e-01	
1936	7.4895e+00	9.1227e-02	1.8347e-01	7.4946e+05	9.7240e-01	2.8471e+00	2.3283e+00	1.0739e-01	2.1259e-01	1.5010e-01	
1938	7.4880e+00	9.1345e-02	1.8384e-01	7.4898e+05	9.7109e-01	2.8509e+00	2.3198e+00	1.0750e-01	2.1292e-01	1.5022e-01	
1939	7.4938e+00	9.1570e-02	1.8513e-01	7.4875e+05	9.6933e-01	2.8515e+00	2.3274e+00	1.0728e-01	2.1314e-01	1.4993e-01	
1940	7.4975e+00	9.1179e-02	1.8523e-01	7.4868e+05	9.7143e-01	2.8482e+00	2.3325e+00	1.0744e-01	2.1303e-01	1.4967e-01	
1941	7.4917e+00	9.1864e-02	1.8426e-01	7.4844e+05	9.6850e-01	2.8450e+00	2.3342e+00	1.0772e-01	2.1313e-01	1.4983e-01	
1942	7.4829e+00	9.1354e-02	1.8489e-01	7.4789e+05	9.7034e-01	2.8469e+00	2.3221e+00	1.0748e-01	2.1308e-01	1.4989e-01	
1943	7.4974e+00	9.1561e-02	1.8557e-01	7.4797e+05	9.6802e-01	2.8484e+00	2.3342e+00	1.0780e-01	2.1313e-01	1.4970e-01	
1944	7.4897e+00	9.1276e-02	1.8436e-01	7.4768e+05	9.6928e-01	2.8512e+00	2.3251e+00	1.0774e-01	2.1299e-01	1.4939e-01	
1945	7.4875e+00	9.1998e-02	1.8547e-01	7.4768e+05	9.6797e-01	2.8522e+00	2.3220e+00	1.0729e-01	2.1294e-01	1.4912e-01	
1946	7.4905e+00	9.1153e-02	1.8609e-01	7.4735e+05	9.6810e-01	2.8546e+00	2.3235e+00	1.0755e-01	2.1292e-01	1.4927e-01	
1947	7.4923e+00	9.2090e-02	1.8497e-01	7.4714e+05	9.6567e-01	2.8488e+00	2.3335e+00	1.0771e-01	2.1336e-01	1.4949e-01	
1948	7.4914e+00	9.1554e-02	1.8593e-01	7.4723e+05	9.6909e-01	2.8449e+00	2.3305e+00	1.0734e-01	2.1337e-01	1.4942e-01	
1949	7.4901e+00	9.2000e-02	1.8647e-01	7.4695e+05	9.6523e-01	2.8425e+00	2.3364e+00	1.0766e-01	2.1303e-01	1.4901e-01	
1950	7.4765e+00	9.1568e-02	1.8521e-01	7.4661e+05	9.6707e-01	2.8428e+00	2.3226e+00	1.0775e-01	2.1296e-01	1.4884e-01	
1951	7.4982e+00	8.7709e-02	1.8358e-01	7.3343e+05	9.5592e-01	2.8375e+00	2.3598e+00	1.0627e-01	2.2337e-01	1.5001e-01	
1952	7.4724e+00	8.4441e-02	1.7437e-01	7.1989e+05	9.5669e-01	2.8733e+00	2.3257e+00	1.0525e-01	2.2350e-01	1.4784e-01	
1953	7.4567e+00	8.5919e-02	1.7539e-01	7.1217e+05	9.6788e-01	2.8722e+00	2.3114e+00	1.0508e-01	2.1638e-01	1.3683e-01	
1954	7.4555e+00	8.5408e-02	1.7838e-01	7.3041e+05	9.6543e-01	2.8953e+00	2.2834e+00	1.0454e-01	2.1819e-01	1.3315e-01	
1955	7.5889e+00	9.0165e-02	1.7807e-01	7.2264e+05	9.8737e-01	2.9543e+00	2.3255e+00	1.0560e-01	2.1187e-01	1.3204e-01	
1956	7.6496e+00	8.7106e-02	1.8086e-01	7.4071e+05	9.9086e-01	2.9660e+00	2.3437e+00	1.0862e-01	2.1107e-01	1.4579e-01	
1957	7.5673e+00	8.7400e-02	1.7494e-01	7.0038e+05	9.8052e-01	2.8670e+00	2.3733e+00	1.0388e-01	2.2483e-01	1.4904e-01	
1958	7.4406e+00	8.4051e-02	1.7677e-01	7.1208e+05	9.9496e-01	2.7861e+00	2.3217e+00	1.0544e-01	2.2463e-01	1.4698e-01	
1959	7.5521e+00	8.1547e-02	1.7456e-01	7.6876e+05	1.0016e+00	2.8604e+00	2.3129e+00	1.0447e-01	2.2580e-01	1.4173e-01	
1960	7.6133e+00	8.6972e-02	1.8061e-01	7.2965e+05	1.0213e+00	2.9096e+00	2.3014e+00	1.0597e-01	2.2254e-01	1.4426e-01	
1961	7.5936e+00	8.5129e-02	1.8481e-01	7.3159e+05	9.8365e-01	2.9226e+00	2.3144e+00	1.0462e-01	2.3072e-01	1.4680e-01	
1962	7.6297e+00	8.6090e-02	1.7769e-01	7.3450e+05	1.0062e+00	2.9481e+00	2.3074e+00	1.0594e-01	2.2186e-01	1.3982e-01	
1963	7.4874e+00	7.9604e-02	1.8459e-01	7.1616e+05	9.9708e-01	2.8482e+00	2.2813e+00	1.0483e-01	2.2692e-01	1.3559e-01	
1964	7.4777e+00	7.8241e-02	1.7787e-01	7.1733e+05	9.9757e-01	2.8684e+00	2.2725e+00	1.0642e-01	2.1442e-01	1.4040e-01	
1965	7.5288e+00	7.8725e-02	1.8108e-01	7.3038e+05	1.0264e+00	2.8256e+00	2.3000e+00	1.0552e-01	2.2569e-01	1.3755e-01	
1966	7.4653e+00	8.3859e-02	1.8828e-01	7.2895e+05	9.8992e-01	2.8407e+00	2.3031e+00	1.0483e-01	2.1385e-01	1.3320e-01	
1967	7.6065e+00	8.1347e-02	1.7999e-01	7.4395e+05	1.0117e+00	2.9410e+00	2.3090e+00	1.0764e-01	2.1815e-01	1.3395e-01	
1968	7.5596e+00	8.2358e-02	1.7211e-01	7.1158e+05	9.7160e-01	2.9120e+00	2.3300e+00	1.0795e-01	2.1999e-01	1.3789e-01	
1969	7.4951e+00	7.9900e-02	1.8289e-01	7.0990e+05	9.8421e-01	2.8646e+00	2.2854e+00	1.0531e-01	2.2475e-01	1.4215e-01	
1971	7.5991e+00	8.3182e-02	1.5268e-01	7.1280e+05	1.0129e+00	2.9813e+00	2.2890e+00	1.0828e-01	2.1640e-01	1.3582e-01	
1970	7.5055e+00	8.6449e-02	1.6361e-01	6.8733e+05	9.8419e-01	2.9165e+00	2.2785e+00	1.0734e-01	2.1865e-01	1.4030e-01	
1972	7.4705e+00	7.8042e-02	1.5178e-01	7.0773e+05	9.9416e-01	2.8554e+00	2.2926e+00	1.0929e-01	2.2372e-01	1.4390e-01	
1973	7.4520e+00	8.9767e-02	1.7855e-01	6.6412e+05	1.0170e+00	2.8647e+00	2.2350e+00	1.0858e-01	2.1966e-01	1.4024e-01	
1974	7.6201e+00	8.4069e-02	1.6187e-01	7.0065e+05	1.0078e+00	3.0077e+00	2.2944e+00	1.0939e-01	2.0818e-01	1.3627e-01	
1975	7.6347e+00	8.3360e-02	1.8050e-01	6.9979e+05	1.0030e+00	3.0259e+00	2.2704e+00	1.0657e-01	2.1790e-01	1.4156e-01	
1976	7.6685e+00	8.3762e-02	1.7084e-01	7.1318e+05	1.0218e+00	2.9854e+00	2.3282e+00	1.0635e-01	2.1384e-01	1.3985e-01	
1977	7.5720e+00	8.1908e-02	1.7741e-01	6.9503e+05	1.0048e+00	2.9411e+00	2.2982e+00	1.0467e-01	2.2428e-01	1.3827e-01	
1978	7.5973e+00	8.1102e-02	1.8741e-01	7.2931e+05	9.9775e-01	2.9585e+00	2.2905e+00	1.0345e-01	2.1363e-01	1.4259e-01	
1979	7.6036e+00	8.2985e-02	1.8771e-01	7.2459e+05	1.0182e+00	2.9341e+00	2.3012e+00	1.0458e-01	2.1331e-01	1.4766e-01	
1980	7.6026e+00	8.2749e-02	1.6725e-01	7.2748e+05	1.0123e+00	2.8940e+00	2.3122e+00	1.0280e-01	2.4268e-01	1.4487e-01	
1981	7.6245e+00	8.5120e-02	1.8089e-01	7.1707e+05	9.9699e-01	2.9504e+00	2.2953e+00	1.0729e-01	2.3311e-01	1.5244e-01	
1982	7.5851e+00	8.0282e-02	1.8444e-01	7.4884e+05	1.0147e+00	2.8731e+00	2.3075e+00	1.1068e-01	2.3362e-01	1.4494e-01	
1983	7.2898e+00	8.0180e-02	1.6088e-01	7.0863e+05	9.8485e-01	2.7193e+00	2.2528e+00	1.1149e-01	2.2719e-01	1.5306e-01	
1984	7.5916e+00	8.5938e-02	1.4538e-01	7.2935e+05	9.8606e-01	2.9748e+00	2.2824e+00	1.0911e-01	2.2502e-01	1.4924e-01	
1985	7.6570e+00	8.8211e-02	1.6054e-01	7.2262e+05	1.0332e+00	2.9917e+00	2.2629e+00	1.0563e-01	2.2379e-01	1.4469e-01	
1986	7.6616e+00	8.3488e-02	2.0549e-01	7.2102e+05	1.0218e+00	2.9506e+00	2.2806e+00	1.0940e-01	2.2189e-01	1.4011e-01	
1987	7.5374e+00	7.9422e-02	1.9750e-01	7.0279e+05	1.0269e+00	2.8572e+00	2.2768e+00	1.0402e-01	2.2573e-01	1.4143e-01	
1988	7.6457e+00	8.7209e-02	1.8862e-01	7.4727e+05	1.0385e+00	2.9500e+00	2.2643e+00	1.0822e-01	2.1851e-01	1.4562e-01	
1989	7.6826e+00	8.6463e-02	1.8300e-01	7.3742e+05	9.9518e-01	3.0493e+00	2.2710e+00	1.1262e-01	2.1630e-01	1.4023e-01	
1990	7.5391e+00	8.8748e-02	1.6564e-01	7.0521e+05	9.9282e-01	2.9542e+00	2.2762e+00	1.0758e-01	2.1571e-01	1.3682e-01	
1991	7.4872e+00	8.6572e-02	1.5520e-01	7.1437e+05	1.0032e+00	2.8923e+00	2.2396e+00	1.0540e-01	2.2953e-01	1.5119e-01	
1992	7.3348e+00	8.6111e-02	1.8574e-01	6.6998e+05	9.6095e-01	2.8036e+00	2.2244e+00	1.0632e-01	2.2829e-01	1.4698e-01	
1993	7.4051e+00	8.6576e-02	1.6142e-01	7.1660e+05	9.6718e-01	2.8314e+00	2.2781e+00	1.0922e-01	2.2045e-01	1.3569e-01	
1994	7.4843e+00	8.5123e-02	1.8208e-01	6.9403e+05	9.9553e-01	2.8656e+00	2.2830e+00	1.0788e-01	2.1375e-01	1.3740e-01	
1995	7.4392e+00	8.7210e-02	1.8059e-01	7.1980e+05	9.6560e-01	2.8619e+00	2.2700e+00	1.0993e-01	2.1620e-01	1.3948e-01	
1997	7.5892e+00	8.2733e-02	1.8334e-01	7.4307e+05	1.0018e+00	2.8777e+00	2.3175e+00	1.0543e-01	2.3394e-01	1.4505e-01	
1998	7.4464e+00	8.7004e-02	1.8553e-01	7.2659e+05	1.0188e+00	2.7832e+00	2.2974e+00	1.1092e-01	2.1286e-01	1.4002e-01	
1996	7.6076e+00	8.7463e-02	1.8368e-01	7.2006e+05	9.8425e-01	2.9906e+00	2.2501e+00	1.0476e-01	2.1625e-01	1.4510e-01	
1999	7.7729e+00	8.1258e-02	1.8168e-01	7.5574e+05	1.0242e+00	3.1055e+00	2.2985e+00	1.0877e-01	2.0428e-01	1.3851e-01	
2000	7.7096e+00	8.5973e-02	1.8035e-01	7.1506e+05	1.0011e+00	3.0843e+00	2.2940e+00	1.0819e-01	2.0219e-01	1.3610e-01	
2001	7.6640e+00	8.5676e-02	1.9363e-01	6.9419e+05	9.9713e-01	3.0598e+00	2.2752e+00	1.0323e-01	2.0855e-01	1.3373e-01	
2002	7.6515e+00	9.0818e-02	1.8836e-01	7.1478e+05	1.0231e+00	3.0011e+00	2.2736e+00	1.0022e-01	2.2590e-01	1.3689e-01	
2003	7.5912e+00	8.5686e-02	1.9656e-01	7.0060e+05	9.9425e-01	2.9678e+00	2.2601e+00	1.1012e-01	2.2544e-01	1.4370e-01	
2004	7.6428e+00	8.6671e-02	1.8096e-01	7.1083e+05	1.0229e+00	2.9946e+00	2.2545e+00	1.1086e-01	2.2119e-01	1.3782e-01	
2005	7.5567e+00	8.9174e-02	1.7438e-01	7.0460e+05	9.7384e-01	2.9928e+00	2.2627e+00	1.0999e-01	2.2459e-01	1.2954e-01	
2006	7.6743e+00	9.4753e-02	1.7650e-01	7.0918e+05	1.0059e+00	3.0115e+00	2.3057e+00	1.0880e-01	2.2283e-01	1.2781e-01	
2007	7.6238e+00	9.0650e-02	1.8120e-01	6.9857e+05	1.0140e+00	2.9958e+00	2.2735e+00	1.0749e-01	2.0707e-01	1.3080e-01	
2009	7.6391e+00	8.9463e-02	1.8798e-01	7.0912e+05	9.9363e-01	3.0225e+00	2.2769e+00	1.0797e-01	2.1325e-01	1.3666e-01	
2008	7.7703e+00	9.4350e-02	1.8558e-01	7.1757e+05	1.0149e+00	3.0988e+00	2.3096e+00	1.0602e-01	2.1390e-01	1.3540e-01	
2010	7.5850e+00	8.8527e-02	1.9267e-01	7.0273e+05	9.9044e-01	2.9970e+00	2.2692e+00	1.0706e-01	2.1171e-01	1.3530e-01	
2011	7.8251e+00	8.8690e-02	1.8473e-01	7.4142e+05	1.0172e+00	3.1178e+00	2.3356e+00	1.0575e-01	2.1165e-01	1.2951e-01	
2012	7.7549e+00	9.3472e-02	1.7611e-01	7.0729e+05	1.0180e+00	3.0991e+00	2.3097e+00	1.0884e-01	2.0080e-01	1.3577e-01	
2013	7.7273e+00	8.6591e-02	1.8782e-01	6.8162e+05	1.0016e+00	3.0886e+00	2.3064e+00	1.0633e-01	2.1060e-01	1.3839e-01	
2014	7.5709e+00	8.6718e-02	1.9287e-01	6.7778e+05	9.8856e-01	3.0056e+00	2.2618e+00	1.0169e-01	2.1238e-01	1.3384e-01	
2015	7.4821e+00	9.0856e-02	1.7803e-01	7.0228e+05	9.9711e-01	2.8865e+00	2.2927e+00	1.0022e-01	2.1255e-01	1.2134e-01	
2016	7.3409e+00	9.3372e-02	1.5878e-01	7.1104e+05	9.8259e-01	2.8272e+00	2.2600e+00	1.0152e-01	1.9840e-01	1.2415e-01	
2017	7.5599e+00	9.1092e-02	1.7498e-01	7.5800e+05	9.8865e-01	2.9916e+00	2.2532e+00	1.0635e-01	2.0373e-01	1.3703e-01	
2018	7.6990e+00	8.8727e-02	1.7815e-01	7.1922e+05	1.0214e+00	3.0204e+00	2.2993e+00	1.0309e-01	2.2804e-01	1.4400e-01	
2019	7.5314e+00	9.0499e-02	1.8715e-01	6.6168e+05	9.9263e-01	2.9167e+00	2.2766e+00	1.0325e-01	2.2336e-01	1.3766e-01	
2020	7.5461e+00	9.4697e-02	1.9567e-01	6.7533e+05	9.6534e-01	2.9489e+00	2.2701e+00	1.0752e-01	2.2835e-01	1.4813e-01	
