year	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1781	4.6138e-01	5.3406e-01	5.7380e-01	7.9123e-01	6.4026e-01	4.6599e-01	3.8386e-01	1.6912e-01	2.0221e-01	1.9140e-01	2.1314e+02	3.7193e+02	2.8544e+02	4.4191e+02	1.3194e+02	1.1500e+02	2.6359e+02	2.6652e+02	3.1396e+02	2.5900e+02	
1787	4.6032e-01	5.3405e-01	5.7394e-01	7.8724e-01	6.4155e-01	4.6636e-01	3.8054e-01	1.6804e-01	2.0144e-01	1.9085e-01	2.1493e+02	3.7416e+02	2.9865e+02	4.3603e+02	1.3412e+02	1.1536e+02	2.6802e+02	2.6572e+02	3.1164e+02	2.5747e+02	
1783	4.6109e-01	5.3413e-01	5.7412e-01	7.9978e-01	6.4082e-01	4.6620e-01	3.8141e-01	1.6803e-01	2.0191e-01	1.9182e-01	2.1285e+02	3.7443e+02	2.9119e+02	4.4133e+02	1.3176e+02	1.1509e+02	2.6193e+02	2.6604e+02	3.1313e+02	2.5987e+02	
1788	4.6020e-01	5.3418e-01	5.7393e-01	7.8655e-01	6.4022e-01	4.6657e-01	3.8077e-01	1.6793e-01	2.0078e-01	1.9107e-01	2.1524e+02	3.7634e+02	2.9932e+02	4.3567e+02	1.3307e+02	1.1540e+02	2.7007e+02	2.6548e+02	3.1080e+02	2.5744e+02	
1782	4.6075e-01	5.3418e-01	5.7385e-01	7.9602e-01	6.4026e-01	4.6620e-01	3.8107e-01	1.6864e-01	2.0182e-01	1.9169e-01	2.1409e+02	3.7195e+02	2.8796e+02	4.4449e+02	1.3144e+02	1.1497e+02	2.6676e+02	2.6638e+02	3.1307e+02	2.5959e+02	
1789	4.6014e-01	5.3432e-01	5.7369e-01	7.8697e-01	6.3971e-01	4.6651e-01	3.8102e-01	1.6793e-01	2.0027e-01	1.9117e-01	2.1572e+02	3.7825e+02	3.0034e+02	4.3367e+02	1.3366e+02	1.1549e+02	2.7149e+02	2.6527e+02	3.0981e+02	2.5746e+02	
1786	4.5973e-01	5.3394e-01	5.7395e-01	7.8958e-01	6.4101e-01	4.6655e-01	3.7832e-01	1.6767e-01	2.0206e-01	1.9084e-01	2.1549e+02	3.7382e+02	2.9593e+02	4.3669e+02	1.3259e+02	1.1519e+02	2.7124e+02	2.6582e+02	3.1302e+02	2.5805e+02	
1784	4.6032e-01	5.3401e-01	5.7430e-01	7.9843e-01	6.4045e-01	4.6637e-01	3.7912e-01	1.6778e-01	2.0230e-01	1.9158e-01	2.1459e+02	3.7397e+02	2.9193e+02	4.4077e+02	1.3125e+02	1.1516e+02	2.6830e+02	2.6609e+02	3.1407e+02	2.5969e+02	
1785	4.6019e-01	5.3383e-01	5.7418e-01	7.9357e-01	6.4102e-01	4.6616e-01	3.7947e-01	1.6759e-01	2.0244e-01	1.9116e-01	2.1323e+02	3.7478e+02	2.9313e+02	4.3877e+02	1.3230e+02	1.1533e+02	2.6325e+02	2.6591e+02	3.1368e+02	2.5875e+02	
1790	4.6002e-01	5.3438e-01	5.7339e-01	7.8727e-01	6.3979e-01	4.6625e-01	3.8107e-01	1.6769e-01	1.9996e-01	1.9123e-01	2.1564e+02	3.7979e+02	3.0252e+02	4.3085e+02	1.3345e+02	1.1550e+02	2.7128e+02	2.6542e+02	3.0996e+02	2.5791e+02	
