year	month	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	
		PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
		total	total	total	total	total	Arctic	Arctic	Arctic	Arctic	Arctic	N_Atl	N_Atl	N_Atl	N_Atl	N_Atl	N_Pac	N_Pac	N_Pac	N_Pac	N_Pac	Equ_N	Equ_N	Equ_N	Equ_N	Equ_N	Equ	Equ	Equ	Equ	Equ	Equ_S	Equ_S	Equ_S	Equ_S	Equ_S	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Ind	SO_Ind	SO_Ind	SO_Ind	SO_Ind	
		min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	
1957	4	-2.7788e-14	-7.3669e-16	3.2013e-15	1.3118e-14	3.1446e-14	-4.9360e-15	-4.0858e-17	5.6696e-17	2.8569e-16	2.0936e-14	8.6583e-16	7.1792e-15	1.2086e-14	2.2899e-14	4.6002e-14	-3.4557e-15	3.6848e-15	1.0904e-14	2.1409e-14	3.7778e-14	-8.5180e-15	1.8356e-15	1.2847e-14	2.1933e-14	3.5077e-14	-4.9055e-14	-2.2090e-14	-5.9276e-15	1.4187e-15	1.4104e-14	-2.8118e-15	2.7888e-15	9.1618e-15	2.1883e-14	4.8638e-14	8.4037e-17	2.9382e-16	3.8686e-15	1.6520e-14	2.5388e-14	1.1663e-16	8.9044e-16	5.8867e-15	1.0904e-14	2.1902e-14	7.2569e-16	3.2962e-15	1.0561e-14	2.0271e-14	2.7988e-14	
1957	5	-2.6781e-14	-1.6569e-15	2.2002e-15	1.2166e-14	2.7202e-14	-6.5652e-15	2.7025e-17	2.5307e-16	1.3721e-15	1.0239e-14	-9.0179e-15	-1.9489e-15	2.8972e-15	9.8678e-15	2.3119e-14	-6.8595e-15	-1.0625e-15	7.3371e-15	1.7137e-14	2.7608e-14	-1.4255e-14	-6.0072e-15	5.1773e-15	1.2225e-14	2.2670e-14	-5.3631e-14	-1.9071e-14	-4.2446e-15	2.2598e-15	1.5682e-14	-5.5558e-15	4.3097e-15	1.0458e-14	2.2754e-14	3.7511e-14	4.7569e-17	1.9455e-16	1.0380e-15	1.5526e-14	2.6455e-14	4.8218e-17	4.2919e-16	5.9326e-15	1.4482e-14	2.1851e-14	3.6649e-16	1.3619e-15	6.1274e-15	1.5662e-14	2.3130e-14	
1957	6	-3.1362e-14	-5.1560e-15	1.1745e-15	1.0259e-14	2.6726e-14	-1.2113e-14	5.3501e-17	3.7340e-16	2.0122e-15	8.6905e-15	-1.8365e-14	-1.2903e-14	-6.6294e-15	2.5007e-15	1.9190e-14	-1.3458e-14	-7.6522e-15	8.7030e-16	9.7206e-15	2.1439e-14	-2.1424e-14	-1.2998e-14	-2.2189e-15	5.6804e-15	1.6629e-14	-5.9141e-14	-2.0645e-14	-4.9152e-15	3.6390e-15	1.6942e-14	-1.3048e-14	3.9092e-15	1.0644e-14	2.1556e-14	3.9466e-14	4.3053e-17	1.5170e-16	7.3922e-16	1.4627e-14	3.0416e-14	8.5419e-18	3.7645e-16	3.2368e-15	1.4294e-14	2.5082e-14	-1.3770e-16	7.1081e-16	2.8011e-15	1.0287e-14	1.8395e-14	
1957	7	-3.4348e-14	-8.1874e-15	6.6130e-16	9.1087e-15	2.7549e-14	-2.0627e-14	-2.6918e-16	8.1890e-16	1.9884e-15	1.1832e-14	-2.1883e-14	-1.4673e-14	-8.2509e-15	-1.5293e-15	1.6071e-14	-1.2915e-14	-7.3098e-15	-3.0586e-16	5.2909e-15	2.6849e-14	-2.9999e-14	-1.5779e-14	-5.3215e-15	1.7245e-15	1.3276e-14	-6.9521e-14	-2.2951e-14	-8.2386e-15	3.3898e-15	1.7095e-14	-1.5929e-14	-3.2297e-16	9.4815e-15	2.0574e-14	3.7308e-14	3.1547e-17	1.0528e-16	4.9056e-16	1.1552e-14	3.5129e-14	-1.7769e-16	2.9833e-16	3.0662e-15	1.4977e-14	2.4899e-14	2.2665e-16	9.3677e-16	2.8341e-15	9.6973e-15	2.5061e-14	
1957	8	-3.5579e-14	-6.8709e-15	7.3947e-16	1.0573e-14	2.9511e-14	-9.5139e-15	9.1158e-17	5.8875e-16	2.2130e-15	2.2828e-14	-1.5513e-14	-3.3766e-15	3.2738e-15	8.9111e-15	1.9984e-14	-1.1539e-14	-5.2083e-15	1.5935e-15	9.3157e-15	2.7382e-14	-2.3624e-14	-1.5453e-14	-4.7545e-15	3.2012e-15	1.7846e-14	-6.8682e-14	-2.4097e-14	-8.7801e-15	2.6888e-15	1.7294e-14	-1.3662e-14	1.2321e-15	1.0685e-14	2.0112e-14	3.6427e-14	7.6334e-17	1.4278e-16	5.1592e-16	1.1822e-14	4.2779e-14	-2.0486e-16	2.1527e-16	3.4098e-15	1.6114e-14	2.9581e-14	4.6062e-16	1.1833e-15	4.4178e-15	1.2088e-14	2.7558e-14	
1957	9	-2.8727e-14	-2.8087e-15	2.4651e-15	1.3442e-14	3.1015e-14	-4.6250e-15	6.3605e-17	2.5470e-16	2.2283e-15	1.6440e-14	-1.0400e-15	8.3425e-15	1.5226e-14	2.6957e-14	3.5280e-14	-2.0323e-15	5.1210e-15	1.3105e-14	2.3938e-14	4.2886e-14	-2.2460e-14	-1.0630e-14	3.9974e-15	1.2030e-14	2.7198e-14	-4.9881e-14	-2.0103e-14	-6.1634e-15	2.5667e-15	1.6364e-14	-1.1999e-14	2.9534e-15	1.1756e-14	1.9366e-14	3.7140e-14	5.8385e-17	2.9526e-16	1.1425e-15	1.7254e-14	4.4102e-14	-2.5648e-16	4.4453e-16	3.9929e-15	1.6098e-14	2.9811e-14	5.2912e-16	1.8137e-15	6.1839e-15	1.5734e-14	3.0816e-14	
1957	10	-2.5943e-14	-9.9127e-16	3.4073e-15	1.4209e-14	3.1779e-14	-1.0496e-15	2.7136e-17	8.1187e-17	6.9025e-16	1.8863e-14	1.1565e-14	2.3611e-14	3.1089e-14	4.3905e-14	5.4967e-14	3.6535e-15	1.1329e-14	1.8502e-14	2.6429e-14	4.2939e-14	-1.4769e-14	3.8621e-16	1.3402e-14	2.2398e-14	3.7022e-14	-5.0583e-14	-1.8488e-14	-5.0620e-15	3.2714e-15	1.7453e-14	-8.4455e-15	1.1464e-15	9.1351e-15	1.7517e-14	3.2660e-14	1.0848e-16	6.1126e-16	4.1179e-15	1.6733e-14	3.2864e-14	-1.1695e-15	9.3909e-16	3.4022e-15	9.1081e-15	2.1498e-14	-2.7997e-17	2.9137e-15	7.7055e-15	1.8966e-14	3.1426e-14	
1957	11	-2.4473e-14	-3.9589e-15	1.9205e-15	1.2976e-14	3.5415e-14	-1.1542e-15	2.3533e-17	1.2220e-16	3.7113e-16	2.3016e-14	1.0817e-15	2.7194e-14	4.2298e-14	5.5822e-14	7.1261e-14	-3.0595e-15	1.2596e-14	2.1265e-14	3.3252e-14	5.0797e-14	-8.1136e-15	6.2225e-15	2.0075e-14	3.1059e-14	5.3620e-14	-5.4531e-14	-1.5332e-14	-4.4078e-15	2.5280e-15	2.3726e-14	-1.4190e-14	-2.7106e-15	5.3732e-15	1.4398e-14	2.7230e-14	-3.6031e-15	5.3839e-16	2.9078e-15	9.1946e-15	2.2301e-14	-1.4489e-14	-5.8178e-15	6.3917e-16	6.5799e-15	2.0233e-14	-7.1041e-15	-2.3529e-15	5.1157e-15	1.1563e-14	2.2900e-14	
1958	0	-2.7141e-14	-7.2837e-15	3.0615e-16	1.0682e-14	3.5239e-14	-9.9778e-16	3.4153e-18	7.7091e-17	2.4359e-16	2.3894e-14	1.5339e-15	2.1957e-14	3.9168e-14	5.5428e-14	6.9151e-14	-6.9357e-15	6.8617e-15	1.6089e-14	2.9700e-14	4.4394e-14	-6.9320e-15	1.0391e-14	2.4971e-14	3.6656e-14	5.2206e-14	-6.4549e-14	-1.8677e-14	-6.0758e-15	2.5175e-15	2.2207e-14	-1.7243e-14	-6.2205e-15	2.8697e-15	1.0918e-14	2.1829e-14	-1.2005e-14	-4.2515e-15	1.9467e-15	7.3636e-15	1.5128e-14	-1.7832e-14	-1.0836e-14	-5.8439e-15	5.2331e-15	1.8727e-14	-1.3169e-14	-7.1725e-15	-1.5532e-15	6.8684e-15	1.7727e-14	
1958	1	-3.6722e-14	-8.1861e-15	1.0969e-16	9.3352e-15	3.3397e-14	-1.2948e-15	5.0637e-21	3.1202e-17	2.4323e-16	2.7976e-14	7.5762e-16	1.4436e-14	3.4004e-14	4.6962e-14	5.7642e-14	-1.1549e-14	3.2062e-15	1.3129e-14	2.8436e-14	5.3268e-14	-3.7933e-15	1.3043e-14	2.6331e-14	3.3634e-14	4.8156e-14	-6.9576e-14	-2.5424e-14	-8.5971e-15	1.6258e-15	1.5644e-14	-1.7114e-14	-6.1715e-15	2.2740e-15	9.4650e-15	1.9633e-14	-1.0346e-14	-2.2830e-15	1.6609e-15	8.1860e-15	1.6582e-14	-1.9841e-14	-1.3764e-14	-5.8431e-15	2.5627e-15	1.7553e-14	-1.3767e-14	-7.1676e-15	-1.2219e-15	3.5826e-15	1.4195e-14	
1958	2	-3.2246e-14	-4.5905e-15	2.1249e-15	1.1163e-14	3.1675e-14	-1.4652e-15	-1.2525e-18	5.5825e-17	1.9116e-16	2.1387e-14	9.8350e-16	1.3364e-14	2.8627e-14	4.4277e-14	6.1028e-14	-1.3066e-14	1.8227e-15	1.2912e-14	2.9398e-14	5.3252e-14	-2.3355e-15	1.1889e-14	2.1726e-14	3.1786e-14	4.6189e-14	-6.6624e-14	-2.1945e-14	-8.5558e-15	1.3704e-15	1.2053e-14	-1.3065e-14	-3.3911e-15	4.3834e-15	1.2323e-14	2.3275e-14	-3.9329e-15	1.5951e-15	6.3496e-15	1.1607e-14	2.1719e-14	-1.2050e-14	-4.5763e-15	1.5420e-15	8.5956e-15	1.6838e-14	-1.2282e-14	7.6292e-16	5.6547e-15	1.0837e-14	2.4254e-14	
1958	3	-3.1170e-14	-1.2810e-15	3.3361e-15	1.2555e-14	2.9472e-14	-1.4949e-15	-1.9999e-17	5.2309e-17	1.7283e-16	2.5065e-14	3.4760e-16	9.8576e-15	1.5619e-14	2.6247e-14	4.6913e-14	-7.1810e-15	5.4660e-15	1.2827e-14	2.4891e-14	3.9682e-14	-2.2558e-15	7.7748e-15	1.7330e-14	2.5339e-14	4.2400e-14	-5.1182e-14	-2.2809e-14	-6.9990e-15	1.8729e-15	1.0129e-14	-7.9325e-15	1.0731e-16	6.9929e-15	1.7659e-14	3.2709e-14	7.7117e-17	8.8557e-16	8.4891e-15	1.2445e-14	2.0403e-14	-1.1133e-15	1.2879e-15	4.8260e-15	9.9229e-15	1.8929e-14	-9.8791e-16	5.3726e-15	1.0413e-14	1.6241e-14	2.3802e-14	
1958	4	-2.4879e-14	-3.0858e-16	4.2014e-15	1.3901e-14	2.7536e-14	-1.7009e-15	-1.9101e-17	8.1114e-17	3.3970e-16	8.4314e-15	1.4167e-16	4.7948e-15	8.5299e-15	1.6556e-14	3.1182e-14	-3.7638e-15	2.7324e-15	1.0145e-14	2.0080e-14	3.3795e-14	-6.1454e-15	3.3412e-15	1.1695e-14	2.0230e-14	3.2508e-14	-3.9602e-14	-1.8431e-14	-4.4931e-15	3.1555e-15	1.3802e-14	-2.9696e-15	3.6697e-15	9.6914e-15	2.1873e-14	3.4577e-14	5.2754e-17	2.6509e-16	8.0380e-15	1.7717e-14	2.4591e-14	2.7322e-16	1.5538e-15	7.2104e-15	1.4005e-14	2.3306e-14	1.1341e-15	5.7181e-15	1.3063e-14	1.9068e-14	2.4103e-14	
1958	5	-2.7952e-14	-2.0057e-15	3.0873e-15	1.2102e-14	2.8233e-14	-7.0877e-15	9.5010e-18	7.6496e-17	8.9009e-16	8.2965e-15	-1.2380e-14	-7.5581e-15	-1.5719e-15	7.2340e-15	2.2011e-14	-6.9773e-15	-2.1052e-15	5.6354e-15	1.3186e-14	2.2433e-14	-1.2657e-14	-4.8302e-15	4.4567e-15	1.1072e-14	2.4596e-14	-5.4670e-14	-1.9624e-14	-3.4105e-15	4.4395e-15	1.6638e-14	-6.1922e-15	5.1928e-15	1.1134e-14	2.3637e-14	4.2563e-14	7.5524e-17	2.0425e-16	2.6277e-15	1.8365e-14	2.8441e-14	2.8580e-17	4.6563e-16	8.9307e-15	1.4900e-14	2.2670e-14	5.8743e-16	2.6924e-15	8.3837e-15	1.4978e-14	2.1791e-14	
1958	6	-3.8041e-14	-5.3488e-15	1.1963e-15	1.0630e-14	2.5356e-14	-1.1912e-14	1.6126e-17	2.4298e-16	1.7455e-15	1.1497e-14	-2.0281e-14	-1.6326e-14	-1.1376e-14	-1.4250e-15	1.3112e-14	-1.6558e-14	-1.0181e-14	-5.7170e-16	7.2452e-15	1.8411e-14	-2.1620e-14	-1.2626e-14	-2.7839e-15	4.6222e-15	1.3999e-14	-7.4351e-14	-2.4414e-14	-4.1135e-15	4.4089e-15	1.5580e-14	-1.1461e-14	3.9490e-15	1.1083e-14	2.0063e-14	3.2828e-14	5.0087e-17	1.2920e-16	6.6125e-16	1.3799e-14	3.0293e-14	-7.2598e-16	3.3316e-16	4.6593e-15	1.6106e-14	2.3260e-14	2.6028e-16	1.2101e-15	5.7466e-15	1.5582e-14	2.6333e-14	
1958	7	-4.1015e-14	-7.5085e-15	5.7138e-16	9.3397e-15	2.7790e-14	-2.0860e-14	6.4448e-18	4.8822e-16	2.2225e-15	1.1425e-14	-2.2835e-14	-1.4705e-14	-7.7954e-15	-1.1316e-15	1.0988e-14	-1.6234e-14	-9.4667e-15	-2.7005e-15	4.0318e-15	2.0683e-14	-2.8337e-14	-1.6567e-14	-6.8039e-15	1.9100e-15	1.4968e-14	-7.5908e-14	-2.7660e-14	-6.1175e-15	3.5798e-15	1.5809e-14	-1.3744e-14	1.5629e-15	1.0606e-14	2.0626e-14	3.5139e-14	4.4446e-17	1.3053e-16	4.7549e-16	1.2606e-14	3.9844e-14	-1.0789e-16	2.5775e-16	2.6708e-15	1.5028e-14	2.4253e-14	-2.1209e-15	6.8519e-16	2.7144e-15	1.2797e-14	3.1263e-14	
1958	8	-3.8310e-14	-5.8524e-15	9.8847e-16	1.0560e-14	2.8435e-14	-1.2273e-14	2.7169e-17	5.6034e-16	2.2388e-15	1.7200e-14	-1.3481e-14	-4.1256e-15	1.6563e-16	7.0154e-15	1.9124e-14	-1.2223e-14	-4.9264e-15	1.2929e-15	9.9917e-15	3.0369e-14	-2.5307e-14	-1.6570e-14	-5.1149e-15	5.2273e-15	1.6962e-14	-5.8196e-14	-2.7329e-14	-6.4846e-15	2.7346e-15	1.6763e-14	-1.3468e-14	1.4039e-15	9.7612e-15	1.9109e-14	3.1435e-14	3.8394e-17	1.6683e-16	7.6272e-16	1.1516e-14	3.3135e-14	5.4413e-17	4.7638e-16	3.7411e-15	1.6228e-14	3.4510e-14	4.5401e-16	1.1988e-15	4.2437e-15	1.2865e-14	2.5740e-14	
1958	9	-3.3815e-14	-2.6542e-15	2.3424e-15	1.4173e-14	3.0574e-14	-9.5630e-15	4.5887e-17	1.7332e-16	1.4212e-15	1.7132e-14	-4.6795e-15	1.0987e-14	1.9570e-14	2.8154e-14	3.7537e-14	-4.3116e-15	3.5118e-15	1.4329e-14	2.4733e-14	4.0959e-14	-2.1211e-14	-1.0533e-14	3.0342e-15	1.7058e-14	3.6214e-14	-5.6601e-14	-2.4524e-14	-5.6994e-15	2.8639e-15	1.4958e-14	-9.6565e-15	2.5417e-15	1.1576e-14	1.9070e-14	3.1411e-14	8.0629e-17	2.3694e-16	1.0431e-15	1.8622e-14	3.3332e-14	-4.7178e-17	6.1418e-16	4.3732e-15	1.7123e-14	3.1206e-14	5.7555e-16	1.9533e-15	7.7429e-15	1.7175e-14	3.1426e-14	
1958	10	-2.4659e-14	-1.1234e-15	3.2894e-15	1.3314e-14	3.0258e-14	-4.3497e-15	3.7777e-17	1.0682e-16	5.6576e-16	2.1666e-14	4.0924e-15	1.8982e-14	2.9269e-14	3.4511e-14	4.0570e-14	3.1747e-15	9.9357e-15	1.8150e-14	3.1658e-14	5.3834e-14	-1.5951e-14	-3.5625e-16	1.5542e-14	2.5000e-14	3.7995e-14	-4.1103e-14	-1.7404e-14	-4.7954e-15	2.8463e-15	1.7754e-14	-9.1468e-15	9.5594e-16	8.5498e-15	1.5921e-14	2.6226e-14	9.6521e-17	4.5884e-16	4.4728e-15	1.3753e-14	2.8010e-14	-3.9085e-15	5.9255e-16	3.4601e-15	1.0402e-14	1.9645e-14	1.6596e-16	2.4271e-15	6.8410e-15	1.2807e-14	2.9136e-14	
1958	11	-2.3846e-14	-3.8728e-15	2.3909e-15	1.2300e-14	3.3567e-14	-3.2812e-15	3.4190e-17	7.8626e-17	2.3222e-16	2.4771e-14	1.1324e-15	1.7884e-14	2.8808e-14	4.2704e-14	5.7710e-14	-7.9179e-16	1.0162e-14	1.7067e-14	2.8891e-14	4.8779e-14	-9.5961e-15	7.6878e-15	2.3175e-14	3.3067e-14	4.7121e-14	-4.7683e-14	-1.7127e-14	-4.6365e-15	3.5451e-15	2.7002e-14	-1.2671e-14	-2.0359e-15	5.7176e-15	1.3604e-14	2.5022e-14	-2.8717e-15	6.4101e-16	3.3326e-15	1.0042e-14	1.8267e-14	-1.1742e-14	-5.4028e-15	1.5480e-15	6.9772e-15	1.8014e-14	-5.9828e-15	-2.3926e-15	3.1988e-15	9.5090e-15	1.7861e-14	
1959	0	-2.7687e-14	-7.6053e-15	6.6980e-16	1.1352e-14	3.3579e-14	-1.4599e-15	1.4451e-17	7.5464e-17	2.3970e-16	2.0252e-14	7.9423e-16	1.8038e-14	2.5986e-14	4.1105e-14	5.6776e-14	-1.2307e-14	4.1841e-15	1.4447e-14	2.8378e-14	5.6864e-14	-4.0992e-15	1.1663e-14	2.3847e-14	3.5973e-14	5.2793e-14	-4.8629e-14	-1.9117e-14	-5.9690e-15	2.8328e-15	2.0248e-14	-1.5810e-14	-5.4886e-15	3.2457e-15	1.1987e-14	2.3051e-14	-9.6849e-15	-6.4487e-16	2.8783e-15	8.2231e-15	1.5694e-14	-2.4854e-14	-1.4557e-14	-6.6147e-15	5.9194e-15	1.7879e-14	-1.4678e-14	-8.5617e-15	-3.0324e-15	7.5900e-15	2.0300e-14	
1959	1	-3.4037e-14	-7.6595e-15	2.8033e-16	9.4364e-15	3.4004e-14	-1.4551e-15	3.0449e-18	4.5369e-17	1.5015e-16	2.5625e-14	7.3506e-16	1.4051e-14	2.4921e-14	3.7436e-14	5.1697e-14	-1.4013e-14	5.9789e-16	1.4301e-14	2.7557e-14	4.4057e-14	-2.7478e-15	1.0824e-14	2.6439e-14	3.6810e-14	5.5694e-14	-5.7912e-14	-2.5133e-14	-6.8420e-15	2.4610e-15	1.6117e-14	-1.5861e-14	-7.3430e-15	2.0888e-15	9.7783e-15	2.1363e-14	-8.1755e-15	-1.5277e-15	2.6125e-15	7.9433e-15	1.6227e-14	-2.3628e-14	-1.4067e-14	-4.3809e-15	7.3676e-15	2.0123e-14	-1.4358e-14	-7.0941e-15	-2.2416e-15	3.4413e-15	1.3808e-14	
1959	2	-2.9164e-14	-3.9958e-15	1.9055e-15	1.1431e-14	2.8406e-14	-2.2424e-15	-2.0226e-18	3.5767e-17	1.4050e-16	2.4298e-14	5.2218e-16	1.3830e-14	2.0881e-14	3.2669e-14	5.4761e-14	-7.4168e-15	3.0616e-15	1.2100e-14	2.3900e-14	4.3365e-14	-3.0140e-15	9.7180e-15	2.0773e-14	3.0464e-14	5.2125e-14	-4.7973e-14	-2.0645e-14	-7.3440e-15	1.2315e-15	1.2446e-14	-1.2752e-14	-3.0387e-15	3.8209e-15	1.3471e-14	2.3681e-14	3.5190e-16	2.0278e-15	5.8897e-15	1.0119e-14	1.6514e-14	-1.3439e-14	-5.4695e-15	2.1819e-15	8.9547e-15	1.7142e-14	-9.4986e-15	1.0317e-15	7.6446e-15	1.3311e-14	1.8900e-14	
1959	3	-2.5469e-14	-1.0318e-15	3.0713e-15	1.3535e-14	2.9295e-14	-3.6909e-15	-2.0486e-17	3.6123e-17	1.4002e-16	2.0085e-14	6.2514e-16	1.0892e-14	1.7713e-14	3.3016e-14	4.9698e-14	1.0095e-17	4.1608e-15	1.2950e-14	2.5533e-14	4.5555e-14	-3.3732e-15	7.0624e-15	1.6947e-14	2.3885e-14	4.4060e-14	-4.6472e-14	-1.8168e-14	-6.6143e-15	1.1597e-15	1.2298e-14	-7.1320e-15	3.9664e-16	7.9245e-15	1.7541e-14	2.9838e-14	9.5677e-17	3.8581e-16	6.0775e-15	1.7237e-14	3.1147e-14	-2.7558e-15	1.2139e-15	6.7055e-15	1.2053e-14	2.5748e-14	-2.5383e-15	3.4070e-15	9.4715e-15	1.5615e-14	2.3163e-14	
1959	4	-2.4361e-14	-6.9178e-16	3.0331e-15	1.3622e-14	2.7949e-14	-4.2994e-15	-3.3660e-17	4.6993e-17	4.6640e-16	1.5008e-14	-3.1781e-15	9.0358e-16	7.2623e-15	2.2197e-14	3.7125e-14	-3.1492e-15	2.5639e-15	8.8390e-15	1.7929e-14	2.9458e-14	-9.0920e-15	9.0649e-17	1.1147e-14	1.8216e-14	2.9971e-14	-4.2783e-14	-1.7647e-14	-4.7705e-15	2.2670e-15	1.6379e-14	-2.8029e-15	3.2587e-15	1.1782e-14	2.2162e-14	3.7747e-14	7.0441e-17	1.6119e-16	1.5567e-15	1.7697e-14	2.8282e-14	1.0424e-16	1.1176e-15	7.9766e-15	1.3748e-14	2.3270e-14	7.5765e-16	2.8720e-15	7.5806e-15	1.4602e-14	2.2565e-14	
1959	5	-2.0448e-14	-1.7067e-15	2.3212e-15	1.1791e-14	2.9950e-14	-5.4917e-15	3.0291e-17	1.6537e-16	1.6471e-15	1.2388e-14	-1.2747e-14	-5.2859e-15	3.2637e-15	1.2491e-14	3.4782e-14	-1.0110e-14	-3.4131e-15	4.7785e-15	1.2544e-14	2.3893e-14	-1.8226e-14	-8.4161e-15	3.3682e-15	1.0829e-14	2.3698e-14	-4.1535e-14	-1.4724e-14	-4.3420e-15	3.2969e-15	1.6999e-14	-3.4859e-15	5.0250e-15	1.1659e-14	2.5039e-14	4.1213e-14	2.6294e-17	1.1935e-16	8.1504e-16	1.6918e-14	3.4387e-14	7.4486e-17	5.5195e-16	6.8358e-15	1.2568e-14	2.2567e-14	4.1156e-16	1.3294e-15	6.8428e-15	1.6058e-14	2.4551e-14	
1959	6	-2.9405e-14	-4.0987e-15	1.4565e-15	1.1746e-14	2.8267e-14	-1.2866e-14	1.1285e-16	5.6683e-16	1.9314e-15	1.3604e-14	-1.7673e-14	-1.1192e-14	9.5468e-16	9.6300e-15	2.3971e-14	-1.5332e-14	-8.0532e-15	-1.0250e-15	6.2495e-15	2.1501e-14	-2.9709e-14	-1.5599e-14	-2.4068e-15	6.8591e-15	1.8004e-14	-5.7314e-14	-1.5658e-14	-4.2973e-15	5.5778e-15	1.8781e-14	-7.6669e-15	4.0522e-15	1.1778e-14	2.2390e-14	3.6992e-14	2.7503e-17	1.4689e-16	6.9414e-16	1.7198e-14	3.8311e-14	-4.7826e-17	4.4591e-16	3.7833e-15	1.7153e-14	2.8852e-14	-2.0866e-16	8.3673e-16	3.0640e-15	1.3398e-14	2.6054e-14	
1959	7	-3.4577e-14	-5.7238e-15	8.6388e-16	1.0213e-14	2.6229e-14	-1.5971e-14	1.3024e-16	8.4593e-16	2.3551e-15	1.6069e-14	-2.0549e-14	-7.7152e-15	3.3384e-15	1.1889e-14	2.6518e-14	-1.7378e-14	-9.8805e-15	-1.8898e-15	4.5762e-15	1.7795e-14	-3.3782e-14	-1.8194e-14	-5.8251e-15	3.7229e-15	1.3867e-14	-6.8406e-14	-1.9233e-14	-4.9715e-15	4.8635e-15	2.0154e-14	-1.2771e-14	2.1139e-15	1.0366e-14	2.1162e-14	3.5545e-14	4.5401e-17	1.5322e-16	3.4154e-16	1.0815e-14	3.0374e-14	1.9974e-17	3.5781e-16	2.0496e-15	1.4397e-14	2.1594e-14	-2.5384e-15	5.7474e-16	1.8029e-15	1.0793e-14	2.4279e-14	
1959	8	-3.0629e-14	-4.3652e-15	1.0489e-15	1.0862e-14	2.9472e-14	-9.5366e-15	5.6129e-16	9.5341e-16	5.6705e-15	3.2584e-14	-1.6370e-14	-1.1699e-15	1.0378e-14	2.4634e-14	3.5965e-14	-1.7492e-14	-9.5199e-15	-2.3441e-15	4.5541e-15	2.0087e-14	-2.8258e-14	-1.7610e-14	-5.4465e-15	3.2018e-15	1.5326e-14	-5.6067e-14	-1.8318e-14	-3.9615e-15	4.1584e-15	1.8133e-14	-1.1919e-14	3.5692e-15	1.0004e-14	1.9547e-14	3.3743e-14	3.8259e-17	1.6302e-16	4.0362e-16	1.1044e-14	2.9460e-14	3.7631e-17	3.1391e-16	2.5192e-15	1.7090e-14	3.6785e-14	2.2664e-16	9.2593e-16	2.7130e-15	1.1536e-14	2.4841e-14	
1959	9	-2.5413e-14	-1.2901e-15	2.8860e-15	1.3687e-14	3.0286e-14	-7.0098e-15	1.0253e-16	2.4094e-16	4.4947e-15	2.4222e-14	-3.2060e-15	1.5903e-14	2.8918e-14	3.8631e-14	4.8568e-14	-2.7278e-15	2.9425e-15	1.2267e-14	2.1745e-14	3.9406e-14	-2.1197e-14	-1.1665e-14	3.9708e-15	1.3777e-14	2.8301e-14	-4.8435e-14	-1.6066e-14	-3.4480e-15	3.8672e-15	1.4939e-14	-9.5154e-15	4.1318e-15	1.1498e-14	1.8292e-14	2.9345e-14	8.0242e-17	4.0349e-16	1.3545e-15	1.8487e-14	3.7928e-14	-6.4080e-17	5.0524e-16	4.6464e-15	1.2843e-14	2.8298e-14	3.8582e-16	1.6104e-15	6.5381e-15	1.8063e-14	3.2667e-14	
