year	month	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	
		PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
		total	total	total	total	total	Arctic	Arctic	Arctic	Arctic	Arctic	N_Atl	N_Atl	N_Atl	N_Atl	N_Atl	N_Pac	N_Pac	N_Pac	N_Pac	N_Pac	Equ_N	Equ_N	Equ_N	Equ_N	Equ_N	Equ	Equ	Equ	Equ	Equ	Equ_S	Equ_S	Equ_S	Equ_S	Equ_S	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Ind	SO_Ind	SO_Ind	SO_Ind	SO_Ind	
		min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	
2000	2	-2.4019e-14	-3.7390e-16	6.1668e-15	1.5455e-14	3.6373e-14	-1.0306e-15	2.3987e-18	1.2248e-16	2.8422e-16	2.6024e-14	-6.1934e-15	1.8061e-15	1.4001e-14	3.6621e-14	5.6623e-14	-2.1036e-16	1.0872e-14	2.5309e-14	3.7969e-14	5.8127e-14	4.7882e-15	1.5342e-14	2.4574e-14	3.3702e-14	5.4718e-14	-4.2244e-14	-1.8127e-14	-6.8427e-15	3.0658e-15	1.6065e-14	-1.1860e-14	1.7588e-15	1.1353e-14	1.9405e-14	3.5314e-14	-1.9919e-15	2.5396e-15	5.9740e-15	9.7516e-15	1.5669e-14	9.4458e-17	5.3098e-15	8.5852e-15	1.3150e-14	2.2431e-14	-2.7717e-15	4.8684e-15	8.5036e-15	1.2863e-14	2.0423e-14	
2000	3	-2.4009e-14	7.7626e-17	8.4392e-15	1.9406e-14	3.7045e-14	-2.3497e-15	-5.9137e-17	2.1387e-16	3.2851e-16	3.9333e-14	-3.4815e-15	5.3358e-15	1.8698e-14	4.5948e-14	8.7019e-14	2.7228e-16	9.3337e-15	1.8387e-14	2.5719e-14	3.5086e-14	1.6172e-15	1.1852e-14	2.0162e-14	2.9598e-14	3.8165e-14	-4.0947e-14	-1.7966e-14	-5.9283e-15	3.6328e-15	1.5425e-14	-8.4878e-15	7.9487e-15	1.7468e-14	2.8779e-14	4.6675e-14	8.2959e-17	5.8860e-16	1.2834e-14	1.8032e-14	2.5079e-14	3.7647e-16	1.3997e-15	1.1077e-14	1.6680e-14	3.0220e-14	2.2549e-15	1.1706e-14	1.7186e-14	2.1308e-14	2.8517e-14	
2000	4	-1.9755e-14	2.4888e-16	7.5063e-15	2.1181e-14	3.6545e-14	-7.9790e-15	1.2056e-16	3.8327e-16	1.1940e-15	4.4003e-14	-2.4755e-15	9.8519e-15	1.6514e-14	2.7894e-14	5.6135e-14	-9.6898e-16	6.6519e-15	1.2469e-14	1.9468e-14	3.4358e-14	-2.1757e-15	4.7210e-15	1.1929e-14	1.8725e-14	2.7737e-14	-4.1769e-14	-1.0956e-14	-2.4540e-15	3.9711e-15	1.5761e-14	-2.4040e-15	1.3622e-14	2.3995e-14	3.2181e-14	4.7725e-14	-4.6171e-16	3.1083e-16	9.7400e-15	2.2388e-14	2.8096e-14	1.6301e-16	6.0335e-16	1.1395e-14	2.1662e-14	2.9726e-14	1.2773e-15	1.0614e-14	2.0531e-14	2.6513e-14	3.5981e-14	
2000	5	-2.0003e-14	1.7680e-16	5.4310e-15	1.9205e-14	3.7838e-14	-1.9408e-15	8.7965e-16	2.1241e-15	6.3854e-15	2.5668e-14	-7.8653e-15	2.5076e-15	1.1862e-14	2.5323e-14	4.7544e-14	-1.0164e-14	-3.3968e-15	2.6211e-15	1.0178e-14	2.9495e-14	-7.5476e-15	-9.7527e-16	4.4193e-15	9.6324e-15	1.9761e-14	-4.7520e-14	-1.2357e-14	-5.5495e-16	5.8941e-15	1.6895e-14	-1.0294e-15	1.3429e-14	2.4803e-14	3.5321e-14	5.0276e-14	-1.0777e-15	1.9773e-16	1.3430e-15	2.5004e-14	3.4027e-14	1.4342e-16	6.7381e-16	8.7987e-15	2.0879e-14	3.4649e-14	7.8126e-16	4.3366e-15	1.5012e-14	2.3205e-14	3.0984e-14	
2000	6	-2.7394e-14	-2.2851e-15	4.1186e-15	1.8755e-14	3.7019e-14	-1.1472e-14	1.5719e-15	4.5228e-15	9.1282e-15	2.8460e-14	-1.3541e-14	-1.6528e-16	7.5427e-15	1.8007e-14	4.0322e-14	-1.5386e-14	-7.5046e-15	-1.9397e-15	5.7648e-15	2.1930e-14	-1.4287e-14	-7.9501e-15	-2.5759e-15	2.8579e-15	1.1308e-14	-5.7109e-14	-1.7892e-14	-2.2423e-15	6.6982e-15	1.7306e-14	-3.2578e-15	1.2894e-14	2.2894e-14	3.2647e-14	4.4736e-14	-1.1666e-15	1.5845e-16	1.0641e-15	2.8707e-14	3.9508e-14	-2.0177e-16	8.4817e-16	6.9445e-15	2.2305e-14	3.2987e-14	7.1811e-16	2.2221e-15	1.8806e-14	2.9526e-14	3.7603e-14	
2000	7	-3.4251e-14	-5.6442e-15	2.5240e-15	1.6850e-14	3.4630e-14	-9.6957e-15	2.0916e-15	4.3927e-15	1.1161e-14	3.3213e-14	-1.1316e-14	-5.5771e-15	4.7177e-15	2.8339e-14	4.7439e-14	-1.9269e-14	-1.1809e-14	-4.3344e-15	5.2068e-15	2.3089e-14	-2.0823e-14	-1.2904e-14	-6.8644e-15	-8.5491e-16	6.1489e-15	-6.2145e-14	-2.3307e-14	-5.9480e-15	4.6433e-15	1.9248e-14	-7.6431e-15	7.9896e-15	1.8021e-14	2.8025e-14	3.8216e-14	-2.2036e-15	1.0422e-16	7.9388e-16	2.4358e-14	3.3051e-14	-5.2813e-16	7.4962e-16	5.6141e-15	2.6761e-14	3.7640e-14	4.2213e-16	2.1352e-15	1.4389e-14	2.6343e-14	3.6584e-14	
2000	8	-3.7616e-14	-4.8643e-15	1.9945e-15	1.8034e-14	3.8879e-14	-8.1298e-15	8.3104e-16	2.8767e-15	1.6494e-14	4.4597e-14	-1.2813e-14	-2.2643e-15	1.1582e-14	3.4761e-14	6.3941e-14	-1.1208e-14	-2.0005e-15	3.9374e-15	1.5255e-14	3.5720e-14	-1.7529e-14	-1.0205e-14	-5.3367e-15	9.4143e-16	1.4345e-14	-6.7414e-14	-2.6095e-14	-7.7821e-15	3.3544e-15	2.0537e-14	-1.0943e-14	5.6655e-15	1.5667e-14	2.6579e-14	4.1109e-14	-1.9775e-15	3.8727e-17	7.1860e-16	2.0925e-14	3.0593e-14	-5.9322e-16	7.1969e-16	5.6869e-15	3.0808e-14	4.7307e-14	6.9875e-16	1.9425e-15	1.6871e-14	2.8089e-14	4.2375e-14	
2000	9	-2.6467e-14	-1.7281e-15	3.9099e-15	1.8320e-14	3.5825e-14	-2.6619e-16	1.0837e-16	3.2464e-16	1.3166e-14	3.7954e-14	-2.6123e-16	9.2789e-15	2.0666e-14	4.4760e-14	8.5666e-14	-4.2734e-15	1.0133e-14	1.4803e-14	2.9266e-14	5.0517e-14	-1.4059e-14	-4.3294e-15	3.7061e-15	1.2736e-14	2.9815e-14	-5.0102e-14	-1.9595e-14	-5.2267e-15	2.7168e-15	1.2350e-14	-7.8520e-15	4.9319e-15	1.5147e-14	2.5839e-14	3.9241e-14	-2.0435e-15	-4.2650e-17	1.5389e-15	2.2558e-14	3.3229e-14	-6.5069e-16	1.5052e-15	9.7046e-15	2.5925e-14	3.8100e-14	7.9469e-16	3.3672e-15	1.4189e-14	2.3070e-14	3.1291e-14	
2000	10	-2.2199e-14	-8.4814e-17	5.9802e-15	1.7024e-14	3.5260e-14	-8.8728e-16	1.0331e-16	2.2416e-16	2.0239e-15	2.8029e-14	3.6820e-15	1.3668e-14	2.8805e-14	4.6324e-14	8.5042e-14	3.2481e-15	1.8850e-14	2.6596e-14	4.0962e-14	5.6472e-14	-7.2660e-15	3.2445e-15	1.6754e-14	2.7214e-14	4.5482e-14	-4.7272e-14	-1.6325e-14	-3.9921e-15	3.8178e-15	1.7398e-14	-8.5978e-15	5.1446e-15	1.3891e-14	2.1412e-14	3.2667e-14	-1.5888e-15	6.1828e-16	4.7219e-15	1.3445e-14	2.0873e-14	-1.7804e-16	2.7027e-15	6.1356e-15	1.6885e-14	2.8486e-14	2.9460e-15	6.9779e-15	1.1611e-14	1.4871e-14	1.8361e-14	
2000	11	-1.7191e-14	-1.1104e-15	4.4203e-15	1.4975e-14	4.0095e-14	-8.9025e-16	1.1852e-16	2.4956e-16	7.3627e-16	2.1213e-14	1.3614e-15	1.7713e-14	2.7746e-14	4.2761e-14	7.0208e-14	1.0763e-14	2.0430e-14	2.7201e-14	4.0409e-14	5.6482e-14	-9.7063e-16	1.0413e-14	2.5231e-14	4.1622e-14	6.6801e-14	-3.5641e-14	-1.1745e-14	-3.5135e-15	4.1615e-15	2.2459e-14	-8.1393e-15	2.4352e-15	1.0315e-14	1.9051e-14	3.5807e-14	-7.7924e-15	-1.1992e-15	3.1992e-15	6.5417e-15	1.3892e-14	-4.9721e-15	1.1814e-15	5.0815e-15	9.1630e-15	1.6454e-14	-4.3054e-15	-3.8288e-17	3.4028e-15	6.9926e-15	1.4884e-14	
2001	0	-1.6871e-14	-4.3864e-15	2.8842e-15	1.5037e-14	4.1398e-14	-3.3054e-16	3.9971e-17	7.8767e-17	3.5091e-16	2.0740e-14	2.1659e-17	1.4945e-14	2.6225e-14	4.9025e-14	7.1497e-14	2.4868e-15	2.0766e-14	2.8596e-14	3.9208e-14	5.1668e-14	4.0668e-15	1.6449e-14	2.6729e-14	4.1225e-14	6.4673e-14	-3.7941e-14	-1.1729e-14	-4.2904e-15	4.1727e-15	2.1524e-14	-1.0771e-14	5.4684e-16	8.1876e-15	1.9763e-14	4.0448e-14	-1.2964e-14	-7.5658e-15	5.3847e-16	4.5196e-15	1.0086e-14	-1.5885e-14	-7.1610e-15	2.7172e-15	9.4606e-15	1.9309e-14	-9.2787e-15	-5.9017e-15	-2.5420e-15	4.1353e-15	1.2134e-14	
2001	1	-1.8479e-14	-4.4806e-15	2.1627e-15	1.5705e-14	3.8540e-14	-6.7688e-16	3.3486e-17	9.4646e-17	2.5056e-16	2.2908e-14	-9.3971e-16	1.0293e-14	1.8681e-14	3.1249e-14	5.0647e-14	1.8302e-16	1.2989e-14	2.3443e-14	3.7525e-14	5.6169e-14	5.1536e-15	1.5807e-14	2.5585e-14	3.6742e-14	5.8514e-14	-4.8129e-14	-1.3892e-14	-6.0379e-15	2.2363e-15	2.0655e-14	-1.4651e-14	-8.1486e-16	1.0953e-14	2.2776e-14	4.0494e-14	-9.7025e-15	-6.6692e-15	-1.0669e-15	6.2645e-15	1.1862e-14	-1.2294e-14	-2.8200e-15	2.4591e-15	8.5579e-15	2.1184e-14	-8.6628e-15	-5.0408e-15	-1.2739e-15	3.0816e-15	1.7982e-14	
2001	2	-1.8496e-14	-7.2148e-16	5.9997e-15	1.6401e-14	3.6992e-14	-1.5563e-15	1.0826e-17	1.6105e-16	3.7405e-16	2.3976e-14	-5.3666e-16	8.7821e-15	2.8913e-14	5.7661e-14	8.6206e-14	-8.0350e-17	1.1408e-14	2.5747e-14	3.2346e-14	4.0001e-14	3.9529e-15	1.5779e-14	2.1479e-14	2.8554e-14	4.5036e-14	-6.0471e-14	-1.3974e-14	-5.6713e-15	2.7204e-15	1.5854e-14	-1.0924e-14	-1.7399e-16	1.0993e-14	2.1730e-14	4.6604e-14	-9.3404e-17	2.5208e-15	4.5998e-15	9.2566e-15	1.5607e-14	-1.7004e-15	3.8008e-15	9.1773e-15	1.5350e-14	2.4480e-14	2.7741e-15	6.3794e-15	1.0272e-14	1.3648e-14	1.9254e-14	
2001	3	-2.3231e-14	6.9242e-17	9.1269e-15	1.9439e-14	3.7000e-14	-1.7443e-15	-2.9695e-17	1.0049e-16	2.2360e-16	2.7215e-14	5.4808e-16	8.6949e-15	1.8385e-14	4.0398e-14	6.8138e-14	-2.0551e-16	8.2520e-15	1.9809e-14	3.0179e-14	3.7989e-14	3.9230e-15	1.1580e-14	1.7327e-14	2.3927e-14	3.8144e-14	-5.4874e-14	-1.6153e-14	-4.6559e-15	2.5496e-15	1.2935e-14	-7.2287e-15	6.5798e-15	1.6148e-14	2.7516e-14	4.8648e-14	1.4967e-16	9.9902e-16	1.3809e-14	1.8620e-14	2.6084e-14	3.6292e-16	5.5248e-15	1.3723e-14	2.2072e-14	3.1395e-14	7.7758e-15	1.3237e-14	1.6858e-14	2.1481e-14	2.9484e-14	
2001	4	-2.2864e-14	2.4056e-16	7.6226e-15	2.1393e-14	3.8042e-14	-3.3017e-15	-2.8342e-17	4.1658e-16	1.1920e-15	3.7361e-14	-1.7390e-16	6.2703e-15	1.3880e-14	2.6173e-14	6.1920e-14	-1.5822e-16	5.5142e-15	1.0430e-14	1.6633e-14	3.1964e-14	-2.2606e-15	5.0042e-15	1.1604e-14	1.9671e-14	3.0180e-14	-4.7343e-14	-1.6638e-14	-3.1473e-15	4.3483e-15	1.4799e-14	-2.1760e-15	1.2081e-14	2.2213e-14	3.2644e-14	5.4602e-14	-2.2284e-16	2.8215e-16	1.0560e-14	2.2735e-14	2.8292e-14	2.8694e-16	1.2794e-15	1.5185e-14	2.4680e-14	3.6220e-14	3.0602e-15	1.7106e-14	2.3845e-14	2.8517e-14	3.6001e-14	
2001	5	-3.1948e-14	-2.1440e-16	6.9397e-15	2.0502e-14	3.8713e-14	-3.5610e-15	9.8153e-16	2.7889e-15	8.4975e-15	2.5930e-14	-7.1080e-15	2.3134e-15	9.2825e-15	2.0609e-14	4.8245e-14	-9.8535e-15	-4.2820e-15	3.1643e-15	1.4554e-14	3.4848e-14	-9.6242e-15	-2.3374e-15	4.7571e-15	1.1991e-14	1.9048e-14	-5.9716e-14	-2.4169e-14	-2.7538e-15	7.4932e-15	1.8269e-14	-1.4194e-15	1.2688e-14	2.2862e-14	3.3474e-14	4.7521e-14	-1.2587e-15	2.5026e-16	1.6795e-15	2.3707e-14	3.5329e-14	2.1078e-16	7.9315e-16	1.1771e-14	2.3637e-14	3.7526e-14	1.2039e-15	1.3053e-14	2.3014e-14	3.1243e-14	4.1844e-14	
2001	6	-3.4282e-14	-3.2194e-15	3.7115e-15	1.9829e-14	3.8465e-14	-5.6469e-15	2.0433e-15	4.0516e-15	1.1222e-14	2.8044e-14	-1.2115e-14	-5.0978e-15	3.0428e-15	2.0711e-14	3.8734e-14	-1.6995e-14	-9.4935e-15	-1.5135e-15	1.0367e-14	2.4324e-14	-1.5647e-14	-8.4913e-15	-3.4658e-15	2.3994e-15	8.5850e-15	-5.9451e-14	-2.5661e-14	-4.3955e-15	5.0634e-15	1.8422e-14	-4.2100e-15	1.1344e-14	2.3418e-14	3.2902e-14	4.8728e-14	-2.1004e-15	3.2571e-16	1.4526e-15	2.8020e-14	3.7891e-14	6.5406e-17	6.4498e-16	1.3074e-14	2.5290e-14	3.9083e-14	6.8147e-16	3.5548e-15	1.8660e-14	2.9599e-14	4.1600e-14	
2001	7	-4.4709e-14	-6.8198e-15	2.6571e-15	1.8895e-14	3.6071e-14	-7.2625e-15	2.4360e-15	5.1792e-15	1.6085e-14	4.0661e-14	-1.4704e-14	-3.4133e-15	7.0405e-15	2.5600e-14	5.0102e-14	-1.8009e-14	-1.2493e-14	-2.6251e-15	8.7490e-15	2.3045e-14	-1.9002e-14	-1.2970e-14	-8.4756e-15	-3.1256e-15	5.8748e-15	-7.9238e-14	-3.2129e-14	-7.5969e-15	3.4058e-15	1.6870e-14	-8.5443e-15	7.5498e-15	1.8921e-14	2.7290e-14	4.1625e-14	-1.2978e-15	1.2995e-16	8.7850e-16	2.5495e-14	3.5962e-14	-1.4479e-16	4.0088e-16	1.2323e-14	2.6524e-14	3.8329e-14	7.3319e-16	3.1212e-15	2.1015e-14	3.2363e-14	3.9894e-14	
2001	8	-4.4644e-14	-5.4953e-15	2.1004e-15	1.8335e-14	3.6065e-14	-2.7048e-16	1.1252e-15	3.7047e-15	2.1805e-14	4.3651e-14	-1.4746e-14	-9.9744e-16	1.0037e-14	2.9392e-14	5.4029e-14	-1.0580e-14	-3.9436e-15	3.1909e-15	1.3215e-14	3.2016e-14	-1.7931e-14	-1.0861e-14	-6.2432e-15	-3.8019e-16	9.9334e-15	-7.5526e-14	-3.1749e-14	-9.3890e-15	2.0812e-15	1.3603e-14	-8.6195e-15	6.3497e-15	1.5601e-14	2.6477e-14	3.8416e-14	-1.4665e-15	4.6533e-17	1.0705e-15	2.4056e-14	3.1764e-14	-2.4983e-16	6.7843e-16	1.0759e-14	2.9269e-14	3.8748e-14	8.8992e-16	2.0921e-15	1.9440e-14	3.1851e-14	4.2675e-14	
2001	9	-4.0742e-14	-1.9688e-15	4.0560e-15	1.8588e-14	3.4625e-14	-1.1985e-15	1.8379e-16	9.4231e-16	1.8825e-14	4.4370e-14	-1.3441e-15	9.1615e-15	2.5383e-14	5.2444e-14	8.6216e-14	-1.4308e-15	9.3229e-15	1.5939e-14	2.7748e-14	4.6892e-14	-1.2751e-14	-5.2762e-15	2.4400e-15	1.1386e-14	2.5347e-14	-6.7180e-14	-3.0681e-14	-7.1808e-15	1.5370e-15	1.3248e-14	-6.3050e-15	7.1558e-15	1.5057e-14	2.1592e-14	3.2620e-14	-1.3838e-15	-1.9027e-16	1.6993e-15	2.1084e-14	2.9441e-14	-3.5292e-16	1.4352e-15	1.3462e-14	2.8777e-14	3.7434e-14	1.2224e-15	3.4761e-15	1.7652e-14	2.6466e-14	3.4264e-14	
2001	10	-3.6872e-14	-2.0421e-16	6.1623e-15	1.7849e-14	3.7291e-14	-3.4697e-15	1.3471e-16	3.0519e-16	3.6290e-15	2.6044e-14	1.7420e-15	1.8025e-14	3.1280e-14	5.5875e-14	7.5591e-14	3.7846e-16	1.9788e-14	3.1053e-14	4.2173e-14	6.0122e-14	-5.2586e-15	4.7673e-15	1.3533e-14	2.7287e-14	4.7424e-14	-7.2494e-14	-2.5854e-14	-5.0601e-15	2.7065e-15	1.6889e-14	-6.8387e-15	6.5665e-15	1.3526e-14	2.1261e-14	3.6660e-14	-1.6553e-15	3.7795e-16	3.6233e-15	1.2295e-14	2.0527e-14	5.0189e-16	3.6366e-15	1.2856e-14	2.1891e-14	3.0747e-14	2.7968e-15	5.8413e-15	1.2860e-14	1.7371e-14	2.5545e-14	
2001	11	-3.5340e-14	4.4262e-17	6.0874e-15	1.5021e-14	3.8197e-14	-8.1560e-16	9.7703e-17	1.7951e-16	6.7760e-16	2.6480e-14	-6.5817e-16	1.8586e-14	3.1899e-14	4.5143e-14	6.7422e-14	-4.1220e-15	1.0275e-14	2.1559e-14	3.3193e-14	5.5430e-14	1.5314e-15	1.2703e-14	2.1263e-14	3.4753e-14	6.5056e-14	-7.0432e-14	-2.5678e-14	-3.9698e-15	5.2538e-15	2.2919e-14	-8.6338e-15	2.8756e-15	1.0060e-14	1.8821e-14	3.5525e-14	-3.2585e-15	1.4044e-15	4.2183e-15	8.4383e-15	1.4030e-14	-1.6633e-15	3.5771e-15	7.8871e-15	1.2420e-14	2.5419e-14	1.7995e-15	5.4726e-15	8.9367e-15	1.2425e-14	1.6703e-14	
2002	0	-3.2935e-14	-2.3845e-15	3.9593e-15	1.5557e-14	4.3148e-14	-5.5628e-16	5.3564e-17	1.3909e-16	4.0416e-16	2.0141e-14	-5.8412e-17	1.3181e-14	2.9824e-14	4.2871e-14	5.3933e-14	-4.1475e-15	8.3764e-15	2.2691e-14	3.7485e-14	5.5758e-14	3.2284e-15	1.7197e-14	2.7332e-14	4.4066e-14	7.7598e-14	-6.8965e-14	-2.4896e-14	-4.6944e-15	5.8674e-15	2.1325e-14	-9.8715e-15	5.9505e-16	9.6013e-15	2.1886e-14	3.8631e-14	-1.1119e-14	-5.7941e-15	2.0021e-15	6.0371e-15	1.0971e-14	-8.4722e-15	-1.4549e-15	5.4645e-15	1.1652e-14	1.9745e-14	-5.6220e-15	-2.0381e-15	8.1879e-16	5.0733e-15	1.1962e-14	
2002	1	-3.0820e-14	-3.1086e-15	2.8000e-15	1.4077e-14	4.0143e-14	-8.0006e-16	2.8353e-17	7.3832e-17	3.0520e-16	1.6374e-14	-2.7698e-15	5.4961e-15	1.7118e-14	3.6543e-14	6.8703e-14	-3.9441e-15	6.4982e-15	1.9946e-14	3.0258e-14	5.1367e-14	4.5242e-15	1.7716e-14	2.8760e-14	3.8938e-14	6.0325e-14	-5.5526e-14	-2.3904e-14	-5.9050e-15	4.2774e-15	1.8899e-14	-1.4482e-14	-1.1848e-15	9.4152e-15	2.2764e-14	4.1751e-14	-8.0270e-15	-4.8003e-15	-2.5172e-15	2.0841e-15	1.1840e-14	-5.3397e-15	-2.0494e-16	3.8794e-15	9.0647e-15	1.5842e-14	-6.5608e-15	-9.4814e-16	1.9916e-15	5.5116e-15	1.3032e-14	
2002	2	-3.0466e-14	-4.7265e-16	6.2647e-15	1.6694e-14	3.9700e-14	-1.1404e-15	8.2828e-19	8.4971e-17	1.7913e-16	1.7040e-14	1.1207e-16	8.1949e-15	2.3456e-14	4.8807e-14	8.2807e-14	-2.7619e-15	5.1844e-15	2.0466e-14	2.8411e-14	3.9884e-14	5.9942e-15	1.7563e-14	2.5610e-14	3.6910e-14	5.9241e-14	-5.3563e-14	-2.3043e-14	-6.5177e-15	3.4407e-15	1.6556e-14	-1.2056e-14	1.0443e-15	1.2882e-14	2.5304e-14	4.6564e-14	-1.6464e-15	3.6299e-15	5.6646e-15	8.0358e-15	1.2493e-14	-3.1875e-15	4.0543e-15	9.1476e-15	1.4139e-14	2.1529e-14	4.9223e-16	7.6625e-15	1.0787e-14	1.5294e-14	2.5821e-14	
2002	3	-2.8894e-14	3.9614e-17	8.5373e-15	2.1047e-14	3.9711e-14	-1.0517e-15	-4.8154e-17	1.5232e-16	2.6005e-16	3.4107e-14	1.9440e-15	1.0312e-14	2.1995e-14	4.0535e-14	6.3440e-14	-2.1335e-15	4.0892e-15	1.8655e-14	3.0636e-14	4.2268e-14	3.9936e-15	1.4997e-14	2.0082e-14	2.9967e-14	5.2112e-14	-4.5108e-14	-2.3618e-14	-5.3812e-15	3.9922e-15	1.6199e-14	-5.7469e-15	9.3890e-15	2.0068e-14	3.0916e-14	4.7449e-14	1.7534e-17	6.7809e-16	1.2355e-14	1.8188e-14	2.3636e-14	-2.4663e-15	1.2978e-15	1.0767e-14	2.0366e-14	2.8624e-14	3.1814e-15	1.2567e-14	1.7969e-14	2.4879e-14	3.2993e-14	
2002	4	-3.1022e-14	1.7039e-16	6.6631e-15	2.1636e-14	4.1047e-14	-3.6320e-15	-1.3396e-16	3.3636e-16	8.5045e-16	4.9693e-14	5.6203e-16	6.3476e-15	1.3938e-14	2.8375e-14	5.0600e-14	-3.4113e-16	5.3817e-15	1.0959e-14	1.7258e-14	3.0322e-14	-2.0393e-16	6.5051e-15	1.1935e-14	2.1016e-14	3.3249e-14	-4.7085e-14	-2.3870e-14	-2.9291e-15	4.7053e-15	1.7712e-14	-2.5176e-15	1.4603e-14	2.4785e-14	3.7167e-14	5.1551e-14	-4.4669e-16	2.0517e-16	4.0646e-15	2.2448e-14	2.8560e-14	-6.5474e-16	6.6176e-16	6.3019e-15	2.2081e-14	3.7173e-14	1.1079e-15	7.2452e-15	2.0275e-14	2.8688e-14	3.5095e-14	
2002	5	-2.7551e-14	-3.5688e-16	5.0208e-15	1.8820e-14	3.7380e-14	-4.0204e-15	1.5566e-15	2.7066e-15	6.7325e-15	2.6754e-14	-5.3517e-15	1.8616e-15	9.2987e-15	2.0922e-14	4.2216e-14	-7.2663e-15	-2.3720e-16	5.5755e-15	1.3287e-14	2.6451e-14	-1.1702e-14	-2.3860e-15	2.7703e-15	1.1450e-14	2.0603e-14	-5.9519e-14	-1.9596e-14	-1.8336e-15	6.4934e-15	1.9864e-14	-2.0057e-15	1.4798e-14	2.5376e-14	3.5175e-14	4.8743e-14	-9.5641e-16	2.5518e-16	1.1857e-15	1.9511e-14	3.1555e-14	-7.5985e-16	8.2031e-16	5.6878e-15	1.8713e-14	3.3651e-14	4.8160e-16	3.1105e-15	1.4145e-14	2.3267e-14	3.1605e-14	
2002	6	-3.2538e-14	-3.3771e-15	3.7127e-15	1.8489e-14	3.7256e-14	-5.8234e-15	3.5419e-15	6.0705e-15	9.9273e-15	3.1216e-14	-1.1184e-14	-4.2521e-15	5.1310e-15	1.9137e-14	4.1366e-14	-1.5848e-14	-8.6600e-15	-1.6249e-15	5.6968e-15	1.8920e-14	-1.6742e-14	-9.5686e-15	-3.9011e-15	2.5070e-15	1.2856e-14	-7.3545e-14	-2.1659e-14	-3.5899e-15	6.1761e-15	2.0043e-14	-6.2886e-15	1.2375e-14	2.5757e-14	3.3889e-14	4.5123e-14	-1.4561e-15	2.3092e-16	7.0901e-16	2.0856e-14	3.5279e-14	-8.6274e-16	9.1141e-16	2.9841e-15	2.0605e-14	3.5880e-14	5.8641e-16	1.9979e-15	1.2883e-14	2.4558e-14	3.8443e-14	
2002	7	-3.7408e-14	-6.4117e-15	2.6320e-15	1.5924e-14	3.7980e-14	-1.1986e-14	3.8128e-15	6.8758e-15	9.6494e-15	3.7371e-14	-1.2602e-14	-5.0955e-15	6.3181e-15	2.2292e-14	4.7174e-14	-1.9962e-14	-1.0313e-14	-2.9347e-16	8.4301e-15	2.0002e-14	-1.8127e-14	-1.3031e-14	-8.3126e-15	-1.6302e-15	8.1790e-15	-8.1360e-14	-2.5029e-14	-6.6845e-15	3.9883e-15	1.8551e-14	-8.1836e-15	7.5950e-15	1.9281e-14	3.2048e-14	4.9303e-14	-8.7578e-16	1.3950e-16	8.7631e-16	2.5947e-14	3.6046e-14	-3.4817e-16	5.9009e-16	3.1845e-15	2.3021e-14	3.6809e-14	8.0571e-16	1.8939e-15	1.0067e-14	2.2438e-14	3.8534e-14	
