year	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
2019	4.8139e-01	5.3383e-01	5.7560e-01	7.3400e-01	6.2869e-01	5.0401e-01	4.0563e-01	2.2919e-01	2.6359e-01	2.4958e-01	2.8434e+02	4.7113e+02	5.4871e+02	5.1327e+02	1.7900e+02	2.2870e+02	2.8586e+02	3.4208e+02	3.8215e+02	3.6302e+02	
2020	4.8374e-01	5.3275e-01	5.7645e-01	7.3617e-01	6.3081e-01	5.0686e-01	4.0543e-01	2.2667e-01	2.7602e-01	2.5577e-01	2.8478e+02	4.5524e+02	5.4371e+02	5.2866e+02	1.7989e+02	2.2315e+02	2.8787e+02	3.4269e+02	4.0322e+02	3.7400e+02	
2021	4.8069e-01	5.3313e-01	5.7492e-01	7.5423e-01	6.3209e-01	4.9611e-01	4.0532e-01	2.2710e-01	2.7135e-01	2.4966e-01	2.7974e+02	4.3459e+02	5.1906e+02	5.5838e+02	1.7687e+02	2.0900e+02	2.8896e+02	3.5283e+02	3.8839e+02	3.6345e+02	
2022	4.8101e-01	5.3265e-01	5.7276e-01	7.5905e-01	6.2922e-01	4.9940e-01	4.0494e-01	2.3320e-01	2.6035e-01	2.4528e-01	2.8105e+02	4.5875e+02	5.1926e+02	5.4612e+02	1.7733e+02	2.2048e+02	2.8427e+02	3.6556e+02	3.7633e+02	3.5738e+02	
2023	4.7916e-01	5.3146e-01	5.7332e-01	7.5580e-01	6.2933e-01	4.9268e-01	4.0671e-01	2.3061e-01	2.6341e-01	2.4883e-01	2.7885e+02	4.6882e+02	5.3835e+02	5.0958e+02	1.7298e+02	2.1397e+02	2.8843e+02	3.3960e+02	3.8620e+02	3.6217e+02	
2024	4.8007e-01	5.3012e-01	5.7413e-01	7.4614e-01	6.2948e-01	4.9406e-01	4.0952e-01	2.2743e-01	2.6806e-01	2.4772e-01	2.8291e+02	4.3306e+02	5.2548e+02	5.2097e+02	1.7040e+02	2.2113e+02	2.9591e+02	3.3947e+02	3.9696e+02	3.6817e+02	
2025	4.8238e-01	5.2797e-01	5.7669e-01	7.5308e-01	6.3141e-01	4.9605e-01	4.1383e-01	2.2419e-01	2.6845e-01	2.4793e-01	2.7949e+02	4.4640e+02	5.0831e+02	5.3352e+02	1.7444e+02	2.1226e+02	2.9141e+02	3.3944e+02	3.9123e+02	3.6934e+02	
2026	4.7853e-01	5.3175e-01	5.7559e-01	7.5725e-01	6.2869e-01	4.8531e-01	4.1149e-01	2.3213e-01	2.6254e-01	2.5390e-01	2.7327e+02	4.1330e+02	5.3592e+02	5.1205e+02	1.6220e+02	2.0131e+02	2.8959e+02	3.6311e+02	3.8476e+02	3.8282e+02	
2027	4.7900e-01	5.3310e-01	5.8052e-01	7.6237e-01	6.2369e-01	4.8752e-01	4.1371e-01	2.2382e-01	2.6219e-01	2.4522e-01	2.7371e+02	3.9478e+02	5.4812e+02	5.1764e+02	1.5623e+02	2.0626e+02	2.9203e+02	3.4931e+02	3.9890e+02	3.5713e+02	
2028	4.7944e-01	5.3044e-01	5.7630e-01	7.6926e-01	6.2816e-01	4.9234e-01	4.0786e-01	2.2458e-01	2.6525e-01	2.4329e-01	2.7222e+02	4.1223e+02	5.2929e+02	5.2720e+02	1.6599e+02	2.0426e+02	2.8711e+02	3.3593e+02	3.8893e+02	3.5329e+02	
2029	4.8008e-01	5.3295e-01	5.7741e-01	7.6992e-01	6.3148e-01	4.9114e-01	4.1027e-01	2.2515e-01	2.6111e-01	2.3541e-01	2.7033e+02	4.0070e+02	5.4522e+02	5.2352e+02	1.6279e+02	2.0134e+02	2.8746e+02	3.3843e+02	3.8990e+02	3.4201e+02	
2030	4.7784e-01	5.3706e-01	5.8286e-01	7.6097e-01	6.3239e-01	4.9089e-01	4.0582e-01	2.2193e-01	2.5158e-01	2.3296e-01	2.6641e+02	4.0797e+02	5.3981e+02	5.1756e+02	1.6277e+02	2.0113e+02	2.7962e+02	3.4070e+02	3.6409e+02	3.4172e+02	
2031	4.7655e-01	5.3551e-01	5.8488e-01	7.6715e-01	6.3123e-01	4.8685e-01	4.0507e-01	2.3396e-01	2.4561e-01	2.3555e-01	2.6565e+02	4.5137e+02	4.9637e+02	5.4981e+02	1.5580e+02	1.9783e+02	2.7482e+02	3.5624e+02	3.6544e+02	3.5101e+02	
2032	4.7437e-01	5.3855e-01	5.8444e-01	7.8274e-01	6.3022e-01	4.8179e-01	4.0169e-01	2.2805e-01	2.3922e-01	2.3665e-01	2.6408e+02	4.0692e+02	5.4264e+02	5.5380e+02	1.5657e+02	1.9384e+02	2.7453e+02	3.5804e+02	3.5728e+02	3.6083e+02	
2033	4.7347e-01	5.4185e-01	5.8916e-01	7.8607e-01	6.3205e-01	4.7743e-01	4.0025e-01	2.1604e-01	2.4724e-01	2.4276e-01	2.6004e+02	3.7589e+02	5.4260e+02	5.3488e+02	1.5967e+02	1.8243e+02	2.7230e+02	3.3549e+02	3.7785e+02	3.8070e+02	
2034	4.7596e-01	5.4489e-01	5.8571e-01	7.9922e-01	6.3905e-01	4.8434e-01	3.9568e-01	2.0984e-01	2.5675e-01	2.4296e-01	2.6342e+02	3.8626e+02	4.8565e+02	5.6088e+02	1.6545e+02	1.9171e+02	2.7095e+02	3.2311e+02	3.9004e+02	3.7867e+02	
2035	4.7910e-01	5.4884e-01	5.9005e-01	8.1613e-01	6.4453e-01	4.8983e-01	3.9588e-01	2.2259e-01	2.4193e-01	2.4437e-01	2.5849e+02	4.0273e+02	5.0419e+02	5.3617e+02	1.5821e+02	1.9060e+02	2.6025e+02	3.7097e+02	3.5174e+02	3.8915e+02	
2036	4.7987e-01	5.5103e-01	5.8963e-01	8.1283e-01	6.4612e-01	4.8521e-01	4.0068e-01	2.2434e-01	2.3856e-01	2.4979e-01	2.6399e+02	4.2542e+02	5.0133e+02	5.2864e+02	1.6431e+02	1.8936e+02	2.6957e+02	3.6585e+02	3.6376e+02	4.0873e+02	
2037	4.8095e-01	5.4737e-01	5.9499e-01	8.0533e-01	6.4951e-01	4.8215e-01	4.0252e-01	2.1902e-01	2.5406e-01	2.5836e-01	2.6139e+02	4.4291e+02	5.4373e+02	5.1907e+02	1.6544e+02	1.7915e+02	2.6434e+02	3.4829e+02	3.8513e+02	3.9865e+02	
2038	4.8088e-01	5.4642e-01	6.0225e-01	8.0734e-01	6.5002e-01	4.8320e-01	3.9827e-01	2.1915e-01	2.6393e-01	2.5781e-01	2.6112e+02	4.3434e+02	5.4813e+02	5.1351e+02	1.6604e+02	1.8153e+02	2.6613e+02	3.4906e+02	3.7356e+02	3.9136e+02	
2039	4.8415e-01	5.4628e-01	5.9474e-01	7.9590e-01	6.5748e-01	4.9225e-01	3.9953e-01	2.2816e-01	2.6248e-01	2.4983e-01	2.6474e+02	4.3389e+02	5.3523e+02	5.1973e+02	1.7463e+02	1.9007e+02	2.6521e+02	3.6128e+02	3.8954e+02	3.7236e+02	
2040	4.8457e-01	5.4925e-01	5.7810e-01	7.9976e-01	6.6146e-01	4.9348e-01	3.9983e-01	2.3292e-01	2.5339e-01	2.4739e-01	2.6130e+02	3.7263e+02	5.4584e+02	5.3675e+02	1.6644e+02	1.9071e+02	2.6323e+02	3.7444e+02	3.7175e+02	3.7254e+02	
2041	4.8322e-01	5.4623e-01	5.6824e-01	8.0709e-01	6.6284e-01	4.8719e-01	4.0031e-01	2.2767e-01	2.5167e-01	2.5246e-01	2.5955e+02	4.2433e+02	5.5186e+02	5.4193e+02	1.6640e+02	1.7960e+02	2.6289e+02	3.5544e+02	3.7110e+02	3.7686e+02	
2042	3.6162e-01	4.0904e-01	4.2354e-01	5.9449e-01	4.9872e-01	3.5730e-01	3.0316e-01	1.6281e-01	2.0688e-01	1.9740e-01	1.9953e+02	4.0154e+02	4.9101e+02	4.2050e+02	1.3027e+02	1.2963e+02	1.8713e+02	2.4853e+02	3.1354e+02	3.3058e+02	
2043	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2044	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2045	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2038	4.8088e-01	5.4642e-01	6.0225e-01	8.0734e-01	6.5002e-01	4.8320e-01	3.9827e-01	2.1915e-01	2.6393e-01	2.5781e-01	2.6112e+02	4.3434e+02	5.4813e+02	5.1351e+02	1.6604e+02	1.8153e+02	2.6613e+02	3.4906e+02	3.7356e+02	3.9136e+02	
2039	4.8415e-01	5.4628e-01	5.9474e-01	7.9590e-01	6.5748e-01	4.9225e-01	3.9953e-01	2.2816e-01	2.6248e-01	2.4983e-01	2.6474e+02	4.3389e+02	5.3523e+02	5.1973e+02	1.7463e+02	1.9007e+02	2.6521e+02	3.6128e+02	3.8954e+02	3.7236e+02	
2040	4.8457e-01	5.4925e-01	5.7810e-01	7.9976e-01	6.6146e-01	4.9348e-01	3.9983e-01	2.3292e-01	2.5339e-01	2.4739e-01	2.6130e+02	3.7263e+02	5.4584e+02	5.3675e+02	1.6644e+02	1.9071e+02	2.6323e+02	3.7444e+02	3.7175e+02	3.7254e+02	
2041	4.8322e-01	5.4623e-01	5.6824e-01	8.0709e-01	6.6284e-01	4.8719e-01	4.0031e-01	2.2767e-01	2.5167e-01	2.5246e-01	2.5955e+02	4.2433e+02	5.5186e+02	5.4193e+02	1.6640e+02	1.7960e+02	2.6289e+02	3.5544e+02	3.7110e+02	3.7686e+02	
2042	3.6162e-01	4.0904e-01	4.2354e-01	5.9449e-01	4.9872e-01	3.5730e-01	3.0316e-01	1.6281e-01	2.0688e-01	1.9740e-01	1.9953e+02	4.0154e+02	4.9101e+02	4.2050e+02	1.3027e+02	1.2963e+02	1.8713e+02	2.4853e+02	3.1354e+02	3.3058e+02	
2043	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2044	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2045	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2046	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2047	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2048	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2049	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2050	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2051	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2052	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
