year	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1948	4.7152e-01	5.5536e-01	6.3353e-01	7.4228e-01	6.2527e-01	5.0353e-01	3.9354e-01	1.8381e-01	2.0972e-01	1.8201e-01	2.7837e+02	3.4232e+02	7.7789e+02	4.7492e+02	1.8010e+02	2.1197e+02	3.3743e+02	2.2791e+02	3.0512e+02	1.8218e+02	
1949	4.9160e-01	5.5763e-01	6.4344e-01	7.6647e-01	6.3103e-01	5.4079e-01	4.1082e-01	1.9899e-01	2.2299e-01	2.0576e-01	3.0376e+02	4.3207e+02	7.1523e+02	4.5384e+02	1.8242e+02	2.4231e+02	3.4172e+02	3.3358e+02	3.9591e+02	3.2792e+02	
1950	5.1163e-01	5.6047e-01	6.4898e-01	7.7025e-01	6.6205e-01	5.4987e-01	4.4533e-01	2.0439e-01	2.3818e-01	2.1832e-01	3.1447e+02	5.0188e+02	7.7907e+02	4.9261e+02	2.0986e+02	2.4298e+02	3.6054e+02	2.8377e+02	3.5670e+02	2.9484e+02	
1951	5.1863e-01	5.5680e-01	6.5132e-01	7.7982e-01	6.7069e-01	5.5685e-01	4.4990e-01	2.1234e-01	2.5575e-01	2.2196e-01	3.1725e+02	4.9619e+02	7.0936e+02	4.9909e+02	2.0273e+02	2.4141e+02	3.6741e+02	3.1332e+02	3.9087e+02	3.0066e+02	
1952	5.3382e-01	5.5189e-01	6.3062e-01	7.9670e-01	6.6869e-01	6.0020e-01	4.5246e-01	2.1616e-01	2.7467e-01	2.2979e-01	3.2605e+02	4.4721e+02	6.5398e+02	5.4657e+02	2.0281e+02	2.7575e+02	3.5542e+02	3.0821e+02	4.1277e+02	3.2981e+02	
1953	5.3592e-01	5.4797e-01	6.0826e-01	8.2760e-01	6.7004e-01	6.0071e-01	4.5361e-01	2.2476e-01	2.7071e-01	2.3912e-01	3.2304e+02	4.3030e+02	6.3576e+02	5.4096e+02	2.0484e+02	2.7785e+02	3.4188e+02	3.3301e+02	4.0925e+02	3.4474e+02	
1954	5.1822e-01	5.4649e-01	6.0777e-01	8.4922e-01	6.7070e-01	5.5303e-01	4.4097e-01	2.3227e-01	2.5938e-01	2.4035e-01	3.1410e+02	4.4583e+02	6.9375e+02	5.6006e+02	2.0667e+02	2.4915e+02	3.3086e+02	3.5053e+02	3.9637e+02	3.4663e+02	
1955	5.1069e-01	5.4507e-01	6.0809e-01	8.6076e-01	6.7171e-01	5.2917e-01	4.3506e-01	2.3314e-01	2.6724e-01	2.4709e-01	3.1662e+02	4.8214e+02	7.3773e+02	5.5926e+02	2.1648e+02	2.4414e+02	3.3380e+02	3.3853e+02	4.0183e+02	3.4693e+02	
1956	5.0856e-01	5.4662e-01	6.0485e-01	8.6540e-01	6.6965e-01	5.2291e-01	4.3689e-01	2.2333e-01	2.6943e-01	2.4313e-01	3.0732e+02	4.3960e+02	6.5715e+02	5.5959e+02	2.1249e+02	2.4010e+02	3.2329e+02	3.1201e+02	4.0989e+02	3.2878e+02	
1957	5.0619e-01	5.4619e-01	6.0373e-01	8.7491e-01	6.7289e-01	5.1445e-01	4.3567e-01	2.2339e-01	2.6296e-01	2.4258e-01	3.0871e+02	4.5609e+02	6.7523e+02	5.5754e+02	2.1585e+02	2.3376e+02	3.2967e+02	3.2987e+02	4.0815e+02	3.1560e+02	
1958	5.0532e-01	5.4705e-01	5.9647e-01	8.7110e-01	6.7478e-01	5.1462e-01	4.3290e-01	2.2276e-01	2.6812e-01	2.4212e-01	3.0970e+02	4.3500e+02	6.7261e+02	5.6412e+02	2.1906e+02	2.4089e+02	3.2961e+02	3.1865e+02	4.0211e+02	3.0736e+02	
1959	5.0517e-01	5.4298e-01	5.9969e-01	8.7398e-01	6.8248e-01	5.0300e-01	4.3976e-01	2.1935e-01	2.7092e-01	2.3904e-01	3.0922e+02	4.4595e+02	6.8630e+02	5.5520e+02	2.2685e+02	2.2671e+02	3.3432e+02	3.1303e+02	4.0614e+02	3.1558e+02	
1960	5.0480e-01	5.4405e-01	6.0563e-01	8.6191e-01	6.8312e-01	5.0870e-01	4.3198e-01	2.2235e-01	2.7526e-01	2.4119e-01	3.0825e+02	4.4679e+02	6.9982e+02	5.3760e+02	2.2579e+02	2.3514e+02	3.3007e+02	3.1006e+02	4.0359e+02	3.0016e+02	
1961	5.0376e-01	5.4374e-01	6.0840e-01	8.5421e-01	6.8220e-01	5.0936e-01	4.3078e-01	2.1758e-01	2.6999e-01	2.3764e-01	3.0847e+02	4.8932e+02	6.8682e+02	5.5109e+02	2.2043e+02	2.3073e+02	3.2976e+02	2.9408e+02	4.1271e+02	3.0938e+02	
1962	5.0465e-01	5.4393e-01	6.1142e-01	8.5566e-01	6.8100e-01	5.0464e-01	4.3628e-01	2.3226e-01	2.6762e-01	2.3457e-01	3.1054e+02	4.5668e+02	7.6102e+02	5.2822e+02	2.2094e+02	2.2856e+02	3.3662e+02	3.4227e+02	4.1724e+02	2.9183e+02	
1963	5.0514e-01	5.4885e-01	6.1482e-01	8.4774e-01	6.7572e-01	5.0822e-01	4.3694e-01	2.3106e-01	2.7302e-01	2.3820e-01	3.0997e+02	4.1515e+02	7.4518e+02	5.1707e+02	2.1868e+02	2.3380e+02	3.3553e+02	3.3918e+02	4.1228e+02	3.0756e+02	
1964	5.0260e-01	5.4684e-01	6.1155e-01	8.4469e-01	6.6963e-01	5.0658e-01	4.3749e-01	2.2176e-01	2.6164e-01	2.3948e-01	3.1014e+02	4.8320e+02	7.3802e+02	5.2749e+02	2.1485e+02	2.3312e+02	3.3760e+02	3.0366e+02	3.9553e+02	3.1396e+02	
1965	5.0292e-01	5.4908e-01	6.0745e-01	8.6016e-01	6.7125e-01	5.0190e-01	4.3799e-01	2.2381e-01	2.6717e-01	2.4374e-01	3.1191e+02	4.5284e+02	6.8551e+02	5.4725e+02	2.1531e+02	2.3622e+02	3.4017e+02	3.1919e+02	4.0173e+02	3.2057e+02	
1966	5.0472e-01	5.4718e-01	5.9814e-01	8.5250e-01	6.7450e-01	5.0785e-01	4.3605e-01	2.1530e-01	2.8051e-01	2.4215e-01	3.0957e+02	4.8895e+02	6.2128e+02	5.3980e+02	2.1558e+02	2.3911e+02	3.3304e+02	2.8885e+02	4.1418e+02	3.1825e+02	
1967	5.0636e-01	5.4607e-01	5.9354e-01	8.4843e-01	6.7642e-01	5.1514e-01	4.3174e-01	2.2705e-01	2.7867e-01	2.4294e-01	3.1399e+02	4.7212e+02	6.6446e+02	5.3757e+02	2.1841e+02	2.4954e+02	3.3432e+02	3.0538e+02	4.0944e+02	3.2491e+02	
1968	5.0363e-01	5.4498e-01	5.9893e-01	8.3646e-01	6.7517e-01	5.1163e-01	4.3136e-01	2.3515e-01	2.6170e-01	2.3615e-01	3.1051e+02	4.6407e+02	6.5833e+02	5.3455e+02	2.1921e+02	2.4748e+02	3.3176e+02	3.3441e+02	3.8294e+02	2.9320e+02	
1969	5.0267e-01	5.4259e-01	6.1045e-01	8.4007e-01	6.7684e-01	5.0398e-01	4.3203e-01	2.3334e-01	2.5799e-01	2.3493e-01	3.0964e+02	4.7569e+02	6.2587e+02	5.4523e+02	2.1712e+02	2.3827e+02	3.3252e+02	3.3850e+02	3.8980e+02	3.0302e+02	
1970	5.0552e-01	5.4104e-01	6.1181e-01	8.5051e-01	6.7460e-01	5.1347e-01	4.3078e-01	2.2122e-01	2.6549e-01	2.4510e-01	3.1536e+02	5.0501e+02	6.8851e+02	5.3718e+02	2.1895e+02	2.4298e+02	3.3607e+02	3.0881e+02	3.9708e+02	3.2916e+02	
1971	5.0403e-01	5.4508e-01	6.2830e-01	8.4267e-01	6.7487e-01	5.0990e-01	4.2794e-01	2.1616e-01	2.7262e-01	2.4517e-01	3.1395e+02	5.0169e+02	7.4244e+02	5.2774e+02	2.2171e+02	2.3918e+02	3.3357e+02	2.9437e+02	3.9866e+02	3.2342e+02	
1972	5.0341e-01	5.4935e-01	6.2764e-01	8.3921e-01	6.7605e-01	5.0991e-01	4.2769e-01	2.1617e-01	2.7326e-01	2.4008e-01	3.1509e+02	5.0017e+02	7.6046e+02	5.4622e+02	2.2232e+02	2.4663e+02	3.3209e+02	2.8441e+02	3.9128e+02	2.9868e+02	
1973	5.0677e-01	5.5042e-01	6.2966e-01	8.5595e-01	6.8300e-01	5.1597e-01	4.2871e-01	2.2459e-01	2.6335e-01	2.3434e-01	3.1461e+02	4.6343e+02	7.1671e+02	5.7761e+02	2.2618e+02	2.4746e+02	3.3094e+02	3.1237e+02	3.8741e+02	2.8600e+02	
1974	5.0448e-01	5.4860e-01	6.3048e-01	8.5591e-01	6.8316e-01	5.1404e-01	4.2807e-01	2.3020e-01	2.5337e-01	2.2883e-01	3.0842e+02	4.6938e+02	6.6127e+02	5.3597e+02	2.2512e+02	2.3698e+02	3.3235e+02	3.4447e+02	3.6963e+02	2.7920e+02	
1975	5.0499e-01	5.4828e-01	6.3518e-01	8.5433e-01	6.7990e-01	5.0967e-01	4.3647e-01	2.2269e-01	2.5305e-01	2.3005e-01	3.0979e+02	4.4719e+02	7.1154e+02	5.6144e+02	2.2471e+02	2.3781e+02	3.3294e+02	3.3171e+02	3.6456e+02	2.8796e+02	
1976	5.0337e-01	5.4750e-01	6.3708e-01	8.5165e-01	6.7718e-01	5.0923e-01	4.3260e-01	2.2503e-01	2.4548e-01	2.3381e-01	3.0592e+02	4.6578e+02	6.1156e+02	5.5512e+02	2.2645e+02	2.3443e+02	3.3324e+02	3.2746e+02	3.4881e+02	2.8476e+02	
1977	5.0292e-01	5.4713e-01	6.2370e-01	8.5478e-01	6.7495e-01	5.1190e-01	4.2863e-01	2.2238e-01	2.4901e-01	2.3926e-01	3.1161e+02	4.6016e+02	6.3035e+02	5.6686e+02	2.2758e+02	2.4226e+02	3.3215e+02	3.2258e+02	3.7161e+02	3.1743e+02	
1978	5.0245e-01	5.4482e-01	6.1719e-01	8.5271e-01	6.7554e-01	5.0827e-01	4.2866e-01	2.2332e-01	2.6208e-01	2.4041e-01	3.1222e+02	4.7673e+02	6.3688e+02	5.5494e+02	2.2619e+02	2.4197e+02	3.2782e+02	3.3054e+02	4.0197e+02	3.2204e+02	
1979	5.0484e-01	5.4411e-01	6.1099e-01	8.4827e-01	6.7581e-01	5.0984e-01	4.3171e-01	2.2397e-01	2.7576e-01	2.5501e-01	3.1825e+02	4.7068e+02	6.0719e+02	5.3396e+02	2.2710e+02	2.4552e+02	3.3979e+02	3.3378e+02	4.1467e+02	3.7079e+02	
1980	5.1293e-01	5.4208e-01	6.0287e-01	8.3099e-01	6.7898e-01	5.1798e-01	4.5077e-01	2.2633e-01	2.8216e-01	2.5398e-01	3.3066e+02	4.5363e+02	5.9596e+02	5.4165e+02	2.3016e+02	2.6532e+02	3.6578e+02	3.3022e+02	4.0913e+02	3.5105e+02	
1981	5.1850e-01	5.4091e-01	6.0950e-01	8.2391e-01	6.7966e-01	5.3820e-01	4.4989e-01	2.2708e-01	2.8788e-01	2.5474e-01	3.2259e+02	4.7396e+02	6.0222e+02	5.4795e+02	2.2765e+02	2.7578e+02	3.2645e+02	3.3081e+02	4.1635e+02	3.5777e+02	
1982	5.0756e-01	5.4187e-01	6.0974e-01	8.1876e-01	6.7413e-01	5.3058e-01	4.2473e-01	2.3132e-01	2.8591e-01	2.5060e-01	3.1290e+02	4.7216e+02	6.0619e+02	5.4224e+02	2.1977e+02	2.6013e+02	3.1664e+02	3.2465e+02	4.1217e+02	3.4000e+02	
1983	4.9476e-01	5.4089e-01	6.0752e-01	7.9739e-01	6.7904e-01	5.1278e-01	4.0236e-01	2.3720e-01	2.6698e-01	2.4468e-01	2.9970e+02	4.5041e+02	6.1625e+02	5.1238e+02	2.2710e+02	2.4561e+02	2.9378e+02	3.4210e+02	3.7336e+02	3.2136e+02	
1984	4.8838e-01	5.3872e-01	6.0230e-01	7.6913e-01	6.7573e-01	5.0968e-01	3.9212e-01	2.3753e-01	2.5774e-01	2.4244e-01	2.9808e+02	4.4022e+02	5.7246e+02	5.1242e+02	2.2333e+02	2.4649e+02	2.9745e+02	3.5637e+02	3.6143e+02	3.1765e+02	
1985	4.8605e-01	5.3442e-01	6.0880e-01	7.5975e-01	6.7234e-01	5.0935e-01	3.9085e-01	2.2917e-01	2.4930e-01	2.3971e-01	2.9488e+02	4.5471e+02	5.7479e+02	5.4423e+02	2.2218e+02	2.4257e+02	2.9174e+02	3.4231e+02	3.3708e+02	3.1669e+02	
1986	4.8628e-01	5.3180e-01	6.1221e-01	7.5468e-01	6.7591e-01	5.0772e-01	3.9407e-01	2.2898e-01	2.3968e-01	2.3966e-01	2.9849e+02	4.9017e+02	6.6125e+02	5.1611e+02	2.2682e+02	2.3992e+02	3.0022e+02	3.3568e+02	3.2715e+02	3.0839e+02	
1987	4.8792e-01	5.2873e-01	6.0770e-01	7.3935e-01	6.7776e-01	5.0570e-01	4.0266e-01	2.2354e-01	2.4272e-01	2.3617e-01	2.9783e+02	5.3160e+02	6.4243e+02	5.1651e+02	2.2031e+02	2.3572e+02	3.0375e+02	3.2859e+02	3.4159e+02	2.9916e+02	
1988	4.9140e-01	5.2956e-01	6.0653e-01	7.4409e-01	6.8004e-01	5.0906e-01	4.0868e-01	2.1745e-01	2.4894e-01	2.3569e-01	3.0165e+02	5.0909e+02	6.0970e+02	5.4373e+02	2.2941e+02	2.3599e+02	3.1015e+02	3.0041e+02	3.4928e+02	3.2081e+02	
1989	4.9255e-01	5.2959e-01	5.9898e-01	7.5852e-01	6.7807e-01	5.0159e-01	4.1932e-01	2.2459e-01	2.4074e-01	2.3476e-01	3.0137e+02	4.4643e+02	5.4106e+02	5.4367e+02	2.2700e+02	2.3527e+02	3.2124e+02	3.3848e+02	3.4044e+02	3.1000e+02	
1990	5.0108e-01	5.2383e-01	5.9380e-01	7.6231e-01	6.8117e-01	5.1111e-01	4.3492e-01	2.2494e-01	2.4633e-01	2.3917e-01	3.1489e+02	4.7641e+02	5.9405e+02	5.4395e+02	2.3465e+02	2.5270e+02	3.3334e+02	3.3444e+02	3.5855e+02	3.1761e+02	
1991	5.0898e-01	5.2609e-01	5.9598e-01	7.5474e-01	6.7968e-01	5.2488e-01	4.4878e-01	2.2005e-01	2.5353e-01	2.3639e-01	3.1583e+02	4.9968e+02	5.6912e+02	5.3843e+02	2.2445e+02	2.5616e+02	3.4507e+02	3.1015e+02	3.5332e+02	3.0917e+02	
1992	5.0213e-01	5.2665e-01	5.9902e-01	7.5187e-01	6.8060e-01	5.1246e-01	4.3953e-01	2.2064e-01	2.4472e-01	2.2980e-01	3.0631e+02	4.6461e+02	5.4928e+02	5.3422e+02	2.2501e+02	2.4091e+02	3.3505e+02	3.1736e+02	3.4976e+02	3.0436e+02	
1993	5.0314e-01	5.2331e-01	5.9706e-01	7.4831e-01	6.8815e-01	5.1996e-01	4.3275e-01	2.2361e-01	2.5168e-01	2.3174e-01	3.1523e+02	4.5138e+02	5.4970e+02	5.3769e+02	2.3429e+02	2.6138e+02	3.3373e+02	3.3517e+02	3.7519e+02	3.1248e+02	
1994	5.1868e-01	5.2456e-01	5.9761e-01	7.4240e-01	6.8198e-01	5.5378e-01	4.5522e-01	2.2751e-01	2.5978e-01	2.2554e-01	3.3128e+02	4.2430e+02	5.5964e+02	5.2342e+02	2.2713e+02	2.9651e+02	3.6369e+02	3.3118e+02	3.8005e+02	2.8565e+02	
1995	5.2114e-01	5.2378e-01	5.9723e-01	7.3921e-01	6.7476e-01	5.5336e-01	4.6710e-01	2.3098e-01	2.5152e-01	2.2532e-01	3.2006e+02	4.8684e+02	5.7088e+02	5.3558e+02	2.1697e+02	2.7201e+02	3.4915e+02	3.3204e+02	3.5347e+02	2.8988e+02	
1996	4.9909e-01	5.2602e-01	5.9811e-01	7.3656e-01	6.7703e-01	5.2163e-01	4.2346e-01	2.3126e-01	2.4713e-01	2.2545e-01	2.9800e+02	4.5024e+02	5.8259e+02	5.2585e+02	2.2003e+02	2.4581e+02	3.0203e+02	3.2580e+02	3.6330e+02	2.9490e+02	
1997	4.8995e-01	5.2528e-01	6.0220e-01	7.4050e-01	6.7518e-01	5.1119e-01	4.0142e-01	2.3091e-01	2.5480e-01	2.3523e-01	2.9919e+02	4.2270e+02	5.3427e+02	5.3436e+02	2.2319e+02	2.3868e+02	3.0723e+02	3.3587e+02	3.8017e+02	3.3488e+02	
1998	4.8898e-01	5.2636e-01	6.0116e-01	7.4622e-01	6.7417e-01	5.1198e-01	3.9817e-01	2.2824e-01	2.5889e-01	2.3442e-01	2.9876e+02	4.8131e+02	5.6487e+02	5.3725e+02	2.1934e+02	2.4466e+02	2.9352e+02	3.3334e+02	3.7623e+02	3.3972e+02	
1999	4.8923e-01	5.2865e-01	5.9958e-01	7.6229e-01	6.6721e-01	5.0912e-01	4.0115e-01	2.3524e-01	2.5713e-01	2.4063e-01	3.0018e+02	4.4081e+02	5.7450e+02	5.5028e+02	2.0963e+02	2.4298e+02	3.0264e+02	3.6179e+02	3.7802e+02	3.4125e+02	
2000	4.9828e-01	5.2944e-01	6.0215e-01	7.7085e-01	6.6872e-01	5.1026e-01	4.2742e-01	2.3252e-01	2.5286e-01	2.4386e-01	3.1154e+02	4.5869e+02	5.5710e+02	5.3798e+02	2.1343e+02	2.5174e+02	3.3167e+02	3.4541e+02	3.7164e+02	3.5052e+02	
2001	5.0641e-01	5.2611e-01	6.0791e-01	7.6697e-01	6.7087e-01	5.1812e-01	4.4219e-01	2.3045e-01	2.6755e-01	2.4938e-01	3.0992e+02	4.6580e+02	5.5200e+02	5.4514e+02	2.1678e+02	2.3768e+02	3.2963e+02	3.3984e+02	4.0095e+02	3.6103e+02	
2002	5.0104e-01	5.2623e-01	6.0767e-01	7.7206e-01	6.7155e-01	5.1261e-01	4.2935e-01	2.3038e-01	2.7287e-01	2.4004e-01	3.0007e+02	4.4668e+02	5.1007e+02	5.5129e+02	2.1370e+02	2.3327e+02	3.1762e+02	3.4213e+02	3.8249e+02	3.3424e+02	
2003	5.0319e-01	5.2577e-01	6.0152e-01	7.8222e-01	6.6439e-01	5.1508e-01	4.3978e-01	2.3742e-01	2.6253e-01	2.3299e-01	3.0659e+02	4.2622e+02	4.8837e+02	5.4475e+02	2.1111e+02	2.5096e+02	3.3040e+02	3.4847e+02	3.7460e+02	3.2291e+02	
2004	5.1558e-01	5.2409e-01	5.9394e-01	7.7896e-01	6.6180e-01	5.3053e-01	4.6713e-01	2.2488e-01	2.6691e-01	2.4311e-01	3.1969e+02	4.3335e+02	5.0188e+02	5.3129e+02	2.0425e+02	2.6852e+02	3.5660e+02	3.1801e+02	3.8604e+02	3.5629e+02	
2005	5.1965e-01	5.2377e-01	5.9512e-01	7.6589e-01	6.6126e-01	5.4547e-01	4.6505e-01	2.2536e-01	2.7072e-01	2.4642e-01	3.0987e+02	4.1312e+02	5.5016e+02	5.1163e+02	2.0469e+02	2.5905e+02	3.3254e+02	3.2178e+02	3.8901e+02	3.5156e+02	
2006	5.0225e-01	5.2117e-01	5.8920e-01	7.6330e-01	6.6050e-01	5.2453e-01	4.3271e-01	2.2845e-01	2.5806e-01	2.4046e-01	2.9693e+02	4.6332e+02	5.4969e+02	5.3807e+02	2.0490e+02	2.3908e+02	3.0405e+02	3.3361e+02	3.6013e+02	3.4668e+02	
2007	4.9130e-01	5.2658e-01	5.9622e-01	7.5912e-01	6.6430e-01	5.0692e-01	4.1062e-01	2.3027e-01	2.5773e-01	2.5011e-01	2.9268e+02	4.5624e+02	5.2631e+02	5.3129e+02	2.0822e+02	2.2893e+02	2.9383e+02	3.4255e+02	3.7944e+02	3.7766e+02	
