year	month	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	
		PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	gCarbonPerYr	gCarbonPerYr	gCarbonPerYr	gCarbonPerYr	gCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
		total	total	total	total	total	Arctic	Arctic	Arctic	Arctic	Arctic	N_Atl	N_Atl	N_Atl	N_Atl	N_Atl	N_Pac	N_Pac	N_Pac	N_Pac	N_Pac	Equ_N	Equ_N	Equ_N	Equ_N	Equ_N	Equ	Equ	Equ	Equ	Equ	Equ_S	Equ_S	Equ_S	Equ_S	Equ_S	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Atl	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Pac	SO_Ind	SO_Ind	SO_Ind	SO_Ind	SO_Ind	
		min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	min(5pt)	25pt	median	75pt	max(95pt)	
1999	3	8.7405e-16	9.1311e-15	2.4343e-14	4.2023e-14	6.5776e-14	1.1761e-16	1.5799e-16	2.3626e-16	3.3441e-16	5.3226e-14	2.5309e-15	1.7032e-14	3.0492e-14	4.8514e-14	9.1398e-14	1.5140e-08	4.0315e-08	5.3479e-08	8.5335e-08	1.2702e-07	5.1998e-15	2.0349e-14	2.7764e-14	3.7656e-14	5.4783e-14	6.0941e-15	3.8021e-14	4.6984e-14	5.9796e-14	7.7745e-14	3.7939e-15	1.9115e-14	2.8833e-14	3.8684e-14	4.9767e-14	1.2419e-15	2.1782e-15	4.9192e-15	9.7228e-15	1.6649e-14	1.0071e-15	2.1331e-15	7.1775e-15	9.5927e-15	2.0363e-14	3.4487e-15	6.7202e-15	1.0904e-14	1.2216e-14	1.4763e-14	
1999	4	6.9311e-16	6.5533e-15	2.3197e-14	3.8571e-14	6.8120e-14	1.3048e-16	1.7267e-16	2.7462e-16	3.2224e-15	7.0082e-14	9.3781e-15	2.6581e-14	3.6864e-14	5.6264e-14	9.9036e-14	1.7716e-08	4.4580e-08	5.5678e-08	7.4478e-08	1.1411e-07	5.3211e-15	2.0263e-14	2.7769e-14	3.8436e-14	5.6810e-14	5.9932e-15	3.4583e-14	4.4970e-14	5.9634e-14	8.2198e-14	3.5082e-15	1.8295e-14	2.4790e-14	3.1403e-14	4.1449e-14	6.5604e-16	1.4806e-15	2.8287e-15	6.9367e-15	1.9307e-14	6.2213e-16	1.1863e-15	2.9767e-15	6.7974e-15	2.1225e-14	1.1783e-15	2.9410e-15	6.0936e-15	7.8955e-15	1.2897e-14	
1999	5	6.2251e-16	4.8301e-15	2.2227e-14	3.7796e-14	6.4613e-14	2.5066e-16	3.8004e-16	1.2533e-15	1.3258e-14	5.8496e-14	8.5114e-15	3.5792e-14	5.3723e-14	8.2122e-14	1.1901e-13	1.6001e-08	4.1263e-08	5.3524e-08	8.1192e-08	1.4939e-07	4.8812e-15	2.0290e-14	2.8310e-14	3.9941e-14	5.5267e-14	5.9386e-15	3.3087e-14	4.2746e-14	5.5039e-14	7.4894e-14	3.3404e-15	1.7040e-14	2.2178e-14	2.7655e-14	4.1228e-14	4.3429e-16	7.4921e-16	1.3005e-15	4.9554e-15	1.5721e-14	4.6019e-16	7.7057e-16	1.1727e-15	4.5408e-15	1.8824e-14	6.0309e-16	1.0900e-15	3.5530e-15	5.1016e-15	1.2503e-14	
1999	6	5.1853e-16	7.1066e-15	2.3424e-14	3.9477e-14	6.6945e-14	1.2261e-15	1.0176e-14	2.3145e-14	3.4802e-14	5.4438e-14	5.8739e-15	2.5738e-14	4.7643e-14	9.0063e-14	1.3040e-13	1.4522e-08	4.0154e-08	4.9673e-08	8.5125e-08	1.3593e-07	4.4356e-15	2.0068e-14	2.7134e-14	4.0533e-14	5.6585e-14	6.1441e-15	3.4104e-14	4.5373e-14	5.7621e-14	7.9899e-14	3.3163e-15	1.6724e-14	2.2384e-14	2.9383e-14	4.4177e-14	4.0350e-16	5.7910e-16	7.4267e-16	4.6956e-15	2.0979e-14	3.9972e-16	5.9759e-16	7.7858e-16	3.7116e-15	1.7860e-14	3.9197e-16	6.7523e-16	2.5836e-15	4.5747e-15	1.5626e-14	
1999	7	4.8656e-16	9.8539e-15	2.4645e-14	4.0316e-14	6.8036e-14	4.5856e-15	1.4096e-14	2.1443e-14	2.9959e-14	4.5317e-14	4.1600e-15	2.4185e-14	4.1401e-14	8.0849e-14	1.2370e-13	1.2264e-08	3.5024e-08	4.5230e-08	6.1461e-08	1.2713e-07	4.2606e-15	1.7093e-14	2.5231e-14	3.7660e-14	5.1653e-14	6.3907e-15	3.5434e-14	4.7298e-14	6.0172e-14	8.1700e-14	3.7512e-15	1.7770e-14	2.5683e-14	3.2542e-14	4.7664e-14	4.2346e-16	5.5708e-16	7.1086e-16	8.3460e-15	2.9313e-14	3.6600e-16	5.1247e-16	8.6494e-16	6.8977e-15	2.5697e-14	3.2926e-16	6.4752e-16	4.2105e-15	8.8067e-15	2.8834e-14	
1999	8	4.9352e-16	1.2019e-14	2.4810e-14	4.1895e-14	6.8342e-14	1.4140e-15	2.7544e-15	6.0144e-15	1.4209e-14	3.8077e-14	3.2886e-15	1.5334e-14	2.6481e-14	4.7699e-14	8.4324e-14	1.1596e-08	3.0977e-08	3.8817e-08	6.9848e-08	1.2117e-07	4.1822e-15	1.5823e-14	2.2012e-14	3.0639e-14	4.5444e-14	6.4265e-15	3.7522e-14	5.0091e-14	6.1944e-14	8.3015e-14	4.3254e-15	1.9726e-14	3.0295e-14	3.9686e-14	5.3011e-14	4.3818e-16	5.6144e-16	1.0049e-15	1.9836e-14	2.8395e-14	3.5847e-16	5.1817e-16	2.6389e-15	1.8534e-14	3.2037e-14	3.7959e-16	1.0246e-15	1.6812e-14	2.1179e-14	2.8634e-14	
1999	9	5.5145e-16	1.1667e-14	2.3075e-14	4.1879e-14	6.5861e-14	5.5959e-16	9.0565e-16	1.1782e-15	3.6023e-15	8.8215e-15	2.6281e-15	9.6010e-15	1.5252e-14	2.8647e-14	5.0709e-14	9.8230e-09	2.4643e-08	3.4776e-08	6.6349e-08	1.0583e-07	4.0069e-15	1.4197e-14	1.8847e-14	2.4092e-14	4.0175e-14	6.3572e-15	3.6604e-14	4.9638e-14	6.0764e-14	8.0315e-14	4.6853e-15	2.0982e-14	3.0397e-14	4.3202e-14	5.8063e-14	4.7477e-16	6.2919e-16	4.9305e-15	1.9055e-14	2.5460e-14	3.6218e-16	5.5190e-16	1.2788e-14	2.2640e-14	3.3972e-14	5.0592e-16	8.3022e-15	1.4016e-14	1.7720e-14	2.3912e-14	
1999	10	5.8348e-16	1.1395e-14	2.1634e-14	4.0272e-14	6.3228e-14	2.7006e-16	3.3117e-16	5.0285e-16	6.7217e-16	2.4594e-15	1.4970e-15	5.2267e-15	7.4588e-15	1.1716e-14	2.1278e-14	8.6137e-09	2.0730e-08	2.8867e-08	4.9119e-08	7.7517e-08	3.6831e-15	1.2665e-14	1.6353e-14	2.0613e-14	3.4150e-14	6.2321e-15	3.5239e-14	4.5833e-14	5.6113e-14	7.7280e-14	4.6269e-15	2.0049e-14	3.1776e-14	4.7438e-14	6.5200e-14	5.4562e-16	8.3725e-16	1.3335e-14	2.0067e-14	2.5398e-14	3.8664e-16	9.7272e-16	1.2182e-14	1.8905e-14	2.6251e-14	1.8360e-15	1.4879e-14	1.9790e-14	2.4076e-14	3.4063e-14	
1999	11	6.8066e-16	1.3866e-14	2.3897e-14	3.9590e-14	6.4666e-14	1.8051e-16	2.0188e-16	2.7050e-16	3.4705e-16	6.5472e-16	6.5197e-16	1.7557e-15	3.8072e-15	6.0513e-15	1.2142e-14	6.6591e-09	1.4651e-08	2.0611e-08	3.1850e-08	4.7618e-08	3.3236e-15	1.1562e-14	1.5388e-14	2.0100e-14	3.3182e-14	6.1463e-15	3.5691e-14	4.4042e-14	5.4431e-14	7.5985e-14	4.3428e-15	1.9281e-14	2.9239e-14	4.7639e-14	6.9737e-14	2.0242e-15	1.5111e-14	2.1267e-14	2.5412e-14	3.0511e-14	1.0033e-15	1.4218e-14	2.1226e-14	2.5432e-14	2.9966e-14	5.7685e-15	1.6865e-14	2.2121e-14	2.6238e-14	3.0790e-14	
2000	0	6.0398e-16	1.4088e-14	2.2537e-14	3.8801e-14	6.3105e-14	1.5588e-16	1.8804e-16	2.2693e-16	2.9527e-16	5.6506e-16	3.7388e-16	7.8258e-16	2.2553e-15	5.6115e-15	1.6598e-14	4.5036e-09	1.1688e-08	1.8142e-08	3.3354e-08	4.8837e-08	3.2149e-15	1.2486e-14	1.7128e-14	2.2611e-14	3.6308e-14	6.1670e-15	3.5646e-14	4.5251e-14	5.5095e-14	7.4131e-14	4.1179e-15	1.7847e-14	2.5818e-14	4.1188e-14	6.6820e-14	6.3242e-15	1.4772e-14	1.9244e-14	2.3550e-14	3.7763e-14	5.4603e-15	1.4468e-14	1.9242e-14	2.4719e-14	3.8790e-14	5.6396e-15	1.4609e-14	1.9312e-14	2.2583e-14	2.6950e-14	
2000	1	6.0915e-16	1.1846e-14	2.1277e-14	3.8525e-14	6.2636e-14	1.3972e-16	1.7025e-16	2.1335e-16	2.7485e-16	6.5602e-16	3.8099e-16	8.0227e-16	2.7117e-15	9.3910e-15	2.9877e-14	5.1424e-09	1.4642e-08	3.4168e-08	5.7099e-08	7.1282e-08	3.6673e-15	1.6426e-14	2.0889e-14	2.7186e-14	4.7286e-14	6.2400e-15	3.5236e-14	4.5878e-14	5.6640e-14	7.4637e-14	3.9013e-15	1.5166e-14	2.5909e-14	3.9532e-14	5.9719e-14	5.4367e-15	9.0199e-15	1.3479e-14	1.7406e-14	2.3557e-14	5.3736e-15	9.9480e-15	1.3007e-14	1.7252e-14	2.5519e-14	5.2419e-15	1.3258e-14	1.8161e-14	2.2610e-14	2.7510e-14	
2000	2	7.2428e-16	1.0197e-14	1.9926e-14	3.9281e-14	6.3238e-14	1.3284e-16	1.5136e-16	2.0474e-16	2.7025e-16	1.2772e-15	5.0712e-16	2.1781e-15	1.4454e-14	3.3077e-14	7.4025e-14	5.6625e-09	2.1809e-08	5.0395e-08	7.6127e-08	9.6849e-08	4.5432e-15	1.8871e-14	2.3595e-14	3.1312e-14	5.2107e-14	5.8499e-15	3.3646e-14	4.6589e-14	5.8409e-14	7.4148e-14	3.5422e-15	1.6932e-14	2.6708e-14	3.9500e-14	5.4432e-14	2.8465e-15	3.4757e-15	8.5429e-15	1.3049e-14	1.7286e-14	3.0373e-15	3.2804e-15	9.7451e-15	1.3578e-14	1.9189e-14	4.6281e-15	1.0455e-14	1.2619e-14	1.5289e-14	1.8409e-14	
2000	3	7.9195e-16	8.9447e-15	2.0619e-14	3.8509e-14	6.3008e-14	1.2145e-16	1.4373e-16	1.8748e-16	2.7649e-16	2.0990e-14	1.8057e-15	1.6983e-14	3.3380e-14	5.2686e-14	9.0509e-14	1.3145e-08	4.2726e-08	5.4960e-08	7.6692e-08	1.0845e-07	5.2571e-15	1.8281e-14	2.4022e-14	3.2187e-14	5.2782e-14	5.0925e-15	3.1375e-14	4.4402e-14	5.7219e-14	7.7190e-14	3.4335e-15	1.6832e-14	2.6382e-14	3.7177e-14	4.6456e-14	1.0785e-15	2.0971e-15	5.3465e-15	1.0292e-14	1.4344e-14	8.9717e-16	1.8985e-15	6.5670e-15	1.0063e-14	2.1227e-14	3.6053e-15	7.1030e-15	1.0493e-14	1.2236e-14	1.5712e-14	
2000	4	6.3850e-16	6.6565e-15	2.1032e-14	3.5595e-14	6.0445e-14	1.4537e-16	1.5528e-16	2.4342e-16	2.6474e-15	7.6614e-14	7.5364e-15	2.7797e-14	4.1038e-14	5.8904e-14	1.0456e-13	2.0101e-08	4.7886e-08	6.3216e-08	8.7008e-08	1.2049e-07	4.9977e-15	1.7649e-14	2.4040e-14	3.3846e-14	5.2656e-14	4.3873e-15	2.9080e-14	4.0834e-14	5.2868e-14	6.8325e-14	3.2141e-15	1.6010e-14	2.3243e-14	2.9593e-14	3.9632e-14	5.8938e-16	1.1936e-15	2.6132e-15	7.3488e-15	1.6615e-14	5.5806e-16	1.1409e-15	3.0012e-15	7.1995e-15	2.1298e-14	1.4821e-15	3.6547e-15	6.9526e-15	8.6619e-15	1.5855e-14	
2000	5	6.2039e-16	4.5777e-15	2.0026e-14	3.5659e-14	6.0679e-14	2.3978e-16	3.0644e-16	1.5808e-15	1.1615e-14	6.2299e-14	5.5198e-15	3.1179e-14	5.1544e-14	8.4804e-14	1.2576e-13	1.7214e-08	4.2535e-08	5.2420e-08	8.2688e-08	1.2822e-07	4.0198e-15	1.6972e-14	2.4656e-14	3.4151e-14	5.4578e-14	4.4968e-15	3.1446e-14	4.0024e-14	5.1204e-14	6.8252e-14	2.8055e-15	1.5303e-14	2.0852e-14	2.6459e-14	3.8579e-14	4.5586e-16	7.6671e-16	1.1440e-15	4.8631e-15	1.3799e-14	4.6324e-16	7.7732e-16	1.3348e-15	4.1823e-15	1.7928e-14	7.0569e-16	1.3618e-15	3.5162e-15	5.4287e-15	1.3040e-14	
2000	6	5.4600e-16	5.2656e-15	2.1918e-14	3.7977e-14	6.3109e-14	8.1627e-16	3.9792e-15	2.4331e-14	3.9684e-14	5.9984e-14	4.0795e-15	2.5729e-14	5.0566e-14	8.4244e-14	1.2343e-13	1.4317e-08	4.3141e-08	5.7245e-08	8.8354e-08	1.2458e-07	3.9592e-15	1.6864e-14	2.4157e-14	3.6053e-14	5.3953e-14	5.0047e-15	3.1521e-14	4.1889e-14	5.3707e-14	7.3244e-14	2.7763e-15	1.5185e-14	2.0839e-14	2.6711e-14	4.1768e-14	4.2080e-16	6.2967e-16	8.0004e-16	4.1808e-15	1.7324e-14	4.0593e-16	5.9924e-16	8.3129e-16	3.7845e-15	2.0595e-14	4.5403e-16	7.9561e-16	2.7779e-15	5.1585e-15	1.5253e-14	
2000	7	4.9258e-16	8.5881e-15	2.3536e-14	3.8208e-14	6.7992e-14	2.3366e-15	8.5065e-15	1.8879e-14	2.9855e-14	6.1197e-14	3.3059e-15	2.1236e-14	4.3039e-14	8.6531e-14	1.0836e-13	1.2461e-08	3.6697e-08	4.7780e-08	8.5374e-08	1.3726e-07	4.2616e-15	1.6363e-14	2.3386e-14	3.5086e-14	5.6149e-14	5.7135e-15	3.1911e-14	4.3072e-14	5.7286e-14	8.1879e-14	3.1625e-15	1.7843e-14	2.4332e-14	3.1851e-14	4.4468e-14	4.2279e-16	5.7966e-16	7.2640e-16	6.9385e-15	3.0992e-14	3.6647e-16	5.2099e-16	7.9518e-16	7.5958e-15	2.7632e-14	3.6302e-16	6.6033e-16	4.9287e-15	8.8133e-15	2.2812e-14	
2000	8	4.9530e-16	1.1814e-14	2.4528e-14	3.9374e-14	6.7907e-14	1.1935e-15	1.7931e-15	6.1045e-15	1.7115e-14	4.9479e-14	2.9882e-15	1.3812e-14	2.6941e-14	5.7950e-14	1.1196e-13	1.1184e-08	3.3099e-08	4.6648e-08	8.7489e-08	1.0696e-07	4.4198e-15	1.5730e-14	2.1596e-14	3.0149e-14	4.7165e-14	6.1829e-15	3.3839e-14	4.6071e-14	5.9912e-14	8.2639e-14	3.7527e-15	2.0544e-14	2.8203e-14	3.6533e-14	5.2441e-14	4.4998e-16	5.9027e-16	8.9986e-16	1.6761e-14	2.6881e-14	3.4831e-16	5.0155e-16	2.2722e-15	1.8031e-14	3.1762e-14	3.8703e-16	8.8973e-16	1.1365e-14	1.7697e-14	2.5214e-14	
2000	9	5.4415e-16	1.1710e-14	2.3168e-14	3.9255e-14	6.5158e-14	5.8793e-16	7.0232e-16	1.5161e-15	6.6844e-15	1.7128e-14	2.3050e-15	8.8071e-15	1.6240e-14	3.2360e-14	5.1620e-14	1.1264e-08	2.8536e-08	4.0434e-08	7.8631e-08	1.0017e-07	4.3359e-15	1.4750e-14	1.9008e-14	2.5052e-14	3.6043e-14	6.2792e-15	3.4387e-14	4.4456e-14	5.8765e-14	7.8124e-14	3.8667e-15	1.9691e-14	2.9890e-14	4.3355e-14	5.6932e-14	4.9102e-16	6.1430e-16	3.2545e-15	1.9335e-14	2.6111e-14	3.4808e-16	5.4615e-16	1.2642e-14	2.2052e-14	3.1489e-14	5.1555e-16	5.0905e-15	1.5504e-14	1.8946e-14	2.5078e-14	
2000	10	5.6080e-16	1.1362e-14	2.1760e-14	3.8387e-14	6.6126e-14	3.2713e-16	4.0122e-16	5.1497e-16	9.1414e-16	3.5011e-15	1.5044e-15	5.7936e-15	9.7448e-15	1.3706e-14	2.7329e-14	9.7356e-09	2.2719e-08	3.2232e-08	5.6150e-08	7.2523e-08	3.9913e-15	1.2931e-14	1.6397e-14	1.9971e-14	3.0670e-14	6.0863e-15	3.3494e-14	4.4030e-14	5.8610e-14	7.9558e-14	3.2793e-15	1.7755e-14	2.9537e-14	4.6209e-14	6.4477e-14	5.2487e-16	9.1402e-16	1.3227e-14	2.0782e-14	2.6101e-14	3.7851e-16	7.8196e-16	1.4042e-14	2.0999e-14	2.7424e-14	1.6202e-15	1.6442e-14	2.0151e-14	2.5848e-14	3.0644e-14	
2000	11	7.0210e-16	1.3335e-14	2.2668e-14	3.6391e-14	6.2211e-14	2.0861e-16	2.5082e-16	3.7583e-16	4.7058e-16	7.6966e-16	9.0461e-16	2.8376e-15	5.2762e-15	6.9362e-15	1.3041e-14	6.0031e-09	1.4069e-08	2.0229e-08	3.6208e-08	4.7610e-08	3.4794e-15	1.1239e-14	1.5011e-14	1.9465e-14	3.2873e-14	5.8404e-15	3.2083e-14	4.1108e-14	5.2245e-14	6.9838e-14	3.2543e-15	1.8076e-14	2.7337e-14	4.5415e-14	6.8499e-14	1.2952e-15	1.2527e-14	1.8413e-14	2.4326e-14	2.9980e-14	9.7405e-16	1.2638e-14	1.9574e-14	2.3995e-14	2.9633e-14	6.0570e-15	1.9283e-14	2.2398e-14	2.5333e-14	3.1251e-14	
2001	0	6.5835e-16	1.4075e-14	2.3413e-14	3.7428e-14	5.8888e-14	1.6056e-16	1.9613e-16	2.7870e-16	3.5876e-16	6.0824e-16	4.6334e-16	1.2922e-15	3.0216e-15	5.6606e-15	1.0306e-14	3.1739e-09	1.0089e-08	1.6835e-08	3.3546e-08	5.4138e-08	3.1751e-15	1.1876e-14	1.6875e-14	2.2280e-14	4.2128e-14	5.8476e-15	3.2982e-14	4.0911e-14	4.8863e-14	6.3654e-14	3.1112e-15	1.7381e-14	2.6953e-14	4.2495e-14	6.9706e-14	6.0441e-15	1.6175e-14	2.1000e-14	2.7268e-14	4.5639e-14	5.3609e-15	1.4552e-14	1.9733e-14	2.4148e-14	3.3439e-14	5.6930e-15	1.7003e-14	2.1353e-14	2.6119e-14	3.0945e-14	
2001	1	6.8077e-16	1.2148e-14	2.0784e-14	3.7109e-14	5.9107e-14	1.4433e-16	1.8560e-16	2.3436e-16	3.2663e-16	8.0309e-16	4.8216e-16	1.9808e-15	6.5410e-15	1.3054e-14	3.0854e-14	4.2123e-09	1.2818e-08	2.9729e-08	5.1028e-08	6.6564e-08	3.3507e-15	1.5117e-14	2.0959e-14	2.7722e-14	4.4600e-14	5.8997e-15	3.3332e-14	4.1676e-14	5.1417e-14	6.7416e-14	3.2061e-15	1.6938e-14	2.5868e-14	4.1307e-14	6.2940e-14	5.7104e-15	1.0513e-14	1.4607e-14	1.8702e-14	2.4677e-14	5.5390e-15	9.7355e-15	1.2745e-14	1.6946e-14	2.4749e-14	4.9581e-15	1.3810e-14	1.7739e-14	2.0417e-14	2.6254e-14	
2001	2	8.7885e-16	1.0567e-14	2.1814e-14	3.9447e-14	5.7932e-14	1.5452e-16	1.9403e-16	2.4385e-16	3.3567e-16	1.6031e-15	9.5944e-16	9.6919e-15	2.3197e-14	3.6721e-14	7.5851e-14	6.9908e-09	2.1203e-08	5.3999e-08	7.8503e-08	1.0441e-07	4.4501e-15	1.8450e-14	2.4744e-14	3.2710e-14	5.1193e-14	6.0356e-15	3.2482e-14	4.2390e-14	5.1414e-14	6.7441e-14	3.6508e-15	1.6977e-14	2.7453e-14	4.1997e-14	5.7066e-14	3.1707e-15	3.4344e-15	8.7820e-15	1.4046e-14	2.1076e-14	3.5113e-15	3.8372e-15	8.8799e-15	1.3712e-14	2.3356e-14	4.5815e-15	1.0499e-14	1.3497e-14	1.7662e-14	2.1978e-14	
2001	3	8.2082e-16	8.7006e-15	2.3009e-14	3.9335e-14	5.9075e-14	1.1561e-16	1.3961e-16	2.1401e-16	3.3365e-16	3.0234e-14	5.4422e-15	2.3655e-14	3.9168e-14	6.1351e-14	9.3722e-14	1.4307e-08	4.5319e-08	5.9921e-08	8.4413e-08	1.2078e-07	5.2436e-15	1.9072e-14	2.4998e-14	3.4283e-14	5.3575e-14	6.1445e-15	3.2211e-14	4.1543e-14	5.0417e-14	7.3854e-14	3.7758e-15	1.7292e-14	2.8090e-14	3.8174e-14	4.9720e-14	1.3519e-15	2.4437e-15	5.0048e-15	1.0692e-14	1.4215e-14	9.0275e-16	1.9859e-15	6.8905e-15	9.3134e-15	2.8735e-14	3.3363e-15	7.3765e-15	8.7953e-15	1.0289e-14	1.2507e-14	
2001	4	6.9342e-16	6.1725e-15	2.1633e-14	3.5564e-14	5.8814e-14	1.2546e-16	1.5585e-16	2.6136e-16	2.0369e-15	5.7658e-14	7.9061e-15	2.3555e-14	3.7434e-14	5.6622e-14	1.0299e-13	2.0207e-08	4.7967e-08	5.6664e-08	6.9793e-08	1.0282e-07	5.0392e-15	1.7910e-14	2.4248e-14	3.4488e-14	5.7885e-14	6.2886e-15	3.1012e-14	3.9225e-14	4.9137e-14	7.1865e-14	3.6173e-15	1.6976e-14	2.4366e-14	3.1391e-14	4.4303e-14	7.8606e-16	1.5652e-15	3.0265e-15	6.6264e-15	1.8022e-14	5.7078e-16	1.0667e-15	3.9746e-15	6.1761e-15	2.3322e-14	1.8964e-15	4.2134e-15	6.0876e-15	8.2817e-15	1.4315e-14	
2001	5	6.5647e-16	5.4751e-15	2.0331e-14	3.6220e-14	6.2209e-14	2.4355e-16	4.2260e-16	1.9251e-15	1.1536e-14	5.7936e-14	6.9151e-15	2.8573e-14	5.1270e-14	8.1653e-14	1.1550e-13	1.8571e-08	4.3915e-08	5.1244e-08	7.0203e-08	1.2573e-07	4.3144e-15	1.7272e-14	2.4751e-14	3.5296e-14	5.4417e-14	6.1437e-15	3.1318e-14	4.0933e-14	5.3634e-14	7.2318e-14	3.5140e-15	1.6106e-14	2.1095e-14	2.7951e-14	4.5064e-14	4.9659e-16	8.6931e-16	1.3236e-15	4.5159e-15	1.6852e-14	4.7041e-16	7.0779e-16	1.4634e-15	5.1520e-15	1.7626e-14	7.9417e-16	1.4907e-15	3.9749e-15	6.4248e-15	1.6713e-14	
2001	6	5.3977e-16	7.4588e-15	2.2694e-14	3.9749e-14	6.8051e-14	1.0847e-15	6.1413e-15	2.3008e-14	4.1310e-14	6.4882e-14	5.8555e-15	2.8332e-14	5.7595e-14	9.9596e-14	1.4130e-13	1.4913e-08	3.7673e-08	4.9321e-08	7.9008e-08	1.2778e-07	4.1615e-15	1.8138e-14	2.5602e-14	3.6872e-14	5.3464e-14	6.5077e-15	3.2776e-14	4.3524e-14	5.8254e-14	7.8269e-14	3.5556e-15	1.6733e-14	2.1559e-14	2.9036e-14	4.9841e-14	4.7091e-16	6.8505e-16	8.1598e-16	4.0499e-15	1.8128e-14	3.9910e-16	5.3606e-16	7.4106e-16	5.4002e-15	2.0773e-14	4.5226e-16	7.8575e-16	3.4681e-15	5.9517e-15	2.0200e-14	
2001	7	4.8262e-16	1.1077e-14	2.4956e-14	4.0883e-14	7.0685e-14	4.0232e-15	1.4380e-14	2.3204e-14	3.1159e-14	5.6320e-14	4.6274e-15	2.1855e-14	4.7084e-14	8.7147e-14	1.2908e-13	1.2754e-08	3.2763e-08	4.0435e-08	5.7009e-08	1.2350e-07	4.3217e-15	1.7524e-14	2.5265e-14	3.6201e-14	5.2758e-14	6.6444e-15	3.5345e-14	4.8694e-14	6.2855e-14	8.0726e-14	3.9832e-15	1.9720e-14	2.5788e-14	3.3941e-14	5.4452e-14	4.3917e-16	5.6108e-16	7.4518e-16	6.7922e-15	3.0575e-14	3.5531e-16	4.7643e-16	8.7598e-16	1.1671e-14	2.8243e-14	3.5929e-16	7.1018e-16	7.4671e-15	1.1039e-14	2.7790e-14	
2001	8	4.9838e-16	1.2523e-14	2.4780e-14	4.0816e-14	7.0999e-14	1.3180e-15	1.7803e-15	5.8436e-15	1.7527e-14	4.1115e-14	3.6109e-15	1.3102e-14	3.0725e-14	5.3995e-14	8.7086e-14	1.1124e-08	2.9118e-08	4.0865e-08	7.6103e-08	1.0676e-07	4.4131e-15	1.6334e-14	2.2226e-14	3.1381e-14	4.6477e-14	6.5499e-15	3.4878e-14	5.0091e-14	6.3766e-14	8.4930e-14	4.6961e-15	2.1801e-14	3.1442e-14	3.9296e-14	5.5492e-14	4.5766e-16	6.0428e-16	8.4996e-16	1.5893e-14	2.4086e-14	3.7014e-16	4.7540e-16	5.3141e-15	1.9643e-14	3.1795e-14	3.8076e-16	1.4737e-15	1.3650e-14	1.7591e-14	2.1250e-14	
2001	9	5.6468e-16	1.2106e-14	2.3096e-14	4.1190e-14	6.6963e-14	6.4070e-16	7.6027e-16	1.8485e-15	6.0049e-15	1.3592e-14	2.4465e-15	7.3958e-15	1.5928e-14	2.9530e-14	4.7924e-14	1.0451e-08	2.5648e-08	3.6060e-08	7.5701e-08	9.8954e-08	4.2452e-15	1.4914e-14	1.9065e-14	2.5820e-14	3.6508e-14	6.4630e-15	3.4512e-14	4.7606e-14	6.1148e-14	8.2943e-14	5.0594e-15	2.1248e-14	3.3483e-14	4.5668e-14	5.9530e-14	4.6995e-16	6.2487e-16	2.7746e-15	2.0192e-14	2.6057e-14	3.9206e-16	5.6823e-16	1.4057e-14	1.9744e-14	2.6392e-14	5.2579e-16	6.9440e-15	1.3686e-14	1.8341e-14	2.7100e-14	
