year	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	Cflx	
	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1908	6.6960e-01	8.8960e-02	1.2792e-01	2.1991e-01	2.8611e-01	-5.8643e-01	5.1551e-01	3.7364e-02	-5.4215e-02	3.0564e-03	
1891	5.6101e-01	8.5985e-02	1.2086e-01	2.1403e-01	2.8141e-01	-5.9997e-01	4.8535e-01	2.9711e-02	-7.3520e-02	-9.1588e-03	
1907	6.6774e-01	8.7400e-02	1.2529e-01	2.1962e-01	2.8562e-01	-5.8465e-01	5.2160e-01	3.7045e-02	-5.5805e-02	2.7886e-03	
1906	6.5653e-01	8.8769e-02	1.2684e-01	2.1891e-01	2.8445e-01	-5.8800e-01	5.1419e-01	3.7043e-02	-5.6698e-02	2.0851e-03	
1903	6.0704e-01	8.6866e-02	1.2372e-01	2.1750e-01	2.8142e-01	-5.9772e-01	4.9271e-01	3.4109e-02	-5.8371e-02	-1.1255e-03	
1904	6.2409e-01	8.8513e-02	1.2620e-01	2.1822e-01	2.8213e-01	-5.9398e-01	4.9393e-01	3.5202e-02	-5.6907e-02	-3.6463e-04	
1905	6.4634e-01	8.7196e-02	1.2442e-01	2.1862e-01	2.8322e-01	-5.8857e-01	5.1004e-01	3.6593e-02	-5.6695e-02	9.0116e-04	
1902	6.0627e-01	8.8487e-02	1.2566e-01	2.1727e-01	2.8068e-01	-6.0065e-01	4.9559e-01	3.3932e-02	-6.0249e-02	-1.5352e-03	
1898	6.1939e-01	8.8303e-02	1.2515e-01	2.1631e-01	2.8345e-01	-5.9202e-01	5.0420e-01	3.3230e-02	-6.3582e-02	-3.0440e-03	
1899	6.1855e-01	8.6932e-02	1.2314e-01	2.1652e-01	2.8288e-01	-5.9766e-01	5.0951e-01	3.3712e-02	-6.4522e-02	-3.0058e-03	
1900	6.0949e-01	8.8424e-02	1.2537e-01	2.1683e-01	2.8179e-01	-5.9938e-01	4.9988e-01	3.3970e-02	-6.4273e-02	-2.3587e-03	
1901	5.9829e-01	8.7023e-02	1.2343e-01	2.1710e-01	2.8171e-01	-6.0011e-01	4.9016e-01	3.4166e-02	-6.2585e-02	-1.7574e-03	
1897	6.1381e-01	8.6809e-02	1.2303e-01	2.1629e-01	2.8461e-01	-5.9333e-01	5.0335e-01	3.2788e-02	-6.3060e-02	-2.8895e-03	
1896	6.0622e-01	8.8241e-02	1.2507e-01	2.1602e-01	2.8446e-01	-5.9349e-01	4.9169e-01	3.2266e-02	-6.3832e-02	-3.5440e-03	
1895	5.8034e-01	8.6667e-02	1.2263e-01	2.1616e-01	2.8474e-01	-5.9502e-01	4.7682e-01	3.1359e-02	-6.5858e-02	-5.2320e-03	
1892	5.7653e-01	8.7706e-02	1.2354e-01	2.1478e-01	2.8244e-01	-6.0125e-01	4.9227e-01	3.0554e-02	-7.3064e-02	-7.1562e-03	
1893	5.7718e-01	8.6602e-02	1.2189e-01	2.1532e-01	2.8408e-01	-5.9979e-01	4.9016e-01	3.0935e-02	-7.1194e-02	-6.2398e-03	
1894	5.9094e-01	8.8026e-02	1.2429e-01	2.1548e-01	2.8436e-01	-5.9719e-01	4.9187e-01	3.1065e-02	-6.8665e-02	-5.9831e-03	
1909	6.7895e-01	8.7799e-02	1.2611e-01	2.2051e-01	2.8790e-01	-5.8495e-01	5.2039e-01	3.7754e-02	-5.1904e-02	3.9693e-03	
1910	6.8006e-01	8.9654e-02	1.2856e-01	2.2043e-01	2.8857e-01	-5.8274e-01	5.0991e-01	3.8049e-02	-5.0129e-02	5.2722e-03	
1911	6.9250e-01	8.8339e-02	1.2692e-01	2.2089e-01	2.9039e-01	-5.7988e-01	5.1937e-01	3.8518e-02	-4.8433e-02	6.2131e-03	
1912	7.1052e-01	8.9822e-02	1.2953e-01	2.2088e-01	2.9193e-01	-5.7754e-01	5.2635e-01	3.9376e-02	-4.7882e-02	6.8534e-03	
1913	7.2527e-01	8.8459e-02	1.2784e-01	2.2018e-01	2.9291e-01	-5.7293e-01	5.3230e-01	4.0579e-02	-4.7776e-02	8.1381e-03	
1914	7.3750e-01	9.0042e-02	1.3031e-01	2.2010e-01	2.9363e-01	-5.6999e-01	5.3506e-01	4.1015e-02	-4.6843e-02	9.7054e-03	
1915	7.4725e-01	8.8710e-02	1.2870e-01	2.2164e-01	2.9568e-01	-5.6845e-01	5.3952e-01	4.1398e-02	-4.5229e-02	1.0350e-02	
1916	7.6587e-01	9.0518e-02	1.3127e-01	2.2246e-01	2.9696e-01	-5.6844e-01	5.4992e-01	4.2307e-02	-4.2836e-02	1.1084e-02	
1917	7.8182e-01	8.9175e-02	1.2958e-01	2.2407e-01	2.9899e-01	-5.6684e-01	5.5853e-01	4.2612e-02	-4.0510e-02	1.2435e-02	
1918	7.9936e-01	9.1142e-02	1.3211e-01	2.2488e-01	2.9944e-01	-5.6393e-01	5.5867e-01	4.3341e-02	-3.8286e-02	1.4304e-02	
1919	8.1199e-01	8.9921e-02	1.3038e-01	2.2543e-01	3.0032e-01	-5.5724e-01	5.6423e-01	4.4186e-02	-3.7146e-02	1.5211e-02	
1920	8.2171e-01	9.1340e-02	1.3277e-01	2.2652e-01	3.0087e-01	-5.5619e-01	5.6702e-01	4.4794e-02	-3.7248e-02	1.5291e-02	
1921	8.2535e-01	8.9937e-02	1.3086e-01	2.2688e-01	3.0088e-01	-5.5635e-01	5.7489e-01	4.5289e-02	-3.7518e-02	1.5708e-02	
1922	8.2954e-01	9.1486e-02	1.3326e-01	2.2746e-01	3.0118e-01	-5.5578e-01	5.7062e-01	4.5682e-02	-3.6859e-02	1.6995e-02	
1923	8.3994e-01	9.0064e-02	1.3148e-01	2.2796e-01	3.0158e-01	-5.5539e-01	5.7556e-01	4.5604e-02	-3.4721e-02	1.7934e-02	
1924	8.3390e-01	9.1548e-02	1.3384e-01	2.2834e-01	3.0171e-01	-5.5382e-01	5.6321e-01	4.5854e-02	-3.2584e-02	1.8016e-02	
1925	8.3166e-01	9.0134e-02	1.3210e-01	2.2873e-01	3.0218e-01	-5.5457e-01	5.6119e-01	4.6340e-02	-3.0982e-02	1.8165e-02	
1926	8.4529e-01	9.1657e-02	1.3436e-01	2.2927e-01	3.0258e-01	-5.5414e-01	5.7007e-01	4.7076e-02	-3.0328e-02	1.9019e-02	
1927	8.5228e-01	9.0292e-02	1.3259e-01	2.2963e-01	3.0331e-01	-5.5213e-01	5.7386e-01	4.7348e-02	-2.9816e-02	2.0624e-02	
1928	8.7163e-01	9.1954e-02	1.3502e-01	2.3008e-01	3.0369e-01	-5.4861e-01	5.7843e-01	4.8026e-02	-2.9395e-02	2.1820e-02	
1929	8.8575e-01	9.0503e-02	1.3320e-01	2.3064e-01	3.0467e-01	-5.4473e-01	5.8946e-01	4.8604e-02	-2.8197e-02	2.2186e-02	
1930	8.8206e-01	9.2314e-02	1.3544e-01	2.3096e-01	3.0505e-01	-5.4172e-01	5.7631e-01	4.8913e-02	-2.7127e-02	2.2222e-02	
1931	8.8852e-01	9.0848e-02	1.3371e-01	2.3156e-01	3.0615e-01	-5.4133e-01	5.8248e-01	4.9854e-02	-2.4977e-02	2.2990e-02	
1932	8.9068e-01	9.2520e-02	1.3616e-01	2.3206e-01	3.0629e-01	-5.4341e-01	5.7720e-01	5.0073e-02	-2.3095e-02	2.4593e-02	
1933	9.1359e-01	9.0946e-02	1.3460e-01	2.3239e-01	3.0754e-01	-5.3958e-01	5.9072e-01	5.0523e-02	-2.1676e-02	2.5519e-02	
1934	9.2590e-01	9.2571e-02	1.3682e-01	2.3251e-01	3.0750e-01	-5.3787e-01	5.9751e-01	5.1357e-02	-2.0981e-02	2.5373e-02	
1935	9.2974e-01	9.1029e-02	1.3502e-01	2.3312e-01	3.0749e-01	-5.3643e-01	6.0160e-01	5.2060e-02	-2.1570e-02	2.5748e-02	
1937	9.3544e-01	9.1265e-02	1.3530e-01	2.3369e-01	3.0790e-01	-5.3417e-01	5.9909e-01	5.2550e-02	-1.8370e-02	2.8130e-02	
1936	9.3340e-01	9.2861e-02	1.3722e-01	2.3338e-01	3.0802e-01	-5.3487e-01	5.9847e-01	5.2107e-02	-2.0009e-02	2.7148e-02	
1938	9.3971e-01	9.2943e-02	1.3754e-01	2.3411e-01	3.0715e-01	-5.3628e-01	5.9616e-01	5.2441e-02	-1.6158e-02	2.8178e-02	
1939	9.3836e-01	9.1496e-02	1.3664e-01	2.3410e-01	3.0755e-01	-5.3659e-01	5.9716e-01	5.2607e-02	-1.4612e-02	2.8052e-02	
1940	9.3964e-01	9.2449e-02	1.3558e-01	2.3423e-01	3.0580e-01	-5.3638e-01	5.9877e-01	5.3118e-02	-1.4698e-02	2.8509e-02	
1941	9.4216e-01	9.1638e-02	1.3708e-01	2.3401e-01	3.0532e-01	-5.3480e-01	5.9951e-01	5.3680e-02	-1.3183e-02	2.9321e-02	
1942	9.2585e-01	9.2624e-02	1.3685e-01	2.3376e-01	3.0272e-01	-5.3652e-01	5.8658e-01	5.3733e-02	-1.3197e-02	2.9643e-02	
1943	9.2366e-01	9.0590e-02	1.3473e-01	2.3337e-01	3.0067e-01	-5.4443e-01	5.9607e-01	5.4141e-02	-1.3603e-02	2.9125e-02	
1944	8.9526e-01	9.1940e-02	1.3650e-01	2.3271e-01	2.9767e-01	-5.4897e-01	5.7702e-01	5.4046e-02	-1.4246e-02	2.8211e-02	
1945	8.8659e-01	9.0550e-02	1.3542e-01	2.3265e-01	2.9523e-01	-5.5574e-01	5.7978e-01	5.3570e-02	-1.3263e-02	2.7737e-02	
1946	8.7129e-01	9.1232e-02	1.3394e-01	2.3235e-01	2.9262e-01	-5.5840e-01	5.7336e-01	5.3521e-02	-1.2520e-02	2.7984e-02	
1947	8.6788e-01	9.0182e-02	1.3565e-01	2.3212e-01	2.9134e-01	-5.5833e-01	5.6979e-01	5.3477e-02	-1.1773e-02	2.7984e-02	
1948	8.7151e-01	9.1505e-02	1.3473e-01	2.3221e-01	2.9005e-01	-5.5751e-01	5.7075e-01	5.3245e-02	-1.1837e-02	2.7312e-02	
1949	8.7140e-01	8.9588e-02	1.3345e-01	2.3246e-01	2.9036e-01	-5.5487e-01	5.7442e-01	5.3787e-02	-1.3733e-02	2.6602e-02	
1950	8.6531e-01	9.1137e-02	1.3536e-01	2.3259e-01	2.9110e-01	-5.5510e-01	5.6172e-01	5.3996e-02	-1.2389e-02	2.6968e-02	
1951	9.1739e-01	9.2019e-02	1.2248e-01	2.2146e-01	2.6532e-01	-5.2711e-01	6.4413e-01	3.8512e-02	-7.1261e-03	2.4512e-02	
1952	8.8662e-01	8.8239e-02	9.8458e-02	2.3022e-01	2.8700e-01	-5.5670e-01	5.8531e-01	4.7848e-02	4.7575e-02	1.7816e-02	
1953	8.4553e-01	8.6395e-02	1.2329e-01	2.1328e-01	2.9509e-01	-5.5617e-01	5.8413e-01	3.2569e-02	2.7233e-02	1.1641e-03	
1954	9.4515e-01	8.4538e-02	1.2994e-01	2.1424e-01	3.2258e-01	-5.1375e-01	6.0012e-01	4.1016e-02	1.3691e-02	4.4003e-04	
1955	8.6560e-01	9.1962e-02	1.1334e-01	2.0393e-01	3.3979e-01	-5.8573e-01	5.9014e-01	4.8609e-02	1.1029e-03	1.4091e-02	
1956	1.0278e+00	8.9219e-02	1.2988e-01	2.4431e-01	3.5320e-01	-5.5163e-01	5.9145e-01	5.4201e-02	5.8426e-04	5.4582e-02	
1957	1.1098e+00	9.5254e-02	1.3401e-01	2.2756e-01	2.9975e-01	-4.5216e-01	6.6532e-01	3.8725e-02	1.3593e-02	4.0286e-02	
1958	1.2245e+00	8.2463e-02	1.1676e-01	2.3912e-01	3.1222e-01	-3.8622e-01	6.6735e-01	4.9903e-02	4.7864e-02	5.1687e-02	
1959	1.1657e+00	8.6038e-02	1.5207e-01	2.6096e-01	3.3990e-01	-5.2116e-01	7.2140e-01	3.8437e-02	1.0554e-02	3.0599e-02	
1960	1.0114e+00	8.9553e-02	1.1865e-01	2.5022e-01	3.4240e-01	-5.8551e-01	6.9214e-01	4.1891e-02	-8.6462e-03	2.1887e-02	
1961	1.0137e+00	8.2189e-02	1.2426e-01	2.3835e-01	3.6741e-01	-6.0404e-01	6.6831e-01	4.7977e-02	1.0818e-02	3.4257e-02	
1962	1.0355e+00	9.7031e-02	1.2178e-01	2.6064e-01	3.5392e-01	-5.9242e-01	6.9839e-01	3.8045e-02	-1.6828e-02	2.5087e-02	
1963	1.2075e+00	8.4781e-02	1.3460e-01	2.4185e-01	3.6838e-01	-4.2638e-01	6.7662e-01	3.4085e-02	-1.2994e-03	3.7726e-02	
1964	1.3034e+00	7.2580e-02	1.2867e-01	2.6417e-01	3.7823e-01	-4.2483e-01	7.2626e-01	5.5996e-02	3.5037e-03	4.5138e-02	
1965	1.3639e+00	7.2099e-02	1.1882e-01	2.6974e-01	3.6442e-01	-3.8799e-01	7.0442e-01	5.6546e-02	4.4655e-02	5.1334e-02	
1966	1.2196e+00	8.6963e-02	1.2440e-01	2.7042e-01	3.6735e-01	-5.4789e-01	7.3917e-01	5.3896e-02	1.6020e-02	5.0389e-02	
1967	1.1421e+00	8.8204e-02	1.3850e-01	2.7076e-01	3.7531e-01	-6.8699e-01	7.6853e-01	6.5247e-02	6.7210e-03	5.3972e-02	
1968	1.2678e+00	9.1657e-02	1.3540e-01	2.5565e-01	3.8504e-01	-5.3304e-01	7.4915e-01	4.6859e-02	2.0600e-02	5.9923e-02	
1969	1.4921e+00	8.7372e-02	1.3433e-01	2.6880e-01	4.1463e-01	-4.3043e-01	7.7362e-01	5.3682e-02	6.3072e-02	6.7049e-02	
1971	1.4280e+00	9.8663e-02	1.1743e-01	2.8903e-01	4.2817e-01	-4.9977e-01	7.6886e-01	7.2227e-02	1.2392e-02	6.6317e-02	
1970	1.3500e+00	9.2875e-02	1.2987e-01	2.2706e-01	4.0515e-01	-5.1058e-01	8.0762e-01	5.4767e-02	2.8525e-02	4.4588e-02	
1972	1.5908e+00	8.4079e-02	1.4881e-01	2.7942e-01	4.3475e-01	-3.8655e-01	7.7808e-01	6.9336e-02	4.8310e-02	6.8525e-02	
1973	1.4809e+00	9.9446e-02	1.1866e-01	2.7331e-01	4.3681e-01	-5.3488e-01	8.3668e-01	6.6211e-02	4.5105e-02	7.4738e-02	
1974	1.4798e+00	9.4413e-02	1.5147e-01	2.8249e-01	4.5295e-01	-5.9342e-01	8.6946e-01	6.8891e-02	1.2273e-02	6.6073e-02	
1975	1.4704e+00	9.2861e-02	1.3417e-01	2.7029e-01	4.3346e-01	-5.8505e-01	8.4708e-01	7.1896e-02	3.4431e-02	1.0249e-01	
1976	1.5881e+00	9.6783e-02	1.4592e-01	2.8384e-01	4.2435e-01	-4.4239e-01	8.2967e-01	7.7612e-02	9.1413e-03	8.4725e-02	
1977	1.6415e+00	8.4956e-02	1.2977e-01	2.5981e-01	4.3906e-01	-4.5868e-01	8.7612e-01	7.9628e-02	6.0744e-02	1.0028e-01	
1978	1.6825e+00	8.9691e-02	1.5599e-01	2.7678e-01	4.7466e-01	-5.1126e-01	9.1762e-01	7.6631e-02	2.9746e-02	9.8694e-02	
1979	1.7664e+00	9.5601e-02	1.5479e-01	2.8741e-01	4.9953e-01	-4.2576e-01	9.1603e-01	7.8280e-02	7.0297e-03	8.8102e-02	
1980	2.0513e+00	9.0881e-02	1.4159e-01	3.1229e-01	4.9583e-01	-3.1941e-01	9.8559e-01	9.5771e-02	8.3055e-02	7.8452e-02	
1981	1.9626e+00	1.1470e-01	1.2907e-01	2.9439e-01	4.9575e-01	-4.0544e-01	9.6325e-01	9.1086e-02	8.3967e-02	1.1789e-01	
1982	2.1680e+00	9.3458e-02	1.9545e-01	3.1844e-01	5.5372e-01	-2.9494e-01	9.9254e-01	8.0097e-02	5.1727e-02	1.0508e-01	
1983	2.1316e+00	9.3809e-02	1.3835e-01	2.9934e-01	5.1657e-01	-1.2437e-01	9.0583e-01	8.6439e-02	4.3282e-02	1.0748e-01	
1984	1.9209e+00	1.0722e-01	1.4309e-01	2.9949e-01	5.0590e-01	-4.7348e-01	1.0087e+00	9.1275e-02	3.2146e-02	1.1617e-01	
1985	2.0010e+00	1.1066e-01	1.4870e-01	2.8690e-01	5.4793e-01	-4.9562e-01	1.0124e+00	1.0097e-01	6.3535e-02	1.4060e-01	
1986	2.0274e+00	9.9212e-02	1.9005e-01	2.9646e-01	5.3433e-01	-4.5345e-01	1.0279e+00	9.6912e-02	3.2023e-02	1.1973e-01	
1987	2.2617e+00	9.3147e-02	1.5078e-01	3.0502e-01	5.4995e-01	-2.2042e-01	1.0073e+00	9.2335e-02	8.9932e-02	1.1946e-01	
1988	2.0012e+00	1.0602e-01	1.6490e-01	3.0001e-01	5.1310e-01	-4.8599e-01	1.0499e+00	9.6897e-02	4.6912e-02	1.1755e-01	
1989	2.1165e+00	1.0996e-01	1.8247e-01	2.8571e-01	5.5796e-01	-5.2530e-01	1.0984e+00	1.0647e-01	6.3428e-02	1.5517e-01	
1990	2.2179e+00	1.1699e-01	1.7831e-01	3.1579e-01	5.4162e-01	-3.9186e-01	1.0715e+00	1.0264e-01	6.5466e-02	1.4219e-01	
1991	2.3371e+00	1.1246e-01	1.5230e-01	3.0278e-01	5.2444e-01	-2.1498e-01	1.0569e+00	9.2411e-02	8.2480e-02	1.4574e-01	
1992	2.5888e+00	1.1249e-01	1.6880e-01	3.0602e-01	5.3346e-01	-3.4540e-02	1.0330e+00	1.0385e-01	1.3447e-01	1.4980e-01	
1993	2.5206e+00	1.2314e-01	1.7491e-01	3.1152e-01	5.3524e-01	-1.3182e-01	1.0669e+00	1.1033e-01	9.6366e-02	1.4901e-01	
1994	2.2129e+00	1.0518e-01	1.7018e-01	2.9961e-01	5.0576e-01	-2.8681e-01	1.0326e+00	9.5841e-02	7.2135e-02	1.4184e-01	
1995	2.3059e+00	1.1632e-01	1.6839e-01	3.1689e-01	5.2359e-01	-3.6192e-01	1.0745e+00	1.1614e-01	1.1763e-01	1.5325e-01	
1997	2.4024e+00	1.0568e-01	1.6077e-01	3.2439e-01	5.2525e-01	-3.0230e-01	1.1249e+00	1.0873e-01	1.0679e-01	1.6718e-01	
1998	2.5115e+00	1.1987e-01	1.8276e-01	3.2254e-01	5.0248e-01	-2.3515e-01	1.1641e+00	1.1896e-01	9.6804e-02	1.6697e-01	
1996	2.2366e+00	1.1249e-01	1.7026e-01	3.1577e-01	5.5294e-01	-4.6840e-01	1.0914e+00	1.0222e-01	1.1290e-01	1.5266e-01	
1999	2.1551e+00	1.0352e-01	1.8210e-01	3.3596e-01	5.4400e-01	-6.2260e-01	1.1533e+00	1.0999e-01	6.8034e-02	1.7392e-01	
2000	2.2256e+00	1.1054e-01	1.7532e-01	3.1888e-01	5.5162e-01	-5.8090e-01	1.2143e+00	1.0558e-01	6.3787e-02	1.6344e-01	
2001	2.2739e+00	1.1874e-01	1.6201e-01	3.0409e-01	5.3969e-01	-5.2378e-01	1.1473e+00	1.2237e-01	1.2459e-01	1.7758e-01	
2002	2.6328e+00	1.3197e-01	2.0105e-01	2.9997e-01	6.0095e-01	-2.7431e-01	1.2061e+00	9.8377e-02	1.1075e-01	1.6166e-01	
2003	2.7043e+00	1.1543e-01	1.7819e-01	3.1250e-01	5.6462e-01	-2.1753e-01	1.1781e+00	1.3237e-01	1.5905e-01	1.8649e-01	
2004	2.6437e+00	1.1452e-01	1.7079e-01	3.0165e-01	5.7529e-01	-2.6676e-01	1.1842e+00	1.2745e-01	1.3863e-01	1.9758e-01	
2005	2.5643e+00	1.2872e-01	1.5308e-01	2.9989e-01	5.6608e-01	-2.7231e-01	1.1552e+00	1.1733e-01	1.3999e-01	1.7651e-01	
2006	2.8241e+00	1.3450e-01	1.6665e-01	3.3513e-01	6.1083e-01	-2.7902e-01	1.2321e+00	1.3909e-01	1.6373e-01	2.1858e-01	
2007	2.7244e+00	1.3288e-01	1.8519e-01	3.4530e-01	5.9423e-01	-3.0153e-01	1.2111e+00	1.3613e-01	1.3987e-01	1.8633e-01	
2009	2.7639e+00	1.3128e-01	2.0348e-01	3.4940e-01	5.8310e-01	-3.1147e-01	1.2224e+00	1.2470e-01	1.5656e-01	1.9263e-01	
2008	2.7589e+00	1.3748e-01	1.8647e-01	3.3019e-01	5.8653e-01	-3.7285e-01	1.2559e+00	1.3482e-01	1.7067e-01	2.2065e-01	
2010	2.7948e+00	1.2728e-01	1.5268e-01	3.4433e-01	6.3642e-01	-3.0432e-01	1.2135e+00	1.2108e-01	1.7086e-01	2.3079e-01	
2011	2.7551e+00	1.2988e-01	2.1626e-01	3.3322e-01	6.1021e-01	-4.2559e-01	1.2999e+00	1.1959e-01	1.4822e-01	2.0095e-01	
2012	2.7866e+00	1.3477e-01	1.6336e-01	3.4658e-01	6.0131e-01	-3.2910e-01	1.2834e+00	1.4062e-01	1.1987e-01	2.1645e-01	
2013	2.8864e+00	1.1414e-01	1.9849e-01	3.1076e-01	6.2176e-01	-2.8850e-01	1.2864e+00	1.3406e-01	1.7215e-01	2.1320e-01	
2014	3.1287e+00	1.1527e-01	2.2088e-01	3.4300e-01	6.1123e-01	-1.1259e-01	1.2728e+00	1.3962e-01	1.7879e-01	2.4725e-01	
2015	3.2633e+00	1.3162e-01	2.1346e-01	3.3473e-01	5.7473e-01	3.8153e-02	1.2788e+00	1.4877e-01	1.8797e-01	2.4838e-01	
2016	3.1940e+00	1.2884e-01	1.7719e-01	3.6802e-01	6.3932e-01	-2.6355e-02	1.3147e+00	1.3864e-01	1.2169e-01	2.2801e-01	
2017	2.9508e+00	1.3447e-01	1.6513e-01	3.5463e-01	6.2733e-01	-3.2108e-01	1.2922e+00	1.5591e-01	1.7545e-01	2.4648e-01	
2018	3.1436e+00	1.2234e-01	2.0540e-01	3.4224e-01	6.5331e-01	-2.5085e-01	1.3556e+00	1.3609e-01	2.0674e-01	2.5482e-01	
2019	3.0638e+00	1.3479e-01	1.8277e-01	3.2691e-01	5.8752e-01	-1.4607e-01	1.3287e+00	1.3697e-01	1.5527e-01	2.4540e-01	
2020	3.1433e+00	1.3415e-01	2.0930e-01	3.2799e-01	5.7456e-01	-2.1127e-01	1.3379e+00	1.6995e-01	2.2288e-01	2.7501e-01	
