year	PPT	PPT	PPT	PPT	PPT	PPT	PPT	PPT	PPT	PPT	
	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	PgCarbonPerYr	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
2011	4.9188e+01	8.1313e-01	1.1040e+00	2.3606e+00	6.2841e+00	1.6583e+01	1.7225e+01	6.4018e-01	1.4018e+00	6.5838e-01	
2012	4.9438e+01	8.2647e-01	1.1397e+00	2.4017e+00	6.1726e+00	1.6550e+01	1.7458e+01	6.4334e-01	1.3962e+00	7.1080e-01	
2013	4.9056e+01	7.6543e-01	1.1479e+00	2.4059e+00	6.2671e+00	1.6520e+01	1.7032e+01	6.2079e-01	1.4794e+00	7.1278e-01	
2014	4.8352e+01	7.7155e-01	1.1959e+00	2.4291e+00	6.1998e+00	1.6039e+01	1.6823e+01	5.9980e-01	1.4774e+00	7.0624e-01	
2015	4.8174e+01	8.0052e-01	1.2037e+00	2.3366e+00	6.3010e+00	1.5537e+01	1.7101e+01	6.0591e-01	1.5149e+00	6.5324e-01	
2016	4.8189e+01	8.2779e-01	1.2861e+00	2.5378e+00	6.2692e+00	1.5571e+01	1.6953e+01	5.9924e-01	1.3649e+00	6.4966e-01	
2017	4.8606e+01	8.1140e-01	1.2397e+00	2.3968e+00	6.1275e+00	1.5952e+01	1.7194e+01	6.4412e-01	1.4337e+00	7.0691e-01	
2018	4.8931e+01	7.7200e-01	1.1816e+00	2.3822e+00	6.0955e+00	1.6112e+01	1.7303e+01	6.4069e-01	1.5683e+00	7.5593e-01	
2019	4.8740e+01	8.1376e-01	1.1721e+00	2.4027e+00	6.1525e+00	1.5930e+01	1.7183e+01	6.2203e-01	1.6040e+00	7.0121e-01	
2020	4.8623e+01	8.1595e-01	1.1898e+00	2.2469e+00	6.1170e+00	1.6136e+01	1.6959e+01	6.7913e-01	1.6079e+00	7.4972e-01	
